arrival_ms,start_ms,end_ms,latency_ms,qid
887.9211,887.9799,42441.1253,41553.1454,np_greedy_58
2394.5992,2394.6752,48514.5250,46119.8498,np_greedy_58
11030.7710,11030.8559,55883.7610,44852.9051,np_greedy_58
12904.1753,12904.2544,57896.9286,44992.6742,np_greedy_58
27216.9425,27217.0088,44158.2377,16941.2289,p_greedy_140
29494.9037,29494.9745,46059.5651,16564.5906,p_greedy_140
51097.3538,51097.4216,129794.9908,78697.5692,np_greedy_58
51736.6828,51736.7666,129497.1354,77760.3688,np_greedy_58
60489.7252,60489.7957,86949.2899,26459.4942,p_greedy_140
63657.6129,63657.6708,99145.4493,35487.7785,p_greedy_140
64413.1511,64413.2153,147435.3017,83022.0864,np_greedy_58
68777.2535,68777.3157,105180.5983,36403.2826,p_greedy_140
71078.1135,71078.2369,153667.6395,82589.4026,np_greedy_58
71810.2554,71810.3310,106641.1046,34830.7736,p_greedy_140
102612.1578,102612.2279,178116.9952,75504.7673,np_greedy_58
105479.0826,105479.1547,178750.1758,73271.0211,np_greedy_58
107346.0435,107346.1112,120047.2779,12701.1668,p_greedy_140
112270.3581,112270.4665,193274.9757,81004.5092,np_greedy_58
118974.7398,118974.8443,196126.7780,77151.9338,np_greedy_58
123610.3754,123610.4907,208333.5967,84723.1061,np_greedy_58
123635.3716,123635.4045,207204.7071,83569.3026,np_greedy_58
133095.4914,133095.5516,232335.1005,99239.5489,np_greedy_58
134606.7571,134606.8455,253300.2257,118693.3802,np_greedy_58
136397.3712,136397.4791,169987.0519,33589.5728,p_greedy_140
137504.3157,137504.4319,173654.5037,36150.0718,p_greedy_140
137902.3357,137902.4533,174130.1035,36227.6503,p_greedy_140
149627.9060,149628.0017,264265.5447,114637.5430,np_greedy_58
150822.9713,150823.0487,268938.6468,118115.5981,np_greedy_58
157078.3117,157078.3770,278265.5888,121187.2118,np_greedy_58
163750.6922,163750.7634,196723.3235,32972.5602,p_greedy_140
166891.5359,166891.6568,287875.6549,120983.9980,np_greedy_58
172008.3209,172008.4023,201278.8383,29270.4361,p_greedy_140
185870.7492,185870.8540,213736.6618,27865.8078,p_greedy_140
202641.9335,202642.0292,228570.5682,25928.5390,p_greedy_140
205802.0872,205802.1687,331460.4858,125658.3171,np_greedy_58
207404.1678,207404.2402,336518.0687,129113.8285,np_greedy_58
209935.4542,209935.5377,335962.8732,126027.3355,np_greedy_58
215585.7457,215585.8481,256293.0527,40707.2046,p_greedy_140
219020.9426,219021.0080,263873.2185,44852.2106,p_greedy_140
225156.7589,225156.8383,265414.8367,40257.9984,p_greedy_140
235691.9442,235692.0586,361536.0169,125843.9583,np_greedy_58
236045.1931,236045.2513,361098.5488,125053.2976,np_greedy_58
240169.0008,240169.0597,282240.0303,42070.9706,p_greedy_140
265471.1351,265471.2697,321806.6379,56335.3682,p_greedy_140
272287.3875,272287.5080,334259.9203,61972.4123,p_greedy_140
272661.9101,272662.0173,333537.2437,60875.2264,p_greedy_140
275254.3127,275254.3776,335581.7233,60327.3457,p_greedy_140
275988.7437,275988.8267,385402.6594,109413.8328,np_greedy_58
280786.4485,280786.5498,337325.7525,56539.2028,p_greedy_140
290047.1207,290047.2624,390289.2523,100241.9899,np_greedy_58
295137.9435,295138.0107,391858.9287,96720.9179,np_greedy_58
325152.2583,325152.3618,401728.9041,76576.5423,np_greedy_58
334386.2455,334386.3052,351006.1051,16619.7999,p_greedy_140
343582.2617,343582.3256,361009.4550,17427.1295,p_greedy_140
349317.6277,349317.6937,413089.4654,63771.7717,np_greedy_58
354930.8340,354930.9241,374322.6353,19391.7113,p_greedy_140
356255.9249,356255.9839,414307.1280,58051.1441,np_greedy_58
363996.6879,363996.7957,380696.0826,16699.2869,p_greedy_140
382935.5540,382935.6181,426924.2525,43988.6344,np_greedy_58
386759.2879,386759.3697,434797.3345,48037.9647,np_greedy_58
397175.5532,397175.6710,407756.2418,10580.5707,p_greedy_140
402248.7149,402248.8070,465513.1064,63264.2994,np_greedy_58
414603.6355,414603.6895,474290.9057,59687.2162,np_greedy_58
423785.7752,423785.8666,441208.0154,17422.1488,p_greedy_140
426540.4942,426540.5530,443444.0524,16903.4993,p_greedy_140
441949.0328,441949.1195,487337.7440,45388.6245,np_greedy_58
444635.5993,444635.7146,453939.6838,9303.9692,p_greedy_140
448201.2329,448201.3226,489506.8457,41305.5231,np_greedy_58
456580.6614,456580.7533,498104.8866,41524.1334,np_greedy_58
457806.6392,457806.7146,467286.8329,9480.1183,p_greedy_140
480781.7049,480781.8076,555949.3917,75167.5841,np_greedy_58
492641.2757,492641.3742,577360.7877,84719.4136,np_greedy_58
495396.0363,495396.1195,517120.8468,21724.7273,p_greedy_140
496463.9271,496463.9964,521403.3803,24939.3839,p_greedy_140
510718.9705,510719.0430,541381.8264,30662.7834,p_greedy_140
511691.7234,511691.7823,591622.2063,79930.4240,np_greedy_58
514185.3742,514185.4358,543615.5216,29430.0858,p_greedy_140
528087.4767,528087.5889,548618.2392,20530.6502,p_greedy_140
528472.8013,528472.8580,601825.2285,73352.3705,np_greedy_58
546602.7430,546602.8059,605280.2104,58677.4045,np_greedy_58
556119.8049,556119.8828,565772.9328,9653.0499,p_greedy_140
565520.2436,565520.3175,575325.0571,9804.7397,p_greedy_140
578139.7611,578139.8306,590590.5098,12450.6792,p_greedy_140
583039.3255,583039.4268,627882.7564,44843.3296,np_greedy_58
585637.8350,585637.9126,597250.2053,11612.2927,p_greedy_140
594022.8632,594022.9757,627909.6628,33886.6870,np_greedy_58
612237.2590,612237.3239,655073.1368,42835.8128,np_greedy_58
619985.8890,619985.9518,661457.1892,41471.2373,np_greedy_58
620513.1718,620513.2720,663612.3541,43099.0821,np_greedy_58
633448.3955,633448.4751,643794.7204,10346.2453,p_greedy_140
643668.2961,643668.3777,729927.5652,86259.1875,np_greedy_58
646971.2067,646971.2872,742205.6295,95234.3423,np_greedy_58
666174.2447,666174.3690,710584.0941,44409.7251,p_greedy_140
667721.6292,667721.6875,724724.6366,57002.9491,p_greedy_140
668442.0242,668442.0986,728145.8892,59703.7905,p_greedy_140
675286.6122,675286.7092,816502.3105,141215.6013,np_greedy_58
681079.1804,681079.2602,757622.9702,76543.7100,p_greedy_140
687236.7198,687236.7865,769545.9886,82309.2021,p_greedy_140
687754.8055,687754.9106,771385.8593,83630.9486,p_greedy_140
706317.3188,706317.3984,788524.3680,82206.9696,p_greedy_140
709114.5026,709114.5637,787149.5293,78034.9655,p_greedy_140
715698.4564,715698.5199,832459.3785,116760.8586,np_greedy_58
726145.3977,726145.4653,800852.4531,74706.9878,p_greedy_140
727859.8648,727859.9745,801520.7890,73660.8145,p_greedy_140
733404.2803,733404.3520,837444.2061,104039.8541,np_greedy_58
736481.0594,736481.1788,838691.0300,102209.8512,np_greedy_58
743257.9286,743258.0170,848126.3317,104868.3146,np_greedy_58
748513.8378,748513.9085,811092.0353,62578.1268,p_greedy_140
751448.2805,751448.3777,855027.6963,103579.3186,np_greedy_58
752701.6694,752701.7445,856211.2416,103509.4971,np_greedy_58
762774.5197,762774.5804,859929.8485,97155.2681,np_greedy_58
776819.7322,776819.8099,870979.3036,94159.4937,np_greedy_58
778487.1596,778487.2571,822052.3915,43565.1344,p_greedy_140
783577.2507,783577.3110,878389.3007,94811.9897,np_greedy_58
787037.2385,787037.3073,883322.3942,96285.0869,np_greedy_58
788556.6682,788556.7735,886927.7247,98370.9512,np_greedy_58
804810.3031,804810.3883,829890.7009,25080.3126,p_greedy_140
804886.2803,804886.3473,901270.0588,96383.7115,np_greedy_58
805100.1976,805100.2808,901262.5719,96162.2911,np_greedy_58
812257.5172,812257.6194,903320.3468,91062.7274,np_greedy_58
816550.5444,816550.6133,905447.4949,88896.8815,np_greedy_58
829080.8081,829080.9164,910161.0980,81080.1816,np_greedy_58
840206.8461,840206.9496,854363.8939,14156.9443,p_greedy_140
850301.7352,850301.8088,920580.2840,70278.4751,np_greedy_58
855966.9199,855966.9853,877382.7244,21415.7390,p_greedy_140
862667.8300,862667.9172,893513.0591,30845.1420,p_greedy_140
865992.8884,865992.9571,896153.3096,30160.3525,p_greedy_140
883685.9534,883686.0349,902914.4512,19228.4164,p_greedy_140
889879.9626,889880.0457,932904.7217,43024.6760,np_greedy_58
906679.9513,906680.0181,938611.6759,31931.6578,np_greedy_58
944076.6491,944076.7347,953020.6667,8943.9320,p_greedy_140
961780.3441,961780.4639,995174.1143,33393.6504,p_greedy_140
963590.9983,963591.0657,1005033.9650,41442.8993,p_greedy_140
964324.0166,964324.0921,1005822.7803,41498.6882,p_greedy_140
967051.2751,967051.4044,1009479.0068,42427.6024,p_greedy_140
985939.8918,985939.9591,1128631.8793,142691.9202,np_greedy_58
993853.0281,993853.1386,1024181.2387,30328.1001,p_greedy_140
996256.5205,996256.5830,1025366.9973,29110.4143,p_greedy_140
1016456.4386,1016456.4990,1031861.9521,15405.4531,p_greedy_140
