timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,PartsLockHoldMicroseconds,PartsLocks,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5063.93,559,262144,64,107052,7053803970,733,92,576,21388337,19,42009,70,77,1302,491756,117508164,1154,1,4,17862,133064022,25,531415936,76,18757,1742273,2,512450,576,135586474,140881470,2261888732,576,1796,9,1,3,1,1,3,19029,3,2250769937,2223473728,331402885,135324553,135537545,3,1,7035172852,73389,73389,2,2,2,135291789,18,3,133339,74087584,4531689,189310,18697,2250769937,21199027,131057497,11855
10098.18,1127,262144,64,222154,14638189240,1478,200,576,25325790,19,87387,70,77,1302,491756,117508164,1154,1,4,17862,276732608,25,1106413820,76,38583,4409703,2,512450,576,283598966,304932700,4665494711,576,1796,9,1,3,1,1,3,19029,3,4642515982,4610992662,658510759,281154236,281432764,3,1,14618316368,73389,73389,2,2,2,281121472,18,3,253824,136554559,8438038,370743,38521,4642515982,24955047,275156472,11855
15147.91,1775,262144,64,338705,22319454668,2227,326,576,29266463,19,133309,70,77,1302,491756,117508164,1154,1,4,17862,422397336,25,1688758440,76,58580,6904000,2,512450,576,430835797,467617517,7091933701,576,1796,9,1,3,1,1,3,19029,3,7056850216,7029417857,984612608,428896085,429125461,3,1,22300040548,73389,73389,2,2,2,428846937,18,3,383935,200711389,12341709,573716,58520,7056981288,28692977,418481434,11855
