arrival_ms,start_ms,end_ms,latency_ms,qid
623.6442,623.6931,56709.1302,56085.4371,np_default_87
1680.9272,1680.9778,42295.3698,40614.3919,np_default_87
5712.8246,5712.8722,15716.6752,10003.8030,p_default_330
7278.7837,7278.8476,17394.2579,10115.4104,p_default_330
7737.9711,7738.0369,60881.5857,53143.5488,np_default_87
9057.2107,9057.2533,65613.8595,56556.6062,np_default_87
35869.9949,35870.0481,86006.1584,50136.1103,np_default_87
36320.0926,36320.1439,81410.5617,45090.4178,np_default_87
45219.9669,45220.0003,127481.2082,82261.2079,np_default_87
49897.3721,49897.4218,129593.7925,79696.3706,np_default_87
49975.7626,49975.8080,56131.5354,6155.7274,p_default_330
58407.7930,58407.8442,64464.0729,6056.2287,p_default_330
69913.3289,69913.3810,75911.7755,5998.3945,p_default_330
72033.6810,72033.7443,148484.6720,76450.9277,np_default_87
74049.0927,74049.1594,148283.6805,74234.5211,np_default_87
78813.4193,78813.4731,160117.2734,81303.8002,np_default_87
83517.3880,83517.4383,160989.5903,77472.1521,np_default_87
86777.1634,86777.2142,164642.4398,77865.2256,np_default_87
86794.7892,86794.8116,165424.8824,78630.0708,np_default_87
88687.7055,88687.7563,95515.8160,6828.0597,p_default_330
93435.6220,93435.6867,169661.3796,76225.6929,np_default_87
94341.4345,94341.4987,112546.4815,18204.9829,p_default_330
94496.9012,94496.9413,168871.3595,74374.4182,np_default_87
95083.3722,95083.4351,113420.6452,18337.2101,p_default_330
96777.4763,96777.5542,115558.0425,18780.4883,p_default_330
105040.1861,105040.2372,171160.7298,66120.4926,np_default_87
105880.1120,105880.1794,171242.0631,65361.8838,np_default_87
109566.0961,109566.1432,124209.0905,14642.9472,p_default_330
110269.2370,110269.2959,170332.6324,60063.3365,np_default_87
114547.2407,114547.3022,125894.7913,11347.4891,p_default_330
117159.8183,117159.8635,174363.5748,57203.7113,np_default_87
138276.3185,138276.3724,144861.5291,6585.1568,p_default_330
144473.5298,144473.6084,190236.6785,45763.0701,np_default_87
145601.7742,145601.8266,190521.1160,44919.2893,np_default_87
147378.1357,147378.1887,187357.2895,39979.1009,np_default_87
153886.2855,153886.3230,160518.1492,6631.8262,p_default_330
165459.9403,165459.9829,203780.1408,38320.1579,np_default_87
165709.4238,165709.4724,208266.4397,42556.9673,np_default_87
193751.0047,193751.0570,253992.0480,60240.9910,np_default_87
199458.4875,199458.5368,205314.9649,5856.4280,p_default_330
203617.9115,203617.9767,264739.2884,61121.3117,np_default_87
207188.2491,207188.2955,262619.0730,55430.7775,np_default_87
212259.5807,212259.6268,219619.0714,7359.4446,p_default_330
216453.8118,216453.8708,223876.2193,7422.3486,p_default_330
228260.3385,228260.3789,308528.1850,80267.8061,np_default_87
234592.6960,234592.7468,247129.9799,12537.2332,p_default_330
234924.8814,234924.9449,247816.3661,12891.4212,p_default_330
243465.4228,243465.4835,252304.9003,8839.4168,p_default_330
245223.6610,245223.7227,317372.6060,72148.8833,np_default_87
250098.4299,250098.4941,316844.0532,66745.5590,np_default_87
267223.2947,267223.3447,273140.0781,5916.7334,p_default_330
268827.9098,268827.9738,356942.0076,88114.0337,np_default_87
271511.4045,271511.4651,370751.6376,99240.1726,np_default_87
275597.9481,275597.9991,285677.3322,10079.3330,p_default_330
277310.2633,277310.3277,289352.8863,12042.5586,p_default_330
282386.4582,282386.5125,371367.5754,88981.0629,np_default_87
285341.8324,285341.8782,293440.2954,8098.4172,p_default_330
291061.8032,291061.8644,375557.8276,84495.9632,np_default_87
294475.0875,294475.1362,301430.2988,6955.1626,p_default_330
299808.4446,299808.5078,306756.8841,6948.3763,p_default_330
310256.6877,310256.7300,383351.1417,73094.4117,np_default_87
314644.3283,314644.3799,386865.2075,72220.8275,np_default_87
320526.9632,320527.0142,412686.6587,92159.6445,np_default_87
325743.9319,325743.9819,333149.5631,7405.5812,p_default_330
330557.6913,330557.7368,341570.2248,11012.4880,p_default_330
334231.1137,334231.1790,345319.0987,11087.9197,p_default_330
337514.4995,337514.5500,420074.7507,82560.2007,np_default_87
342407.0039,342407.0715,357877.3311,15470.2597,p_default_330
345039.1149,345039.1782,361694.4553,16655.2771,p_default_330
345842.6042,345842.6642,424356.2659,78513.6017,np_default_87
349540.8130,349540.8764,366056.1737,16515.2972,p_default_330
355422.9044,355422.9605,368093.4885,12670.5280,p_default_330
359217.8372,359217.8990,424055.9013,64838.0023,np_default_87
370998.3151,370998.3648,430093.9298,59095.5650,np_default_87
383724.2938,383724.3478,439810.2887,56085.9409,np_default_87
387680.5066,387680.5574,405212.0160,17531.4587,p_default_330
388650.5153,388650.6072,408038.4808,19387.8736,p_default_330
391193.2651,391193.3166,410731.4386,19538.1220,p_default_330
393771.1789,393771.2254,411508.3990,17737.1736,p_default_330
409301.0771,409301.1200,451871.3151,42570.1951,np_default_87
417013.8919,417013.9441,463805.2391,46791.2950,np_default_87
429802.5321,429802.5969,470450.7087,40648.1118,np_default_87
435237.6237,435237.6754,479091.8822,43854.2068,np_default_87
435612.3116,435612.3605,475747.2752,40134.9147,np_default_87
451867.3876,451867.4400,526987.1216,75119.6816,np_default_87
454184.6343,454184.6866,532325.2742,78140.5875,np_default_87
455775.0242,455775.0762,461884.5936,6109.5175,p_default_330
474061.3909,474061.4423,538846.2409,64784.7986,np_default_87
481428.5058,481428.5681,490626.4632,9197.8952,p_default_330
483927.7984,483927.8637,493118.2300,9190.3664,p_default_330
493559.8357,493559.8877,507577.6569,14017.7693,p_default_330
494590.9327,494590.9990,511467.1729,16876.1739,p_default_330
499006.3804,499006.4455,517059.3797,18052.9342,p_default_330
502431.6671,502431.7482,570044.0008,67612.2526,np_default_87
503840.1517,503840.2169,520180.8801,16340.6633,p_default_330
512776.8724,512776.9397,523225.8734,10448.9337,p_default_330
514862.2987,514862.3541,569629.2019,54766.8478,np_default_87
517022.8285,517022.8667,562248.4650,45225.5983,np_default_87
521782.3896,521782.4589,568722.6735,46940.2146,np_default_87
527529.1276,527529.1697,580263.7062,52734.5364,np_default_87
528411.7430,528411.7927,572677.3282,44265.5355,np_default_87
535481.2653,535481.3172,586532.4464,51051.1292,np_default_87
543476.2259,543476.2701,549703.9808,6227.7106,p_default_330
545342.0083,545342.0712,604964.0021,59621.9310,np_default_87
550086.2416,550086.2891,607703.1833,57616.8941,np_default_87
552513.6234,552513.6740,608884.5166,56370.8426,np_default_87
553582.3964,553582.4469,610702.4111,57119.9642,np_default_87
562653.6498,562653.7011,569201.9668,6548.2657,p_default_330
565046.0896,565046.1334,622234.6639,57188.5305,np_default_87
565196.1799,565196.2433,621324.3198,56128.0766,np_default_87
570220.4874,570220.5239,626698.1440,56477.6201,np_default_87
571503.4728,571503.5218,577995.9347,6492.4129,p_default_330
573234.4630,573234.5259,627836.8952,54602.3694,np_default_87
582030.5526,582030.6047,631846.7117,49816.1070,np_default_87
589366.8192,589366.8750,595713.2451,6346.3701,p_default_330
596928.3061,596928.3570,653188.5647,56260.2077,np_default_87
597029.5053,597029.5669,603458.3470,6428.7801,p_default_330
612219.7067,612219.7601,618372.9477,6153.1877,p_default_330
624712.1293,624712.1818,689955.3475,65243.1656,np_default_87
629599.7654,629599.8152,637733.5537,8133.7384,p_default_330
633039.0282,633039.0993,641268.7236,8229.6243,p_default_330
636506.6279,636506.6753,707500.4623,70993.7869,np_default_87
653753.5274,653753.5921,659534.5076,5780.9155,p_default_330
663746.1128,663746.1634,669486.5100,5740.3466,p_default_330
671458.2752,671458.3277,677228.8139,5770.4862,p_default_330
677294.0844,677294.1277,685871.6579,8577.5302,p_default_330
680234.5277,680234.6081,689147.8505,8913.2423,p_default_330
688294.3577,688294.4209,699030.8663,10736.4454,p_default_330
689853.0305,689853.0805,700300.6611,10447.5807,p_default_330
692138.5362,692138.6181,736596.5216,44457.9035,np_default_87
701521.9296,701521.9830,707322.9072,5800.9241,p_default_330
727993.2238,727993.2634,733745.5792,5752.3158,p_default_330
730664.2952,730664.3620,797782.1650,67117.8030,np_default_87
742180.4831,742180.5322,812367.2080,70186.6757,np_default_87
745258.2793,745258.3295,816174.0083,70915.6788,np_default_87
746100.5980,746100.6383,751988.6525,5888.0143,p_default_330
752918.9480,752918.9994,829829.9374,76910.9380,np_default_87
755183.3905,755183.4392,822752.5047,67569.0656,np_default_87
756983.8080,756983.8606,763023.2095,6039.3489,p_default_330
764884.1999,764884.2521,770907.0792,6022.8271,p_default_330
778669.0595,778669.1099,792865.6896,14196.5797,p_default_330
780180.6505,780180.7122,796173.9481,15993.2359,p_default_330
780803.4508,780803.5045,796405.6796,15602.1752,p_default_330
803714.2712,803714.3221,810509.3151,6794.9930,p_default_330
808917.2990,808917.3644,815673.0704,6755.7060,p_default_330
811051.4630,811051.5313,879769.9812,68718.4499,np_default_87
817859.5293,817859.5929,883304.1656,65444.5727,np_default_87
821722.3288,821722.3798,827684.1144,5961.7346,p_default_330
828047.3434,828047.3776,834537.0697,6489.6920,p_default_330
