arrival_ms,start_ms,end_ms,latency_ms,qid
623.9911,624.0417,48434.9024,47810.8607,np_greedy_87
1681.0896,1681.1374,49381.9124,47700.7750,np_greedy_87
5712.6154,5712.6630,15209.8003,9497.1373,p_greedy_330
7279.5881,7279.6471,17010.0490,9730.4019,p_greedy_330
7738.4454,7738.5081,54140.1341,46401.6260,np_greedy_87
9058.8963,9058.9565,66899.7023,57840.7458,np_greedy_87
35869.6175,35869.6683,85681.6839,49812.0156,np_greedy_87
36319.9498,36319.9983,86695.4025,50375.4042,np_greedy_87
45220.4135,45220.4699,121573.0843,76352.6143,np_greedy_87
49897.0965,49897.1461,130303.8319,80406.6858,np_greedy_87
49975.6189,49975.6671,55878.2678,5902.6007,p_greedy_330
58409.0449,58409.0930,64277.9616,5868.8686,p_greedy_330
69912.5742,69912.6228,75755.8566,5843.2338,p_greedy_330
72034.3856,72034.4526,148592.2459,76557.7932,np_greedy_87
74049.2975,74049.3584,151746.4580,77697.0996,np_greedy_87
78812.5151,78812.5665,153591.9182,74779.3517,np_greedy_87
83517.8096,83517.8568,161330.3310,77812.4742,np_greedy_87
86775.0998,86775.1495,164155.3025,77380.1531,np_greedy_87
86794.4985,86794.5245,164264.9601,77470.4356,np_greedy_87
88687.9815,88688.0315,95018.9758,6330.9443,p_greedy_330
93436.6628,93436.7256,168188.8398,74752.1142,np_greedy_87
94342.1944,94342.2561,111390.4527,17048.1966,p_greedy_330
94496.7684,94496.8481,167944.7850,73447.9369,np_greedy_87
95084.5403,95084.5974,112821.1370,17736.5396,p_greedy_330
96777.7963,96777.8615,114732.7706,17954.9090,p_greedy_330
105040.2189,105040.2622,176471.7604,71431.4982,np_greedy_87
105880.2187,105880.2798,171863.1581,65982.8784,np_greedy_87
109566.0559,109566.0968,123266.9720,13700.8752,p_greedy_330
110270.5466,110270.6077,171869.5163,61598.9086,np_greedy_87
114546.9395,114547.0052,125367.9892,10820.9840,p_greedy_330
117159.2056,117159.2696,175539.4491,58380.1795,np_greedy_87
138275.6052,138275.6586,144810.7803,6535.1217,p_greedy_330
144473.7386,144473.8015,190982.3711,46508.5696,np_greedy_87
145601.6964,145601.7492,188830.4139,43228.6647,np_greedy_87
147377.8180,147377.8663,190290.5832,42912.7169,np_greedy_87
153886.2953,153886.3469,160416.6104,6530.2634,p_greedy_330
165459.8323,165459.8788,200721.0410,35261.1622,np_greedy_87
165709.2635,165709.3120,208026.6556,42317.3437,np_greedy_87
193750.2589,193750.3121,256512.2342,62761.9221,np_greedy_87
199458.8680,199458.9190,205232.2530,5773.3340,p_greedy_330
203617.5399,203617.6056,265896.1725,62278.5669,np_greedy_87
207188.3191,207188.3544,266052.6183,58864.2639,np_greedy_87
212259.9663,212260.0121,219656.0957,7396.0836,p_greedy_330
216454.0076,216454.0718,223858.8196,7404.7478,p_greedy_330
228261.3691,228261.4193,297850.7180,69589.2987,np_greedy_87
234593.8439,234593.8943,247117.7785,12523.8842,p_greedy_330
234924.6914,234924.7588,247759.4872,12834.7284,p_greedy_330
243465.1193,243465.1960,252232.6002,8767.4043,p_greedy_330
245223.9622,245224.0267,315090.3424,69866.3157,np_greedy_87
250098.5730,250098.6343,317888.4319,67789.7977,np_greedy_87
267223.5294,267223.5805,273110.3091,5886.7285,p_greedy_330
268827.7371,268827.8027,358461.6106,89633.8079,np_greedy_87
271514.5968,271514.6347,362636.2053,91121.5707,np_greedy_87
275597.2559,275597.3022,285956.4026,10359.1004,p_greedy_330
277310.2119,277310.2761,289117.4098,11807.1337,p_greedy_330
282386.7928,282386.8486,372069.9906,89683.1419,np_greedy_87
285341.5465,285341.6013,293431.0675,8089.4662,p_greedy_330
291060.4915,291060.5599,374016.3323,82955.7724,np_greedy_87
294475.5785,294475.6294,301282.3964,6806.7670,p_greedy_330
299807.7287,299807.7934,306566.3037,6758.5102,p_greedy_330
310256.4095,310256.4531,382520.0385,72263.5854,np_greedy_87
314644.2664,314644.3183,387059.5637,72415.2454,np_greedy_87
320527.1445,320527.2553,413988.8734,93461.6181,np_greedy_87
325743.2534,325743.3054,333169.8751,7426.5697,p_greedy_330
330558.5375,330558.5831,341384.9687,10826.3855,p_greedy_330
334231.1587,334231.2337,345577.9639,11346.7303,p_greedy_330
337515.9799,337516.0239,424892.8115,87376.7876,np_greedy_87
342407.3631,342407.4235,357488.6740,15081.2505,p_greedy_330
345039.0723,345039.1376,361612.2298,16573.0922,p_greedy_330
345843.1716,345843.2479,425978.4715,80135.2236,np_greedy_87
349540.7218,349540.7846,366062.7676,16521.9830,p_greedy_330
355422.7034,355422.7667,367979.6941,12556.9274,p_greedy_330
359217.8930,359217.9543,426330.1933,67112.2390,np_greedy_87
370998.2010,370998.2448,424671.4704,53673.2256,np_greedy_87
383723.5553,383723.6069,437291.7365,53568.1296,np_greedy_87
387680.3582,387680.4022,405114.1516,17433.7494,p_greedy_330
388651.2165,388651.2804,408037.4986,19386.2182,p_greedy_330
391193.4018,391193.4661,410937.4231,19743.9570,p_greedy_330
393771.4622,393771.5068,411579.3266,17807.8199,p_greedy_330
409302.1365,409302.2319,445456.4274,36154.1955,np_greedy_87
417014.2614,417014.3158,463424.8882,46410.5724,np_greedy_87
429803.2528,429803.3054,471046.7971,41243.4917,np_greedy_87
435237.7351,435237.7878,479183.1420,43945.3542,np_greedy_87
435612.4303,435612.4813,481339.8451,45727.3638,np_greedy_87
451865.9897,451866.0405,525241.6309,73375.5905,np_greedy_87
454184.6989,454184.7523,529475.3815,75290.6292,np_greedy_87
455774.3679,455774.4213,461856.2223,6081.8010,p_greedy_330
474060.5436,474060.5949,548239.3411,74178.7463,np_greedy_87
481428.0170,481428.0666,490638.1398,9210.0731,p_greedy_330
483927.7309,483927.7965,493011.5948,9083.7984,p_greedy_330
493560.4231,493560.4775,507427.0479,13866.5704,p_greedy_330
494590.9755,494591.0420,511099.6623,16508.6203,p_greedy_330
499007.0490,499007.1120,516809.6988,17802.5868,p_greedy_330
502432.0027,502432.0663,568717.1581,66285.0918,np_greedy_87
503840.0074,503840.0478,519792.1508,15952.1030,p_greedy_330
512776.6668,512776.7296,523000.3881,10223.6585,p_greedy_330
514862.7633,514862.8271,568985.4160,54122.5889,np_greedy_87
517022.1004,517022.1490,569891.4082,52869.2591,np_greedy_87
521782.5924,521782.6564,576790.7879,55008.1315,np_greedy_87
527529.8734,527529.9107,575361.7591,47831.8484,np_greedy_87
528413.2643,528413.3172,579821.5952,51408.2781,np_greedy_87
535479.6541,535479.7056,586506.1521,51026.4465,np_greedy_87
543476.2358,543476.2791,549756.0751,6279.7959,p_greedy_330
545342.0484,545342.1121,606151.0229,60808.9108,np_greedy_87
