arrival_ms,start_ms,end_ms,latency_ms,qid
624.5662,624.6909,203141.5775,202516.8866,np_greedy_87
1681.1235,1681.2164,209127.6267,207446.4103,np_greedy_87
7739.1713,7739.2586,218449.2915,210710.0329,np_greedy_87
9057.9720,9058.0301,217413.7704,208355.7404,np_greedy_87
9869.7301,9869.8036,27111.3534,17241.5498,p_greedy_330
13440.6713,13440.7614,30526.2382,17085.4767,p_greedy_330
34511.9161,34511.9892,46016.2700,11504.2808,p_greedy_330
35869.6863,35869.7849,233127.3193,197257.5345,np_greedy_87
36319.2721,36319.3408,236803.6727,200484.3319,np_greedy_87
45219.8820,45219.9823,238981.4676,193761.4853,np_greedy_87
49897.2647,49897.3502,244238.0946,194340.7443,np_greedy_87
51475.9702,51476.0333,67871.3415,16395.3083,p_greedy_330
56349.4281,56349.4896,72857.0395,16507.5500,p_greedy_330
72033.5324,72033.6020,253472.9705,181439.3685,np_greedy_87
74049.1885,74049.2426,254878.4339,180829.1913,np_greedy_87
75078.8369,75078.8898,98552.9797,23474.0899,p_greedy_330
77764.0814,77764.1452,106126.2806,28362.1355,p_greedy_330
78812.8192,78812.8872,258799.1277,179986.2405,np_greedy_87
83517.7987,83517.8799,258178.4077,174660.5278,np_greedy_87
86776.2621,86776.3310,260740.3056,173963.9747,np_greedy_87
86798.5039,86798.5286,258934.5661,172136.0375,np_greedy_87
88638.9262,88638.9929,117928.7532,29289.7603,p_greedy_330
93483.9822,93484.0375,259739.8090,166255.7715,np_greedy_87
94498.0821,94498.1562,259694.2193,165196.0632,np_greedy_87
97613.5222,97613.6028,128635.6247,31022.0219,p_greedy_330
105041.0449,105041.1278,262210.3986,157169.2708,np_greedy_87
105892.7740,105892.8226,262414.3090,156521.4864,np_greedy_87
110270.2411,110270.3144,263988.9184,153718.6040,np_greedy_87
116531.2936,116531.3490,155298.8489,38767.4999,p_greedy_330
117327.0804,117327.1439,266010.9216,148683.7777,np_greedy_87
120908.4791,120908.5294,161415.2322,40506.7027,p_greedy_330
126868.1779,126868.2313,167971.9592,41103.7279,p_greedy_330
143766.7019,143766.7841,187453.7290,43686.9449,p_greedy_330
144474.3547,144474.4420,270440.4766,125966.0346,np_greedy_87
145905.1835,145905.2489,268543.6281,122638.3792,np_greedy_87
148638.0047,148638.0505,271289.8645,122651.8141,np_greedy_87
153776.6981,153776.7548,194532.0483,40755.2935,p_greedy_330
165510.9319,165510.9849,269893.7217,104382.7368,np_greedy_87
165511.3341,165511.3472,201803.5688,36292.2216,p_greedy_330
165968.1991,165968.2561,270399.1334,104430.8772,np_greedy_87
177407.4260,177407.4782,206506.5557,29099.0775,p_greedy_330
