arrival_ms,start_ms,end_ms,latency_ms,wait_ms,qid
199.0032,199.1993,34483.5174,34284.5142,0.1961,np_all_58
5626.0011,5626.7417,86516.5574,80890.5563,0.7406,p_all_140
6048.0032,6050.4651,40417.1424,34369.1392,2.4619,np_all_58
7813.0010,7813.2946,95551.6879,87738.6869,0.2936,p_all_140
9356.0612,9356.4820,46122.8332,36766.7720,0.4208,np_all_58
10001.0012,10001.4793,100086.9707,90085.9695,0.4782,p_all_140
13049.0012,13049.4806,49255.5126,36206.5114,0.4794,np_all_58
13712.1265,13712.5784,102756.1272,89044.0007,0.4518,p_all_140
19213.0300,19213.5319,108707.4563,89494.4263,0.5019,p_all_140
19482.0012,19482.4657,110065.0503,90583.0491,0.4645,p_all_140
24359.0013,24359.5320,60383.8993,36024.8981,0.5307,np_all_58
33093.1548,33093.9445,70712.4812,37619.3264,0.7896,np_all_58
37167.2507,37167.7348,74680.3209,37513.0702,0.4840,np_all_58
42948.0340,42948.3724,80467.0298,37518.9958,0.3384,np_all_58
44226.0571,44226.3995,137575.9443,93349.8872,0.3424,p_all_140
47382.0013,47382.1065,139430.5636,92048.5623,0.1052,p_all_140
49728.0011,49728.1112,87835.1994,38107.1983,0.1101,np_all_58
55152.0014,55152.2987,146614.4895,91462.4881,0.2973,p_all_140
57883.0012,57883.2975,150631.3706,92748.3694,0.2963,p_all_140
58742.0014,58742.3103,148860.3181,90118.3167,0.3089,p_all_140
58788.0014,58788.2798,148970.6661,90182.6647,0.2784,p_all_140
63065.0016,63065.1318,151679.4476,88614.4461,0.1302,p_all_140
65788.0021,65788.3602,154987.5183,89199.5163,0.3581,p_all_140
67526.0021,67526.6007,103265.5001,35739.4981,0.5986,np_all_58
74487.0799,74487.2668,113604.4354,39117.3555,0.1869,np_all_58
79280.0017,79280.1763,118758.1025,39478.1009,0.1746,np_all_58
88351.0300,88351.2064,182572.1292,94221.0992,0.1765,p_all_140
89042.0049,89042.1735,183345.9330,94303.9281,0.1686,p_all_140
92034.2085,92034.3988,131398.3198,39364.1113,0.1903,np_all_58
96790.0930,96790.5071,191700.3302,94910.2372,0.4141,p_all_140
99944.0017,99944.6617,193283.2576,93339.2558,0.6600,p_all_140
100004.0025,100004.8146,139009.5344,39005.5319,0.8121,np_all_58
106602.0200,106602.1870,200984.4793,94382.4593,0.1670,p_all_140
106650.0018,106650.1528,203052.5480,96402.5461,0.1509,p_all_140
128919.0010,128919.4069,228652.8385,99733.8375,0.4059,p_all_140
131732.0221,131732.2408,173914.1421,42182.1199,0.2187,np_all_58
135503.0015,135503.1598,232067.0957,96564.0942,0.1583,p_all_140
147821.0038,147821.2429,188106.4599,40285.4562,0.2392,np_all_58
150731.0007,150731.0972,195170.0704,44439.0697,0.0965,np_all_58
151349.0033,151349.1366,251902.5718,100553.5686,0.1333,p_all_140
153111.0014,153111.1570,257525.2561,104414.2547,0.1556,p_all_140
153279.0859,153279.2253,197068.6034,43789.5175,0.1394,np_all_58
155536.0666,155536.2210,200499.6967,44963.6301,0.1544,np_all_58
156633.1741,156633.3282,259885.0676,103251.8934,0.1541,p_all_140
160911.3503,160911.5021,265811.0176,104899.6673,0.1517,p_all_140
164636.0017,164636.1602,209207.4362,44571.4345,0.1585,np_all_58
165062.0307,165062.1994,209236.8159,44174.7852,0.1687,np_all_58
167707.0020,167707.1585,211286.4525,43579.4506,0.1565,np_all_58
168027.0702,168027.2239,211055.2008,43028.1306,0.1537,np_all_58
173910.0016,173910.3815,280702.9923,106792.9907,0.3799,p_all_140
174193.0016,174193.1676,281261.5972,107068.5956,0.1660,p_all_140
174302.0034,174302.4260,279400.2691,105098.2657,0.4226,p_all_140
175430.0018,175431.3018,280210.4888,104780.4870,1.3000,p_all_140
175554.0041,175554.4376,280721.3083,105167.3041,0.4334,p_all_140
177534.0101,177535.0508,220553.6018,43019.5917,1.0407,np_all_58
181309.0103,181309.7404,224821.6461,43512.6358,0.7301,np_all_58
189284.2754,189284.4432,293215.2186,103930.9432,0.1678,p_all_140
189530.0078,189531.2778,232222.3082,42692.3004,1.2700,np_all_58
191253.0018,191253.1857,232548.3439,41295.3421,0.1839,np_all_58
196302.0079,196302.2004,237088.5521,40786.5442,0.1924,np_all_58
201557.0026,201558.2503,302846.9831,101289.9804,1.2476,p_all_140
204414.0046,204414.1663,245831.7262,41417.7216,0.1616,np_all_58
213488.0019,213488.1844,315946.3572,102458.3553,0.1825,p_all_140
219032.0015,219032.1376,321270.6001,102238.5986,0.1361,p_all_140
220734.0011,220734.1350,324470.3939,103736.3928,0.1339,p_all_140
223430.0077,223430.1859,267713.1027,44283.0950,0.1782,np_all_58
229434.0064,229434.2076,335202.3372,105768.3308,0.2012,p_all_140
231530.0145,231530.2003,275960.5243,44430.5098,0.1858,np_all_58
233776.2554,233776.4908,280424.1786,46647.9231,0.2354,np_all_58
235369.1469,235369.3347,336360.0190,100990.8720,0.1877,p_all_140
236710.0136,236710.2174,283781.1032,47071.0896,0.2039,np_all_58
237350.0057,237350.1612,338813.1481,101463.1424,0.1556,p_all_140
244946.0080,244946.1924,289414.9360,44468.9280,0.1844,np_all_58
246505.0040,246505.1730,292500.7221,45995.7181,0.1690,np_all_58
249425.0097,249425.2257,348902.8299,99477.8202,0.2160,p_all_140
250369.0173,250370.0297,348445.3310,98076.3137,1.0124,p_all_140
250730.0105,250730.2777,296811.1006,46081.0901,0.2672,np_all_58
251571.0088,251571.2187,349163.5081,97592.4993,0.2098,p_all_140
252709.0130,252711.0163,297776.4737,45067.4607,2.0034,np_all_58
263024.0022,263024.1782,306925.3942,43901.3921,0.1760,np_all_58
274603.0071,274603.2107,314067.0026,39463.9955,0.2036,np_all_58
279860.8852,279861.0694,318924.9117,39064.0265,0.1842,np_all_58
280659.0012,280659.3855,319741.0364,39082.0351,0.3843,np_all_58
280989.1439,280989.3121,373178.8881,92189.7441,0.1682,p_all_140
281313.1817,281313.3340,320273.7942,38960.6125,0.1523,np_all_58
291129.0035,291129.1505,331381.3216,40252.3181,0.1470,np_all_58
296840.0015,296840.1405,389923.7246,93083.7231,0.1391,p_all_140
299351.0011,299351.1313,389648.2921,90297.2911,0.1302,p_all_140
304908.0009,304908.3659,396249.7854,91341.7844,0.3649,p_all_140
309541.0021,309541.1460,398878.2401,89337.2381,0.1440,p_all_140
311083.0010,311083.1319,349411.0846,38328.0836,0.1310,np_all_58
317878.4447,317878.6206,352486.4795,34608.0347,0.1759,np_all_58
321363.2082,321363.3738,359025.3602,37662.1520,0.1656,np_all_58
329828.0013,329828.1386,422473.3671,92645.3658,0.1373,p_all_140
331386.0017,331386.1705,368664.2312,37278.2295,0.1688,np_all_58
335739.0614,335739.2379,429289.1591,93550.0977,0.1765,p_all_140
343064.1070,343064.6696,436487.4890,93423.3820,0.5626,p_all_140
354778.0024,354778.2681,452314.0771,97536.0747,0.2657,p_all_140
356182.0018,356182.3484,393002.3820,36820.3802,0.3466,np_all_58
361629.1469,361629.3556,459393.6082,97764.4613,0.2087,p_all_140
367809.1960,367809.3412,406613.3429,38804.1469,0.1452,np_all_58
374170.0468,374170.1810,412297.0634,38127.0166,0.1342,np_all_58
375955.0025,375955.1376,414356.2536,38401.2511,0.1351,np_all_58
382780.0868,382780.2313,485584.6338,102804.5470,0.1445,p_all_140
385350.0135,385350.1491,425789.0600,40439.0465,0.1355,np_all_58
392536.1378,392536.2847,507154.4045,114618.2667,0.1468,p_all_140
394239.1776,394239.3166,505789.7383,111550.5607,0.1390,p_all_140
394722.1819,394722.3403,506613.7181,111891.5362,0.1584,p_all_140
397311.1337,397311.2733,508681.0900,111369.9563,0.1396,p_all_140
397520.0014,397521.9928,514294.0994,116774.0980,1.9915,p_all_140
397717.8788,397718.0318,517257.3996,119539.5209,0.1530,p_all_140
399029.0017,399029.6055,512300.2132,113271.2115,0.6038,p_all_140
402185.0014,402185.1523,517206.0768,115021.0754,0.1508,p_all_140
403215.0076,403215.1591,515513.6258,112298.6182,0.1515,p_all_140
404360.0048,404360.1627,517323.5927,112963.5879,0.1579,p_all_140
407424.0017,407424.1529,520611.4039,113187.4022,0.1512,p_all_140
408482.0089,408482.1990,526208.5217,117726.5128,0.1901,p_all_140
