arrival_ms,start_ms,end_ms,latency_ms,wait_ms,qid
199.0022,199.2755,89668.9347,89469.9325,0.2733,np_all_58
5626.0010,5626.2560,18266.5625,12640.5615,0.2550,p_all_140
6048.0083,6049.9872,111386.7570,105338.7487,1.9789,np_all_58
7813.0228,7813.6210,29899.4491,22086.4263,0.5982,p_all_140
9356.0200,9356.5438,111986.8723,102630.8523,0.5237,np_all_58
10001.0261,10001.5684,34527.7320,24526.7059,0.5423,p_all_140
13049.0119,13049.5054,118984.6087,105935.5968,0.4935,np_all_58
13712.0228,13713.9390,38276.1690,24564.1463,1.9162,p_all_140
19213.0217,19213.2228,41714.4010,22501.3793,0.2011,p_all_140
19482.0326,19482.5463,41786.6238,22304.5912,0.5137,p_all_140
24359.0241,24359.4928,127796.4640,103437.4399,0.4687,np_all_58
33093.0319,33093.2919,133774.5925,100681.5606,0.2600,np_all_58
37167.0331,37167.3186,136589.4346,99422.4014,0.2855,np_all_58
42948.0224,42948.2907,140938.1817,97990.1592,0.2683,np_all_58
44226.0638,44226.2116,53544.6500,9318.5862,0.1477,p_all_140
47382.0222,47382.2821,58781.7517,11399.7294,0.2598,p_all_140
49728.0346,49730.0021,155895.7744,106167.7398,1.9674,np_all_58
55152.0233,55152.2732,85351.6170,30199.5937,0.2499,p_all_140
57883.0370,57883.6506,95637.6897,37754.6528,0.6136,p_all_140
58742.0318,58742.6570,96546.7538,37804.7220,0.6252,p_all_140
58788.0090,58788.2687,96072.6153,37284.6063,0.2597,p_all_140
63065.0512,63067.0695,102593.3493,39528.2981,2.0183,p_all_140
65788.0293,65788.5659,105120.2162,39332.1869,0.5366,p_all_140
67526.0311,67526.6515,174800.3397,107274.3086,0.6204,np_all_58
74487.0240,74487.9668,179035.8065,104548.7826,0.9428,np_all_58
79280.0519,79280.6100,178830.7669,99550.7150,0.5582,np_all_58
88351.0484,88351.3192,128049.4868,39698.4384,0.2708,p_all_140
89042.0274,89042.4824,128085.4819,39043.4545,0.4550,p_all_140
92034.0139,92034.2333,199088.0621,107054.0482,0.2194,np_all_58
96790.0400,96790.2715,134009.7412,37219.7012,0.2315,p_all_140
99944.0088,99944.2578,136707.0441,36763.0353,0.2490,p_all_140
100004.0091,100004.2277,202901.7818,102897.7727,0.2186,np_all_58
106602.2925,106602.5342,141451.4047,34849.1122,0.2417,p_all_140
106650.0092,106650.2465,141569.6357,34919.6265,0.2373,p_all_140
128919.0192,128919.2421,148948.4342,20029.4150,0.2230,p_all_140
131732.0228,131732.2835,238035.1167,106303.0939,0.2607,np_all_58
135503.0325,135503.2823,150260.1126,14757.0801,0.2498,p_all_140
147821.0168,147821.2271,250068.7391,102247.7223,0.2103,np_all_58
150731.0008,150731.0916,253870.1684,103139.1676,0.0909,np_all_58
151349.0199,151349.1491,166858.4278,15509.4079,0.1292,p_all_140
153111.0370,153111.2979,173466.5703,20355.5333,0.2608,p_all_140
153279.0406,153279.2362,258088.2651,104809.2246,0.1956,np_all_58
155536.0201,155536.2674,263372.9224,107836.9023,0.2473,np_all_58
156633.0194,156633.2244,184318.4094,27685.3901,0.2050,p_all_140
160911.0177,160911.2257,193455.4489,32544.4311,0.2080,p_all_140
164636.0134,164636.2183,273015.3476,108379.3341,0.2049,np_all_58
165062.0392,165062.3425,274279.3809,109217.3417,0.3032,np_all_58
167707.0084,167707.2075,278678.9056,110971.8972,0.1991,np_all_58
168027.0171,168027.6830,278917.3654,110890.3483,0.6659,np_all_58
173910.0118,173910.2235,222135.1952,48225.1834,0.2117,p_all_140
174193.5528,174193.7534,223695.5999,49502.0471,0.2007,p_all_140
174302.0177,174302.2189,223237.1822,48935.1645,0.2012,p_all_140
175430.0127,175430.2067,224796.6830,49366.6703,0.1940,p_all_140
175554.0149,175554.4910,225219.7450,49665.7301,0.4761,p_all_140
177534.0193,177534.4842,285148.6812,107614.6619,0.4649,np_all_58
181309.0275,181309.2354,290638.4859,109329.4583,0.2079,np_all_58
189284.0541,189284.2824,238296.1203,49012.0662,0.2284,p_all_140
189530.0107,189530.2149,293464.9197,103934.9089,0.2041,np_all_58
191253.0298,191253.6538,302720.6192,111467.5894,0.6240,np_all_58
196302.0177,196302.2252,301785.5685,105483.5508,0.2075,np_all_58
201557.0287,201557.2534,254235.2269,52678.1982,0.2247,p_all_140
204414.0311,204414.2714,308003.8207,103589.7895,0.2402,np_all_58
213488.0408,213488.7598,270419.1767,56931.1358,0.7190,p_all_140
219032.0218,219032.6159,276615.1853,57583.1635,0.5941,p_all_140
220734.0163,220734.5809,277977.1735,57243.1572,0.5646,p_all_140
223430.0328,223430.2761,329826.4773,106396.4444,0.2433,np_all_58
229434.0191,229434.2413,287622.2263,58188.2072,0.2221,p_all_140
231530.0216,231530.2778,341308.6161,109778.5945,0.2561,np_all_58
233776.0116,233776.2183,342631.6504,108855.6388,0.2067,np_all_58
235369.0315,235369.2432,293420.1632,58051.1318,0.2118,p_all_140
236710.0343,236710.5294,341351.2683,104641.2340,0.4950,np_all_58
237350.0264,237350.6501,294505.1184,57155.0919,0.6237,p_all_140
244946.0262,244946.2389,354428.7507,109482.7245,0.2128,np_all_58
246505.5535,246505.7548,352405.1207,105899.5672,0.2014,np_all_58
249425.0268,249425.6284,303162.6462,53737.6194,0.6016,p_all_140
250369.0217,250369.2451,303758.1073,53389.0856,0.2234,p_all_140
250730.0129,250730.5381,355164.6563,104434.6435,0.5252,np_all_58
251571.0199,251571.5485,304375.4864,52804.4665,0.5286,p_all_140
252709.0133,252709.4614,360455.7337,107746.7204,0.4481,np_all_58
263024.0130,263024.2419,365982.9732,102958.9603,0.2289,np_all_58
274603.0155,274603.2528,370703.6269,96100.6114,0.2373,np_all_58
279860.0149,279860.2567,373230.3213,93370.3064,0.2418,np_all_58
280659.0161,280660.6880,373349.9187,92690.9026,1.6719,np_all_58
280989.0212,280989.2553,318857.3901,37868.3689,0.2341,p_all_140
281313.0082,281313.4106,373953.8603,92640.8522,0.4024,np_all_58
291129.0025,291129.6487,378161.3150,87032.3126,0.6463,np_all_58
296840.0039,296840.2100,329597.2628,32757.2589,0.2061,p_all_140
299351.0038,299351.1801,330885.4465,31534.4427,0.1763,p_all_140
304908.0198,304908.2214,334529.5408,29621.5210,0.2016,p_all_140
309541.0220,309541.2848,337691.2989,28150.2769,0.2627,p_all_140
311083.0142,311083.2443,382327.8724,71244.8582,0.2301,np_all_58
317878.0654,317878.7042,389440.1499,71562.0844,0.6388,np_all_58
321363.0147,321363.2130,390661.9979,69298.9831,0.1983,np_all_58
329828.0106,329828.4027,348282.5048,18454.4942,0.3921,p_all_140
331386.0072,331386.2138,390997.1472,59611.1401,0.2067,np_all_58
335739.0144,335739.2054,352163.4659,16424.4515,0.1909,p_all_140
343064.0291,343064.3319,355951.9542,12887.9250,0.3027,p_all_140
354778.0135,354778.2067,362708.8028,7930.7894,0.1933,p_all_140
356182.0027,356182.1978,419960.2809,63778.2782,0.1951,np_all_58
361629.0218,361629.2641,368821.6308,7192.6090,0.2423,p_all_140
367809.0136,367809.2318,432879.9792,65070.9656,0.2182,np_all_58
374170.0014,374170.1250,455357.8103,81187.8089,0.1236,np_all_58
375955.0221,375955.1519,461878.4487,85923.4267,0.1299,np_all_58
382780.0012,382780.1254,388819.0858,6039.0846,0.1241,p_all_140
385350.0121,385350.2101,489787.6916,104437.6795,0.1980,np_all_58
392536.0011,392536.1245,430409.8506,37873.8495,0.1234,p_all_140
394239.0023,394239.2397,461157.1014,66918.0991,0.2374,p_all_140
394722.0275,394722.2936,466121.4903,71399.4628,0.2661,p_all_140
397311.0166,397311.6310,480670.5952,83359.5786,0.6144,p_all_140
397520.0318,397520.2852,481980.4689,84460.4371,0.2533,p_all_140
397716.0094,397716.2096,484022.4591,86306.4496,0.2001,p_all_140
399029.0162,399029.2628,487774.2782,88745.2619,0.2466,p_all_140
402185.0189,402185.2451,494761.1346,92576.1157,0.2262,p_all_140
403215.0211,403215.2407,494413.3065,91198.2855,0.2197,p_all_140
404360.0159,404360.2335,498871.0715,94511.0556,0.2176,p_all_140
407424.0147,407424.2383,503155.3534,95731.3387,0.2236,p_all_140
408482.0235,408482.2726,504137.8630,95655.8395,0.2491,p_all_140
411056.0212,411056.2824,507915.0546,96859.0334,0.2612,p_all_140
412579.0252,412579.2770,525182.9653,112603.9401,0.2518,np_all_58
413324.0254,413324.2798,527245.6194,113921.5940,0.2544,np_all_58
415394.0077,415394.2041,514536.3116,99142.3039,0.1964,p_all_140
420295.0228,420295.6651,517879.0600,97584.0372,0.6424,p_all_140
423132.0105,423132.2270,521744.4999,98612.4894,0.2165,p_all_140
446407.0115,446407.2153,559297.3977,112890.3862,0.2038,np_all_58
447867.0194,447867.2804,544018.4408,96151.4214,0.2610,p_all_140
456094.0246,456094.3174,568719.0892,112625.0645,0.2928,np_all_58
459466.0288,459466.2599,573770.6932,114304.6644,0.2311,np_all_58
461772.0121,461772.2856,556225.6599,94453.6478,0.2735,p_all_140
466303.0198,466303.2561,579603.2076,113300.1878,0.2363,np_all_58
467734.0162,467734.2234,560875.2633,93141.2470,0.2072,p_all_140
468691.0245,468691.2585,582187.8022,113496.7778,0.2341,np_all_58
476293.0266,476293.2580,567749.1276,91456.1010,0.2313,p_all_140
476974.0218,476974.2819,567459.6039,90485.5821,0.2601,p_all_140
478613.0225,478613.2476,593379.3609,114766.3384,0.2251,np_all_58
482073.0282,482073.2543,570939.1962,88866.1680,0.2261,p_all_140
486222.0252,486222.2900,600313.0043,114090.9792,0.2648,np_all_58
486398.0084,486398.2160,597741.8957,111343.8873,0.2076,np_all_58
491744.0147,491744.2245,602566.6648,110822.6500,0.2098,np_all_58
493080.0166,493080.2589,577467.8754,84387.8589,0.2424,p_all_140
494020.0128,494020.2203,605837.6273,111817.6146,0.2075,np_all_58
494423.0276,494423.2283,578513.3980,84090.3704,0.2008,p_all_140
500523.0298,500523.2439,613897.3196,113374.2898,0.2141,np_all_58
504261.0216,504261.2448,584212.9233,79951.9017,0.2232,p_all_140
506193.5465,506193.7557,584458.4517,78264.9052,0.2092,p_all_140
506628.0172,506628.2290,585311.2411,78683.2240,0.2118,p_all_140
511940.0095,511940.2662,587742.5357,75802.5262,0.2567,p_all_140
514638.0361,514638.3270,624403.5868,109765.5507,0.2910,np_all_58
517155.0708,517155.3186,624859.8208,107704.7500,0.2478,np_all_58
526983.0017,526983.2211,635984.1835,109001.1819,0.2194,np_all_58
540279.0280,540279.2170,644638.6106,104359.5826,0.1890,np_all_58
549199.0234,549199.2475,647833.2243,98634.2010,0.2241,np_all_58
551113.0055,551113.2001,649325.6949,98212.6894,0.1945,np_all_58
551154.0095,551154.2626,614155.7660,63001.7565,0.2531,p_all_140
554086.0227,554086.2659,650059.3097,95973.2870,0.2432,np_all_58
563664.0394,563664.2995,652976.9557,89312.9163,0.2601,np_all_58
568523.0222,568523.2153,625579.6892,57056.6670,0.1931,p_all_140
572968.0111,572968.2287,656505.3724,83537.3613,0.2176,np_all_58
574311.0157,574311.2677,630349.5184,56038.5027,0.2520,p_all_140
578428.0206,578428.2474,632771.0689,54343.0483,0.2268,p_all_140
579311.0324,579311.2968,658031.1804,78720.1481,0.2644,np_all_58
584425.0172,584425.2794,660774.5045,76349.4873,0.2622,np_all_58
586748.0408,586748.3071,638351.8150,51603.7742,0.2664,p_all_140
587678.0251,587678.2620,638721.6540,51043.6289,0.2369,p_all_140
589513.0348,589514.0887,659091.2514,69578.2166,1.0539,np_all_58
591344.0322,591344.2821,640319.6998,48975.6676,0.2499,p_all_140
598856.0101,598856.3520,642212.3744,43356.3643,0.3418,p_all_140
599412.0152,599412.2989,662727.3714,63315.3562,0.2837,np_all_58
599910.0107,599910.3063,642255.1244,42345.1138,0.2957,p_all_140
