timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5431.09,377,262144,64,72600,4783710708,64,40,511,22,576,3831080,19,28407,60,68,1,166111,116816626,1154,1,4,35607,90014417,16,359023112,67,12855,2083091,3,255411,576,60582,43342454536,87274792,209093944,1545550042,576,2735,3,1,4,4,36440,3,1538029592,1508885069,309748379,91688050,91884658,3,1,4767778632,73389,73389,4,4,4,91688054,15,3,398400,44658375,2551487,88196,12800,1538029592,3742884,84724292,9732
10749.66,759,262144,64,147145,9696952222,64,40,995,52,576,5081857,19,57753,60,68,1,166111,117395794,1154,1,4,35607,182964884,16,730826520,67,25658,4675184,3,255411,576,121470,88520390224,177740484,428988811,3096414137,576,2735,3,1,4,4,36440,3,3081317695,3055775066,644450531,186236379,186318299,3,1,9683439772,73389,73389,4,4,4,186219999,15,3,755656,86142991,4747893,202905,25592,3081317695,4878952,172997767,9732
15810.70,1148,262144,64,226706,14938041494,64,40,1508,74,585,6386035,19,89069,60,68,1,166111,119208606,1172,1,4,35607,282175231,16,1127538624,67,39380,6933572,3,255411,585,186642,136625094344,275553754,657116234,4760491556,585,2761,3,1,4,4,36440,3,4737275430,4705787357,983751678,286984337,287131793,3,1,14922333588,73389,73389,4,4,4,286967957,15,3,1035726,132295603,6699312,261494,39315,4737275430,6124541,268858885,13369
20893.82,1604,262144,64,320921,21145763597,64,40,2116,128,594,8013323,19,126217,60,68,1,166111,120730468,1190,1,4,35607,399977245,16,1598431628,67,55549,9315654,3,255411,594,263474,193433177292,391535461,864311210,6721430752,594,2797,3,1,4,4,36440,3,6688664629,6660257802,1316742892,406369034,406481563,3,1,21131189800,73389,73389,4,4,4,406369038,15,3,1337174,178403921,9044579,417853,55484,6688664629,7595470,382496536,13559
25963.19,2160,262144,64,422835,27862054930,64,40,2777,161,594,9772100,19,166428,60,68,1,166111,121020052,1190,1,4,35607,527150628,16,2107891792,67,73098,11595477,3,255411,594,347106,256308774656,516846798,1047583501,8848993463,594,2797,3,1,4,4,36440,3,8805808470,8774484124,1642954432,535453442,535682818,3,1,27842727048,73389,73389,4,4,4,535437062,15,3,1613361,228871887,11359957,544706,73031,8805808470,9227394,505536289,13559
