arrival_ms,start_ms,end_ms,latency_ms,qid
1347.0319,1347.0447,151727.7787,150380.7340,np_greedy_300
3628.1245,3628.1323,286663.3039,283035.1717,np_greedy_300
8703.2205,8703.2284,288018.7594,279315.5310,p_greedy_1200
16707.6434,16707.6521,282267.3216,265559.6695,np_greedy_300
19551.5746,19551.5822,282477.1326,262925.5505,np_greedy_300
29273.5970,29273.6055,288258.9935,258985.3881,p_greedy_1200
49592.0074,49592.0171,288183.7961,238591.7790,p_greedy_1200
63648.4786,63648.4874,288013.5106,224365.0232,p_greedy_1200
63717.8839,63717.8897,297152.8382,233434.9485,p_greedy_1200
77427.8094,77427.8181,283185.9138,205758.0957,np_greedy_300
78389.8748,78389.8810,282741.4947,204351.6137,np_greedy_300
92391.1121,92391.1210,297464.1335,205073.0125,p_greedy_1200
96965.7991,96965.8070,297475.3926,200509.5856,p_greedy_1200
97595.7346,97595.7406,283157.8222,185562.0816,np_greedy_300
107699.8427,107699.8531,283275.7254,175575.8723,np_greedy_300
