timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5007.09,262144,64,58636,3863799934,12,12,1212173,124,585,445880,4,12867,6,15,1,559,125280612,1172,1,14,9007,825,2,600,585,8391694,3374,1182870494,585,129,2,1,2,2,240,1,1178509724,1132791730,18984203,87459263,87475647,2,1,3848207572,73389,73389,2,2,2,87459263,3,3,53488,858402,382109,9607,8993,1178509724,436273,8009653,1573
10011.34,262144,64,119134,7850339794,12,12,2817541,134,585,911129,4,29915,6,15,1,559,127102578,1172,1,14,17898,1221,2,600,585,18370251,3889,2352621180,585,129,2,1,2,2,240,1,2343870876,2298143898,44296000,178074161,178074161,2,1,7835263084,73389,73389,2,2,2,178074161,3,3,78996,1727682,588259,19135,17884,2343870876,891994,17781923,1573
15015.36,262144,64,174043,11468499466,12,12,3330327,143,585,1303212,4,45384,6,15,1,559,128417772,1172,1,14,25964,1645,2,600,585,28471582,4222,3413829782,585,129,2,1,2,2,240,1,3401097628,3355787345,71318685,260301339,260317723,2,1,11453258916,73389,73389,2,2,2,260301339,3,3,95936,2493695,758945,27690,25950,3401097628,1275522,27712173,1573
20019.22,262144,64,230543,15191457818,12,12,4000627,153,585,1704456,4,61341,6,15,1,559,130010484,1172,1,14,34264,2331,2,600,585,38647210,5374,4505857182,585,129,2,1,2,2,240,1,4488995228,4444089468,111969097,344908071,344924455,2,1,15175955124,73389,73389,2,2,2,344908071,3,3,133964,3276437,986497,36706,34250,4488995228,1667750,37660693,1573
25022.28,262144,64,284930,18775214642,12,12,4942958,162,585,2108107,4,76630,6,15,1,559,131337744,1172,1,14,42255,2821,2,600,585,49097456,6447,5557213367,585,129,2,1,2,2,240,1,5536391580,5491802901,139045006,426359168,426375552,2,1,18759803392,73389,73389,2,2,2,426359168,3,3,162847,4050194,1189062,45765,42241,5536391580,2062342,47908331,1573
30026.25,262144,64,349956,23059852902,12,12,5776750,173,585,2572964,4,94950,6,15,1,559,132930456,1172,1,14,51808,3274,2,600,585,59817129,6958,6814105385,585,129,2,1,2,2,240,1,6788522396,6744319228,165262343,523729863,523746247,2,1,23044113972,73389,73389,2,2,2,523729863,3,3,190905,4944502,1423508,55841,51794,6788522396,2517123,58393595,1573
35037.87,262144,64,381107,25112525888,12,12,6597072,178,585,2937145,4,103776,6,15,1,559,133726812,1172,1,14,56378,16849,2,600,585,66473685,1727262,7415478587,585,129,2,1,2,2,240,1,7387521436,7344270798,215097586,570390929,570407313,2,1,25097200876,73389,73389,2,2,2,570390929,3,3,196999,6271371,1703510,65825,56364,7387521436,2871320,64770087,1573
