arrival_ms,start_ms,end_ms,latency_ms,wait_ms,qid
299.0121,299.3804,48483.7501,48184.7380,0.3683,np_greedy_58
8439.0011,8439.4551,15499.7112,7060.7101,0.4540,p_greedy_140
9072.0309,9072.8501,56132.8119,47060.7810,0.8192,np_greedy_58
11720.0408,11720.9280,23175.7862,11455.7455,0.8872,p_greedy_140
14035.0838,14036.1326,61481.5192,47446.4354,1.0489,np_greedy_58
15001.0086,15002.2806,26319.0442,11318.0356,1.2720,p_greedy_140
19574.0523,19574.4000,63749.0183,44174.9661,0.3477,np_greedy_58
20568.0525,20569.0819,30076.4629,9508.4104,1.0293,p_greedy_140
28820.0171,28820.2717,39510.9407,10690.9236,0.2546,p_greedy_140
29223.0240,29223.2865,39815.7257,10592.7017,0.2625,p_greedy_140
36539.0584,36539.4499,77294.5470,40755.4886,0.3915,np_greedy_58
49639.0012,49639.3365,88812.3287,39173.3275,0.3354,np_greedy_58
55750.0010,55750.3916,101597.6729,45847.6720,0.3906,np_greedy_58
64423.0006,64423.4087,114346.0680,49923.0674,0.4081,np_greedy_58
66339.0636,66339.3408,72863.6080,6524.5444,0.2772,p_greedy_140
71072.0200,71072.2809,77923.6632,6851.6432,0.2609,p_greedy_140
74592.0299,74592.3018,124541.0204,49948.9905,0.2719,np_greedy_58
82728.0007,82728.2372,91881.4522,9153.4515,0.2365,p_greedy_140
86825.0316,86825.2985,106427.9320,19602.9004,0.2669,p_greedy_140
88112.0412,88112.3991,108466.9462,20354.9050,0.3579,p_greedy_140
88183.0248,88183.7577,109136.5650,20953.5402,0.7329,p_greedy_140
94597.0623,94597.4927,112741.5733,18144.5111,0.4305,p_greedy_140
98682.0508,98682.3856,113957.0986,15275.0478,0.3348,p_greedy_140
101289.0471,101289.9128,148452.5241,47163.4770,0.8657,np_greedy_58
111731.0608,111731.3987,154218.8559,42487.7951,0.3379,np_greedy_58
118920.0007,118920.3768,158749.6620,39829.6613,0.3761,np_greedy_58
132527.0023,132527.3913,141593.9600,9066.9577,0.3890,p_greedy_140
133563.0381,133563.3136,142799.6422,9236.6041,0.2755,p_greedy_140
138051.0530,138051.3949,184814.7163,46763.6632,0.3419,np_greedy_58
145185.0011,145185.3875,151787.8425,6602.8415,0.3864,p_greedy_140
149915.0340,149915.2746,156543.3975,6628.3634,0.2405,p_greedy_140
150007.0125,150007.2516,193830.7711,43823.7586,0.2391,np_greedy_58
159903.0007,159903.4121,170370.6749,10467.6742,0.4114,p_greedy_140
159975.0063,159975.4463,170488.1498,10513.1435,0.4400,p_greedy_140
193379.0064,193379.4261,198131.5000,4752.4936,0.4197,p_greedy_140
197597.0313,197597.3426,235859.5392,38262.5079,0.3113,np_greedy_58
203255.0137,203255.4455,208020.9722,4765.9584,0.4317,p_greedy_140
221732.0085,221732.4411,263201.3430,41469.3345,0.4326,np_greedy_58
226097.0734,226097.4037,274199.5887,48102.5153,0.3303,np_greedy_58
227024.0140,227024.4055,236012.9612,8988.9472,0.3915,p_greedy_140
229667.0344,229667.3323,240450.5581,10783.5237,0.2979,p_greedy_140
229918.2858,229918.5635,283171.9323,53253.6465,0.2777,np_greedy_58
233304.0652,233304.4095,286736.7367,53432.6715,0.3443,np_greedy_58
234949.0417,234949.3928,245087.0334,10137.9916,0.3511,p_greedy_140
241366.0112,241366.2462,249125.6958,7759.6846,0.2349,p_greedy_140
246954.0212,246954.5171,299282.1047,52328.0835,0.4959,np_greedy_58
247593.0251,247593.5495,298848.2608,51255.2357,0.5244,np_greedy_58
251560.0097,251560.4652,302265.7811,50705.7714,0.4554,np_greedy_58
252041.0141,252041.4491,303417.8785,51376.8644,0.4351,np_greedy_58
260865.0007,260865.1505,285761.2664,24896.2657,0.1499,p_greedy_140
261289.0385,261289.6795,288932.0840,27643.0456,0.6410,p_greedy_140
261453.0221,261453.6516,288073.7285,26620.7064,0.6295,p_greedy_140
263145.0466,263145.9622,289507.7011,26362.6545,0.9157,p_greedy_140
263332.0352,263332.3228,290767.9183,27435.8831,0.2876,p_greedy_140
266301.0590,266301.9642,315834.6470,49533.5880,0.9052,np_greedy_58
271964.0640,271964.9329,317526.9475,45562.8835,0.8689,np_greedy_58
283926.0614,283926.4622,295168.2166,11242.1552,0.4008,p_greedy_140
284295.1042,284295.4733,324128.6115,39833.5072,0.3691,np_greedy_58
286880.0396,286880.3320,325917.5453,39037.5057,0.2924,np_greedy_58
294452.0294,294452.3032,332008.5398,37556.5104,0.2738,np_greedy_58
