arrival_ms,start_ms,end_ms,latency_ms,wait_ms,qid
168.0155,168.3671,58745.1194,58577.1039,0.3517,np_greedy_58
4747.0007,4747.4778,17268.2021,12521.2014,0.4771,p_greedy_140
5103.0336,5103.7430,68744.0211,63640.9875,0.7094,np_greedy_58
6592.0520,6592.8412,27448.7564,20856.7044,0.7892,p_greedy_140
7894.0899,7895.2179,76600.2063,68706.1165,1.1281,np_greedy_58
8438.0391,8438.7606,30434.7079,21996.6688,0.7215,p_greedy_140
11010.0539,11010.8580,78285.4504,67275.3964,0.8041,np_greedy_58
11569.0591,11569.9297,34419.3351,22850.2760,0.8706,p_greedy_140
16211.0749,16211.9418,37049.7684,20838.6935,0.8669,p_greedy_140
16438.0618,16439.1634,36610.0539,20171.9921,1.1016,p_greedy_140
20553.0621,20553.4723,90460.1655,69907.1034,0.4101,np_greedy_58
27922.1146,27922.4675,92736.0917,64813.9770,0.3529,np_greedy_58
31360.0564,31360.4312,101419.7508,70059.6944,0.3748,np_greedy_58
36238.0516,36238.4435,102123.3671,65885.3155,0.3920,np_greedy_58
37316.1809,37316.4856,46715.7387,9399.5578,0.3046,p_greedy_140
39978.0373,39978.3220,57118.5201,17140.4828,0.2847,p_greedy_140
41958.0525,41958.9252,112099.7638,70141.7113,0.8727,np_greedy_58
46534.0457,46534.8173,79647.7997,33113.7540,0.7716,p_greedy_140
48839.0455,48839.4612,87034.3077,38195.2622,0.4157,p_greedy_140
49563.0489,49563.8994,89522.2150,39959.1661,0.8506,p_greedy_140
49603.0216,49603.7159,87758.1887,38155.1671,0.6943,p_greedy_140
53211.0577,53211.9595,94217.1972,41006.1396,0.9018,p_greedy_140
55509.0699,55510.0161,96837.1748,41328.1050,0.9463,p_greedy_140
56975.0680,56975.9753,127663.0885,70688.0204,0.9072,np_greedy_58
62849.0591,62849.4648,128957.0713,66108.0122,0.4058,np_greedy_58
66892.0773,66892.4667,129444.5902,62552.5130,0.3894,np_greedy_58
74546.0671,74546.4784,114731.1503,40185.0833,0.4114,p_greedy_140
75129.0574,75129.8805,116888.3710,41759.3136,0.8232,p_greedy_140
77654.0471,77654.4058,143124.3371,65470.2900,0.3587,np_greedy_58
81667.0606,81667.5017,119541.5243,37874.4637,0.4410,p_greedy_140
