arrival_ms,start_ms,end_ms,latency_ms,qid
623.7409,623.8211,65098.5337,64474.7126,np_greedy_87
1681.6071,1681.6961,131903.4961,130221.8000,np_greedy_87
7739.3594,7739.4487,126272.5120,118533.0633,np_greedy_87
9057.6032,9057.6670,128043.2370,118985.5700,np_greedy_87
9869.8197,9869.9141,322068.9272,312199.0131,p_greedy_330
13441.0071,13441.0907,400868.6384,387427.5476,p_greedy_330
34511.8297,34511.9223,397414.4802,362902.5579,p_greedy_330
35870.0597,35870.1562,137015.5372,101145.3810,np_greedy_87
36319.6561,36319.7256,127263.4828,90943.7572,np_greedy_87
45219.7815,45219.8788,127476.3833,82256.5045,np_greedy_87
49896.6956,49896.7708,125178.0110,75281.2402,np_greedy_87
51476.6077,51476.6760,401616.7922,350140.1163,p_greedy_330
56349.8571,56349.9105,399832.7110,343482.8005,p_greedy_330
72033.5997,72033.6957,193911.8966,121878.2009,np_greedy_87
74049.1185,74049.1927,193577.1055,119527.9127,np_greedy_87
75079.0979,75079.1869,411575.0517,336495.8648,p_greedy_330
77764.0069,77764.0778,410280.4235,332516.3457,p_greedy_330
78812.2715,78812.3522,192766.2407,113953.8884,np_greedy_87
83517.2293,83517.3112,195715.1018,112197.7907,np_greedy_87
86775.5409,86775.6153,195260.5077,108484.8924,np_greedy_87
86794.9610,86794.9923,196229.0078,109434.0155,np_greedy_87
88637.1177,88637.1962,411959.2591,323322.0629,p_greedy_330
93434.9574,93435.0533,196178.3360,102743.2826,np_greedy_87
94496.2535,94496.3081,195907.1059,101410.7977,np_greedy_87
97311.4336,97311.5292,411085.0184,313773.4892,p_greedy_330
105040.8573,105040.9281,195961.9018,90920.9737,np_greedy_87
105880.0010,105880.0757,199207.1594,93327.0838,np_greedy_87
110269.4948,110269.5649,195420.0352,85150.4704,np_greedy_87
116508.7268,116508.7829,412127.2213,295618.4384,p_greedy_330
117159.5442,117159.6222,195912.3479,78752.7256,np_greedy_87
120895.6115,120895.6792,411874.6030,290978.9238,p_greedy_330
126779.3964,126779.4850,412177.6045,285398.1195,p_greedy_330
143765.0747,143765.1412,411518.2656,267753.1244,p_greedy_330
144473.4037,144473.4732,252998.3230,108524.8499,np_greedy_87
145601.6950,145601.7868,252069.4197,106467.6329,np_greedy_87
147377.3137,147377.4051,253087.3476,105709.9424,np_greedy_87
152094.1452,152094.2334,412272.5743,260178.3409,p_greedy_330
165459.1690,165459.2523,260043.6132,94584.3609,np_greedy_87
165468.2292,165468.2499,412389.4278,246921.1780,p_greedy_330
165709.0228,165709.1033,251574.4285,85865.3252,np_greedy_87
177249.9176,177249.9913,413370.0748,236120.0835,p_greedy_330
