timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LoadedMarksCount,LoadedMarksFiles,LoadedMarksMemoryBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MarkCacheMisses,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5006.49,254,262144,64,251041,16540706782,59,63526260,511,64,64,961506,1669,10,578,3222065,4,5,98788,60,67,4114,117901632,1158,1,4,194,312962674,3,1251721508,146610,2,678216,66,43522,501091,2,4289,574,2,144991938,24256715,5262385347,574,65,4,3,1,2,2,514,3,5239428667,5210066988,252614181,317806010,317806010,3,1,16525912552,73389,73389,2,2,2,317806014,3,3,170057,19489827,3834077,149760,43456,5239428667,3072305,141160352,368543
10009.41,254,262144,64,320039,21086944132,59,67864121,654,64,64,961506,2115,10,616,3617611,8,5,125932,60,67,4114,123788358,1234,1,4,194,398764380,3,1594992944,146782,4,679144,66,55875,501734,2,4289,608,4,164694629,24257701,6756198508,608,70,8,3,1,2,2,514,3,6726868651,6645696355,278163756,404944700,404944700,3,1,21057124432,73389,73389,2,2,2,404944704,3,3,185051,20424595,4008776,164210,55809,6726868651,3453401,160689515,370074
15013.47,254,262144,64,390412,25725405996,59,71633541,812,64,64,961506,2571,10,616,4033717,8,5,153485,60,67,4114,124415790,1234,1,4,194,485911950,3,1943647800,146782,4,679144,66,69173,502400,2,4289,608,4,184869500,24258633,8370553541,608,70,8,3,1,2,2,514,3,8334398172,8117333182,303728264,493349917,493382685,3,1,25654195716,73389,73389,2,2,2,493349921,3,3,193880,21438001,4224379,179263,69107,8334398172,3854454,180649709,370074
20016.44,254,262144,64,459699,30291054788,59,75667530,946,64,64,961506,3014,10,616,4468728,8,5,180447,60,67,4114,124415790,1234,1,4,194,571168427,3,2284673708,146782,4,679144,66,83211,503249,2,4289,608,4,204733181,24259092,10077008783,608,70,8,3,1,2,2,514,3,10033707618,9575163508,329332002,579871418,579871418,3,1,30153313768,73389,73389,2,2,2,579871422,3,3,203511,22523590,4406717,195331,83145,10033707618,4273397,200332050,370074
