timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5006.75,262144,64,52052,3430175228,0,0,0,18,18,544978,123,0,585,435616,1,11016,21,125280612,1172,1,20,8048,414,2,53,585,7655074,7373,1056029565,585,133,2,1,2,2,239,1,1052025244,1006095117,15720163,77605175,77621559,1,2,1,3414627700,73389,73389,2,2,2,77605175,3,3,72060,794429,376574,8375,8028,1052025244,427241,7279129,1303
10013.39,262144,64,97719,6439188246,0,0,0,18,18,544978,131,0,585,806003,1,23905,21,126571674,1172,1,20,14756,13673,2,53,585,16417575,724334,1938718138,585,133,2,1,2,2,239,1,1931256220,1885655412,49393689,145999556,145999556,1,2,1,6423259568,73389,73389,2,2,2,145983172,3,3,115422,1785935,711862,18125,14736,1931256220,787878,15706762,1303
15023.52,262144,64,128401,8461112782,0,0,0,18,18,544978,136,0,585,1108480,1,32550,21,127368030,1172,1,20,19263,31862,2,53,585,24893556,3593394,2531778547,585,133,2,1,2,2,239,1,2521997724,2476670599,101147477,191956110,191956110,1,2,1,8445347944,73389,73389,2,2,2,191939726,3,3,146266,3116469,1148000,27679,19243,2521997724,1080801,23747580,1303
20027.17,262144,64,180504,11894063244,3,3000130,3,18,18,544978,145,0,585,1503897,1,47199,21,128429838,1172,1,20,26920,32772,2,53,585,37029573,4374638,3539259822,585,133,2,1,2,2,239,1,3525616028,3480214860,150718625,269958819,269975203,1,2,1,11878188036,73389,73389,2,2,2,269958819,3,3,190019,3911803,1453027,36442,26900,3525616028,1467455,35578716,1303
25032.47,262144,64,235120,15493081198,3,3000130,3,18,18,544978,154,0,585,1930652,1,62623,21,130010484,1172,1,20,34942,33386,2,53,585,47006165,4377083,4594617501,585,133,2,1,2,2,239,1,4576944540,4532345565,183952464,351751821,351768205,1,2,1,15477080124,73389,73389,2,2,2,351751821,3,3,239862,4699118,1703101,45108,34922,4576944540,1885544,45304817,1303
30039.78,262144,64,279690,18429682386,8,10633020,25,18,18,544978,161,0,585,2308275,1,75183,21,131072292,1172,1,20,41489,44783,2,53,585,55598886,4981672,5456203327,585,133,2,1,2,2,239,1,5435203996,5390759498,345762172,418503928,418520312,1,2,1,18414172832,73389,73389,2,2,2,418503928,3,3,274611,5731664,1989588,54607,41469,5435203996,2253668,53611228,1303
35055.05,262144,64,308285,20314036934,13,20312870,73,23,23,544978,166,0,585,2610042,1,83256,21,131868648,1172,1,20,45697,59776,2,53,585,64823804,7736000,6009282342,585,133,2,1,2,2,239,1,5986099612,5941636502,496471847,461329423,461345807,1,2,1,20298494612,73389,73389,2,2,2,461329423,3,3,300903,7029567,2354541,65160,45672,5986099612,2544882,62472055,1303
40063.18,262144,64,338463,22302665874,21,35401136,143,25,25,544978,171,1,585,2929058,1,91731,21,132665004,1172,1,20,50130,78132,2,53,585,74652673,10520206,6592350902,585,133,2,1,2,2,239,1,6566879644,6522906878,547617034,506526280,506542664,1,2,1,22287156320,73389,73389,2,2,2,506526280,3,3,329231,8301078,2751772,75760,50104,6566879644,2853298,71903266,1303
45067.44,262144,64,383268,25254680088,22,39168569,197,32,32,544978,179,1,585,3295212,1,104366,21,133726812,1172,1,20,56718,83657,2,53,585,84961625,11357480,7458271598,585,133,2,1,2,2,239,1,7429464476,7385960378,572858927,573622451,573622451,1,2,1,25238666948,73389,73389,2,2,2,573606067,3,3,362732,9252251,3057356,85032,56684,7429464476,3210180,81907729,1303
