timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
55088.50,0,0,0,0,0,0,81,0,0,0,0,4,0,5,0,2097278,2,1,0,346,0,10,0,4,4,0,4,19,0,32,16840928,0,0,1815,0,0,0,3,1,4,4,790,3,0,0,98,0,0,3,1,0,73389,73389,4,4,4,0,3,3,0,0,0,0,0,0,0,0,0
60098.06,0,0,0,0,0,0,81,0,0,0,0,4,0,5,0,2097278,2,1,0,346,0,10,0,4,4,0,4,19,0,32,16840928,0,0,1815,0,0,0,3,1,4,4,790,3,0,0,98,0,0,3,1,0,73389,73389,4,4,4,0,3,3,0,0,0,0,0,0,0,0,0
65103.63,0,0,0,0,0,0,81,0,0,0,0,4,0,5,0,2097278,2,1,0,346,0,10,0,4,4,0,4,19,0,32,16840928,0,0,1815,0,0,0,3,1,4,4,790,3,0,0,98,0,0,3,1,0,73389,73389,4,4,4,0,3,3,0,0,0,0,0,0,0,0,0
70109.37,0,0,0,0,0,0,81,0,0,0,0,4,0,5,0,2097278,2,1,0,346,0,10,0,4,4,0,4,19,0,32,16840928,0,0,1815,0,0,0,3,1,4,4,790,3,0,0,98,0,0,3,1,0,73389,73389,4,4,4,0,3,3,0,0,0,0,0,0,0,0,0
75118.39,0,0,0,0,0,0,81,0,0,0,0,4,0,5,0,2097278,2,1,0,346,0,10,0,4,4,0,4,19,0,32,16840928,0,0,1815,0,0,0,3,1,4,4,790,3,0,0,98,0,0,3,1,0,73389,73389,4,4,4,0,3,3,0,0,0,0,0,0,0,0,0
80125.10,0,0,0,0,0,0,81,0,0,0,0,4,0,5,0,2097278,2,1,0,346,0,10,0,4,4,0,4,19,0,32,16840928,0,0,1815,0,0,0,3,1,4,4,790,3,0,0,98,0,0,3,1,0,73389,73389,4,4,4,0,3,3,0,0,0,0,0,0,0,0,0
85133.09,0,0,0,0,0,0,81,0,0,0,0,4,0,5,0,2097278,2,1,0,346,0,10,0,4,4,0,4,19,0,32,16840928,0,0,1815,0,0,0,3,1,4,4,790,3,0,0,98,0,0,3,1,0,73389,73389,4,4,4,0,3,3,0,0,0,0,0,0,0,0,0
90138.33,0,0,0,0,0,0,81,0,0,0,0,4,0,5,0,2097278,2,1,0,346,0,10,0,4,4,0,4,19,0,32,16840928,0,0,1815,0,0,0,3,1,4,4,790,3,0,0,98,0,0,3,1,0,73389,73389,4,4,4,0,3,3,0,0,0,0,0,0,0,0,0
95152.49,27,102400,25,1653,108668856,4,87,0,234,68381,0,4,639,9,81,41056053,470,1,4,346,1968989,10,7746952,8,453,3001,4,153,234,1900,389666936,2010669,151531,49545924,234,575,0,3,1,4,4,790,3,49287162,35371428,2344874,2013073,2029457,3,1,104679828,73389,73389,4,4,4,2013077,3,3,27608,197221,163954,1522,445,49287162,66859,1847053,2752
100170.55,138,262144,64,16428,1082935926,4,158,5,576,393263,0,4,6450,9,81,100829176,1154,1,4,346,20295581,10,81182324,8,3136,10578,4,153,576,13692,5382370488,20436861,1215373,372328409,576,1386,0,3,1,4,4,790,3,370324541,344108873,22800936,20617044,20633428,3,1,1072086320,73389,73389,4,4,4,20617048,3,3,81662,1329338,619459,13928,3128,370324541,379335,19819721,5942
105185.94,223,262144,64,31607,2083076240,4,232,8,576,719256,0,4,12408,9,81,103061386,1154,1,4,346,39273031,10,157092124,8,5721,19793,4,153,576,24628,8170387992,38991371,2197128,692848504,576,1386,0,3,1,4,4,790,3,689122213,658937905,43296410,39864309,39864309,3,1,2072944100,73389,73389,4,4,4,39864313,3,3,85235,2435069,893617,26685,5713,689122213,692571,38100874,5942
110204.69,352,262144,64,46707,3078256398,4,364,16,576,1048543,0,4,18391,9,81,105197068,1154,1,4,346,58086487,10,232345948,8,8456,28601,4,153,576,36088,10609436856,57536514,3183504,1015895280,576,1386,0,3,1,4,4,790,3,1010381702,972369648,63778397,58994727,58994727,3,1,3067725836,73389,73389,4,4,4,58994731,3,3,87142,3550672,1161906,39305,8448,1010381702,1009238,56379985,5942
115218.52,422,262144,64,61866,4077423840,4,437,19,576,1369110,0,4,24340,9,81,106801846,1154,1,4,346,77003017,10,308012068,8,10955,35166,4,153,576,46412,12149341440,76110904,4145414,1323341152,576,1386,0,3,1,4,4,790,3,1316143633,1286781454,84247986,78198873,78215257,3,1,4066341428,73389,73389,4,4,4,78198877,3,3,91327,4620698,1431899,51571,10948,1316143633,1317539,74686044,5942
120238.80,581,262144,64,76367,5032141334,4,559,24,576,1697120,0,4,30067,9,81,108068776,1154,1,4,346,95064650,10,380194180,8,13512,48177,4,153,576,57200,14790060704,94568175,5255392,1627427979,576,1386,0,3,1,4,4,790,3,1618543920,1587718650,104741775,96551495,96551495,3,1,5020677772,73389,73389,4,4,4,96551499,3,3,93059,5801601,1718206,65148,13504,1618543920,1631972,92856510,5942
125261.89,656,262144,64,91464,6027161082,4,633,26,576,2021596,0,4,35987,9,81,109299508,1154,1,4,346,113885316,10,455411976,8,16103,60784,4,153,576,67844,16117149928,113186862,6219628,1947765428,576,1386,0,3,1,4,4,790,3,1937156892,1901149424,125264239,115673721,115673721,3,1,6014181556,73389,73389,4,4,4,115657341,3,3,95385,6935416,2001290,78548,16095,1937156892,1943048,111193385,5942
130273.66,763,262144,64,106850,7040807018,4,757,32,576,2332318,0,4,42070,9,81,110240656,1154,1,4,346,133079923,10,532190288,8,18789,69281,4,153,576,78736,16821719816,131784367,7157853,2268476370,576,1386,0,3,1,4,4,790,3,2256089351,2220304322,145736054,135158554,135158554,3,1,7027392872,73389,73389,4,4,4,135142174,3,3,97476,8006201,2267477,91909,18781,2256089351,2240409,129526823,5942
135298.70,833,262144,64,122230,8053468504,4,832,35,576,2628585,0,4,48108,9,81,110868088,1154,1,4,346,152270248,10,609016420,8,21379,75063,4,153,576,91004,25788318344,150299321,8184913,2588575041,576,1386,0,3,1,4,4,790,3,2574452880,2539351335,166158957,154623129,154623129,3,1,8040402740,73389,73389,4,4,4,154623133,3,3,100401,9098197,2544996,104909,21371,2574452880,2523676,147765718,5942
140312.67,941,262144,64,137943,9088930824,4,956,40,576,2924987,0,4,54323,9,81,112171216,1154,1,4,346,171857096,10,687428384,8,24181,84755,4,153,576,102708,28124482680,168897329,9154576,2922755957,576,1386,0,3,1,4,4,790,3,2906790596,2865628700,186642374,174507211,174523595,3,1,9074375004,73389,73389,4,4,4,174507215,3,3,104998,10144065,2816611,117212,24173,2906790596,2807775,166092591,5942
145333.36,1011,262144,64,153301,10100753818,4,1035,43,576,3230242,0,4,60354,9,81,113691532,1154,1,4,346,190996085,10,763984340,8,26791,95595,4,153,576,113984,32057204408,187508473,10086078,3244132370,576,1386,0,3,1,4,4,790,3,3226424191,3184473224,207079903,193951084,193967468,3,1,10085456400,73389,73389,4,4,4,193951088,3,3,110448,11183444,3070258,129378,26783,3226424191,3100864,184450049,5942
150347.33,1104,262144,64,168542,11105234882,4,1151,43,576,3536661,0,4,66366,9,81,115260112,1154,1,4,346,210002880,10,839946960,8,29528,103376,4,153,576,125064,32686673424,206114218,11076237,3571967204,576,1386,0,3,1,4,4,790,3,3552461485,3501243298,227586903,213245342,213245342,3,1,11088757816,73389,73389,4,4,4,213245346,3,3,113877,12249221,3322312,142114,29520,3552461485,3394547,202803055,5942
155360.42,1186,262144,64,183944,12121558304,4,1228,45,576,3844675,0,4,72410,9,81,116502910,1154,1,4,346,229146906,10,916523000,8,32222,110125,4,153,576,136532,35946657344,224649452,12080836,3904512111,576,1386,0,3,1,4,4,790,3,3883224024,3822391417,248036166,232694804,232694804,3,1,12100129840,73389,73389,4,4,4,232694808,3,3,120146,13358541,3600759,154204,32214,3883224024,3690471,221058355,5942
160374.11,1308,262144,64,199430,13141202804,4,1346,47,576,4160966,0,4,78495,9,81,116792494,1154,1,4,346,248371595,10,993421716,8,35060,121551,4,153,576,148028,36638536688,243150448,13077677,4244236378,576,1386,0,3,1,4,4,790,3,4221097332,4144543819,268487257,252210690,252227074,3,1,13114955912,73389,73389,4,4,4,252210694,3,3,125892,14478142,3873623,167086,35052,4221097332,3993880,239286258,5942
165387.75,1397,262144,64,214551,14138157396,4,1420,52,576,4480235,0,4,84428,9,81,116792494,1154,1,4,346,267245470,10,1068917144,8,37689,130786,4,153,576,159292,40154764208,261760896,13980700,4569549113,576,1386,0,3,1,4,4,790,3,4544663013,4459000289,288945087,271363525,271363525,3,1,14110903332,73389,73389,4,4,4,271363529,3,3,126744,15527515,4102278,179315,37681,4544663013,4300920,257669645,5942
170417.84,1537,262144,64,229429,15118209394,4,1530,55,576,4812463,0,4,90260,9,81,117106210,1154,1,4,346,285682561,10,1142600872,8,40403,141956,4,153,576,170372,41205283488,280332145,14975869,4894505170,576,1386,0,3,1,4,4,790,3,4867847201,4769234589,309449526,290088661,290088661,3,1,15084610404,73389,73389,4,4,4,290088665,3,3,128171,16667164,4339701,192479,40395,4867847201,4619984,276003945,5942
175447.75,1678,262144,64,244509,16111294542,4,1638,59,576,5140965,0,4,96178,9,81,117106210,1154,1,4,346,304365283,10,1217396480,8,43209,156620,4,153,576,182612,45987297480,298910188,16056290,5232790726,576,1386,0,3,1,4,4,790,3,5204308323,5083713650,330042572,309069908,309086292,3,1,16071635248,73389,73389,4,4,4,309069912,3,3,131073,17824826,4594044,205781,43202,5204308323,4935184,294328452,5942
180468.22,1753,262144,64,259689,17111633118,4,1714,61,576,5462429,0,4,102110,9,81,117251002,1154,1,4,346,323207096,10,1292828384,8,45884,169617,4,153,576,193796,48293013304,317465278,17050120,5562620290,576,1386,0,3,1,4,4,790,3,5532368266,5400338396,350500271,328210677,328224902,3,1,17066955236,73389,73389,4,4,4,328210681,3,3,133404,18921219,4837925,218393,45876,5532368266,5244036,312640263,5942
185481.13,1873,262144,64,274929,18114926508,4,1827,66,576,5780354,0,4,108085,9,81,117395794,1154,1,4,346,342096878,10,1368322916,8,48756,179559,4,153,576,205784,50632488024,336016373,18062626,5907423805,576,1386,0,3,1,4,4,790,3,5875310720,5718077903,370989842,347388532,347421300,3,1,18064203696,73389,73389,4,4,4,347388536,3,3,134876,20026068,5095193,232462,48748,5875310720,5547892,330933760,5942
190499.15,1977,262144,64,290227,19124458318,4,1921,72,576,6095076,0,4,114083,9,81,117395794,1154,1,4,346,361098045,10,1444327400,8,51563,188072,4,153,576,217936,54973390848,354553571,19048649,6249251138,576,1386,0,3,1,4,4,790,3,6215303926,6037715194,391455876,366668121,366684505,3,1,19066742324,73389,73389,4,4,4,366668125,3,3,137577,21146166,5343052,245250,51555,6215303926,5849826,349224335,5942
195510.73,2075,262144,64,305489,20130653486,4,2014,78,585,6417161,0,4,120056,9,81,118894325,1172,1,4,346,380007079,10,1519963672,8,54420,202684,4,153,585,229652,56322772952,373065335,20099877,6596914487,585,1406,0,3,1,4,4,790,3,6561115585,6356635112,411945469,385880459,385880459,3,1,20065783900,73389,73389,4,4,4,385880463,3,3,141229,22328832,5610248,258561,54412,6561115585,6158600,367469724,6004
200527.95,2177,262144,64,320716,21133427306,4,2117,84,657,6737402,0,4,126003,9,81,131523728,1316,1,4,346,398826601,10,1595176976,8,57292,209607,4,153,657,242464,62552220920,391417535,21171286,6943582814,657,1610,0,3,1,4,4,790,3,6905925378,6674871344,432404499,404976394,404992778,3,1,21058772520,73389,73389,4,4,4,404976398,3,3,144408,23449827,5936594,270830,57284,6905925378,6466572,385498036,6918
205540.94,2278,262144,64,336145,22151194418,4,2222,85,738,7066138,9,4,132049,9,81,145623443,1478,1,4,346,417918659,10,1671674636,8,60227,219074,4,153,738,255728,69735057472,409724458,22312962,7298120634,729,1881,9,3,1,4,4,790,3,7258566087,6997474127,452868196,424356446,424405598,3,1,22066535224,73389,73389,4,4,4,424356450,3,3,147689,24679680,6230595,283458,60220,7258566087,6782680,403512393,8107
210559.39,2362,262144,64,351471,23159245220,4,2302,91,783,7381201,9,4,138020,9,81,153327221,1568,1,4,346,436911104,10,1747515412,8,63033,227212,4,153,783,268108,75179281996,428267523,23323622,7641987114,774,1994,9,3,1,4,4,790,3,7600598640,7316751973,473356499,443662573,443662573,3,1,23069601860,73389,73389,4,4,4,443646193,3,3,148267,25819100,6476791,296880,63025,7600598640,7084321,421808873,8641
215579.62,2475,262144,64,366553,24153354324,4,2408,111,792,7722784,9,4,143924,9,81,156056060,1586,1,4,346,455549775,10,1822199100,8,65950,244348,4,153,792,281872,85034874028,446671697,24468835,7993629244,783,2011,9,3,1,4,4,790,3,7950365236,7633176759,493859540,462571807,462571807,3,1,24053733996,73389,73389,4,4,4,462571811,3,3,148826,27076230,6725466,311143,65942,7950365236,7411641,439963450,8748
220598.65,2580,262144,64,381836,25160696494,4,2507,115,792,8072880,9,4,149880,9,81,157310924,1586,1,4,346,474386862,10,1897459984,8,68932,257677,4,153,792,295736,94137408452,465131157,25562303,8352851626,783,2011,9,3,1,4,4,790,3,8307675278,7953251078,514407668,481743185,481743185,3,1,25050645652,73389,73389,4,4,4,481743189,3,3,149972,28328360,7000368,325480,68924,8307675278,7747400,458148389,8748
225612.46,2674,262144,64,397012,26161810602,4,2611,120,792,8412814,9,4,155814,9,81,157310924,1586,1,4,346,493104692,10,1972354088,8,71920,267145,4,153,792,309940,104724409636,483520223,26690794,8712353555,783,2011,9,3,1,4,4,790,3,8665264766,8272278997,534903027,500744246,500760630,3,1,26038700824,73389,73389,4,4,4,500744250,3,3,157798,29556473,7322336,340585,71912,8665264766,8072229,476217765,8748
230632.96,2791,262144,64,412103,27155608010,4,2712,125,927,8763095,9,4,161697,9,81,180069315,1856,1,4,346,511739809,10,2046765380,8,74894,278149,4,153,927,323844,114174175684,501944680,27767767,9071160262,918,2448,9,3,1,4,4,790,3,9022168332,8588392800,555429060,519662116,519678500,3,1,27022430064,73389,73389,4,4,4,519662120,3,3,162497,30785744,7641639,354509,74886,9022168332,8408586,494323170,10505
235654.19,2894,262144,64,428120,28211505008,5,2803,128,1053,9111450,9,4,167950,10,81,202996176,2108,1,4,346,531528418,10,2126057640,9,77937,292903,4,168,1053,337234,119936471724,521525335,28935054,9442354163,1044,2802,9,3,1,4,4,790,3,9391399954,8923999442,577203714,539746680,539763064,3,1,28066827392,73389,73389,4,4,4,539746684,3,3,167810,32056054,7923298,368370,77928,9391399954,8743080,513621537,11902
240668.72,3032,262144,64,446697,29435108874,5,2922,134,1053,9537299,9,4,175183,10,81,204287238,2108,1,4,346,554384976,10,2217539904,9,81554,312086,4,168,1053,352886,125496579284,544539501,30344975,9882837079,1044,2802,9,3,1,4,4,790,3,9829568174,9313889233,602864023,562973098,562989482,3,1,29274601128,73389,73389,4,4,4,562973102,3,3,170874,33619454,8249580,385153,81545,9829568174,9152146,536311355,11902
245680.78,3173,262144,64,466358,30730761858,7,3049,140,1107,9972543,9,4,182834,12,81,214232304,2216,1,4,346,578615029,10,2314266164,11,85444,329633,4,1425,1107,369598,130939287188,568383501,31721080,10354673550,1098,2935,9,3,1,4,4,790,3,10298924756,9726277607,629407837,587587394,587603778,3,1,30554544520,73389,73389,4,4,4,587587398,3,3,178903,35159631,8626948,402645,85433,10298924756,9569898,559776520,12353
