timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
55076.48,0,0,0,0,0,0,81,0,0,0,3,0,0,5,0,0,2097278,2,1,0,392,0,10,0,4,4,0,4,15,0,30,16838784,0,0,1752,0,0,3,1,4,4,1003,3,0,0,61,0,0,3,1,0,73389,73389,4,4,4,0,15,3,0,0,0,0,0,0,0,0,0
60084.89,0,0,0,0,0,0,81,0,0,0,3,0,0,5,0,0,2097278,2,1,0,392,0,10,0,4,4,0,4,15,0,30,16838784,0,0,1752,0,0,3,1,4,4,1003,3,0,0,61,0,0,3,1,0,73389,73389,4,4,4,0,15,3,0,0,0,0,0,0,0,0,0
65092.91,0,0,0,0,0,0,81,0,0,0,3,0,0,5,0,0,2097278,2,1,0,392,0,10,0,4,4,0,4,15,0,30,16838784,0,0,1752,0,0,3,1,4,4,1003,3,0,0,61,0,0,3,1,0,73389,73389,4,4,4,0,15,3,0,0,0,0,0,0,0,0,0
70100.73,0,0,0,0,0,0,81,0,0,0,3,0,0,5,0,0,2097278,2,1,0,392,0,10,0,4,4,0,4,15,0,30,16838784,0,0,1752,0,0,3,1,4,4,1003,3,0,0,61,0,0,3,1,0,73389,73389,4,4,4,0,15,3,0,0,0,0,0,0,0,0,0
75107.60,0,0,0,0,0,0,81,0,0,0,3,0,0,5,0,0,2097278,2,1,0,392,0,10,0,4,4,0,4,15,0,30,16838784,0,0,1752,0,0,3,1,4,4,1003,3,0,0,61,0,0,3,1,0,73389,73389,4,4,4,0,15,3,0,0,0,0,0,0,0,0,0
80114.36,0,0,0,0,0,0,81,0,0,0,3,0,0,5,0,0,2097278,2,1,0,392,0,10,0,4,4,0,4,15,0,30,16838784,0,0,1752,0,0,3,1,4,4,1003,3,0,0,61,0,0,3,1,0,73389,73389,4,4,4,0,15,3,0,0,0,0,0,0,0,0,0
85120.41,0,0,0,0,0,0,81,0,0,0,3,0,0,5,0,0,2097278,2,1,0,392,0,10,0,4,4,0,4,15,0,30,16838784,0,0,1752,0,0,3,1,4,4,1003,3,0,0,61,0,0,3,1,0,73389,73389,4,4,4,0,15,3,0,0,0,0,0,0,0,0,0
90129.10,0,0,0,0,0,0,81,0,0,0,3,0,0,5,0,0,2097278,2,1,0,392,0,10,0,4,4,0,4,15,0,30,16838784,0,0,1752,0,0,3,1,4,4,1003,3,0,0,61,0,0,3,1,0,73389,73389,4,4,4,0,15,3,0,0,0,0,0,0,0,0,0
95137.30,0,0,0,0,0,0,81,0,0,0,3,0,0,5,0,0,2097278,2,1,0,392,0,10,0,4,4,0,4,15,0,30,16838784,0,0,1752,0,0,3,1,4,4,1003,3,0,0,61,0,0,3,1,0,73389,73389,4,4,4,0,15,3,0,0,0,0,0,0,0,0,0
100147.66,0,0,0,0,0,0,81,0,0,0,3,0,0,5,0,0,2097278,2,1,0,392,0,10,0,4,4,0,4,15,0,30,16838784,0,0,1752,0,0,3,1,4,4,1003,3,0,0,61,0,0,3,1,0,73389,73389,4,4,4,0,15,3,0,0,0,0,0,0,0,0,0
105155.35,0,0,0,0,0,0,81,0,0,0,3,0,0,5,0,0,2097278,2,1,0,392,0,10,0,4,4,0,4,15,0,30,16838784,0,0,1752,0,0,3,1,4,4,1003,3,0,0,61,0,0,3,1,0,73389,73389,4,4,4,0,15,3,0,0,0,0,0,0,0,0,0
110164.72,0,0,0,0,0,0,81,0,0,0,3,0,0,5,0,0,2097278,2,1,0,392,0,10,0,4,4,0,4,15,0,30,16838784,0,0,1752,0,0,3,1,4,4,1003,3,0,0,61,0,0,3,1,0,73389,73389,4,4,4,0,15,3,0,0,0,0,0,0,0,0,0
115173.67,0,0,0,0,0,0,81,0,0,0,3,0,0,5,0,0,2097278,2,1,0,392,0,10,0,4,4,0,4,15,0,30,16838784,0,0,1752,0,0,3,1,4,4,1003,3,0,0,61,0,0,3,1,0,73389,73389,4,4,4,0,15,3,0,0,0,0,0,0,0,0,0
120182.47,0,0,0,0,0,0,81,0,0,0,3,0,0,5,0,0,2097278,2,1,0,392,0,10,0,4,4,0,4,15,0,30,16838784,0,0,1752,0,0,3,1,4,4,1003,3,0,0,61,0,0,3,1,0,73389,73389,4,4,4,0,15,3,0,0,0,0,0,0,0,0,0
125188.90,0,0,0,0,0,0,81,0,0,0,3,0,0,5,0,0,2097278,2,1,0,392,0,10,0,4,4,0,4,15,0,30,16838784,0,0,1752,0,0,3,1,4,4,1003,3,0,0,61,0,0,3,1,0,73389,73389,4,4,4,0,15,3,0,0,0,0,0,0,0,0,0
130195.82,0,0,0,0,0,0,81,0,0,0,3,0,0,5,0,0,2097278,2,1,0,392,0,10,0,4,4,0,4,15,0,30,16838784,0,0,1752,0,0,3,1,4,4,1003,3,0,0,61,0,0,3,1,0,73389,73389,4,4,4,0,15,3,0,0,0,0,0,0,0,0,0
135205.61,0,0,0,0,0,0,81,0,0,0,3,0,0,5,0,0,2097278,2,1,0,392,0,10,0,4,4,0,4,15,0,30,16838784,0,0,1752,0,0,3,1,4,4,1003,3,0,0,61,0,0,3,1,0,73389,73389,4,4,4,0,15,3,0,0,0,0,0,0,0,0,0
140212.54,0,0,0,0,0,0,81,0,0,0,3,0,0,5,0,0,2097278,2,1,0,392,0,10,0,4,4,0,4,15,0,30,16838784,0,0,1752,0,0,3,1,4,4,1003,3,0,0,61,0,0,3,1,0,73389,73389,4,4,4,0,15,3,0,0,0,0,0,0,0,0,0
145221.45,0,0,0,0,0,0,81,0,0,0,3,0,0,5,0,0,2097278,2,1,0,392,0,10,0,4,4,0,4,15,0,30,16838784,0,0,1752,0,0,3,1,4,4,1003,3,0,0,61,0,0,3,1,0,73389,73389,4,4,4,0,15,3,0,0,0,0,0,0,0,0,0
150228.36,0,0,0,0,0,0,81,0,0,0,3,0,0,5,0,0,2097278,2,1,0,392,0,10,0,4,4,0,4,15,0,30,16838784,0,0,1752,0,0,3,1,4,4,1003,3,0,0,61,0,0,3,1,0,73389,73389,4,4,4,0,15,3,0,0,0,0,0,0,0,0,0
155237.16,0,0,0,0,0,0,81,0,0,0,3,0,0,5,0,0,2097278,2,1,0,392,0,10,0,4,4,0,4,15,0,30,16838784,0,0,1752,0,0,3,1,4,4,1003,3,0,0,61,0,0,3,1,0,73389,73389,4,4,4,0,15,3,0,0,0,0,0,0,0,0,0
160245.35,0,0,0,0,0,0,81,0,0,0,3,0,0,5,0,0,2097278,2,1,0,392,0,10,0,4,4,0,4,15,0,30,16838784,0,0,1752,0,0,3,1,4,4,1003,3,0,0,61,0,0,3,1,0,73389,73389,4,4,4,0,15,3,0,0,0,0,0,0,0,0,0
165252.75,0,0,0,0,0,0,81,0,0,0,3,0,0,5,0,0,2097278,2,1,0,392,0,10,0,4,4,0,4,15,0,30,16838784,0,0,1752,0,0,3,1,4,4,1003,3,0,0,61,0,0,3,1,0,73389,73389,4,4,4,0,15,3,0,0,0,0,0,0,0,0,0
170258.63,0,0,0,0,0,0,81,0,0,0,3,0,0,5,0,0,2097278,2,1,0,392,0,10,0,4,4,0,4,15,0,30,16838784,0,0,1752,0,0,3,1,4,4,1003,3,0,0,61,0,0,3,1,0,73389,73389,4,4,4,0,15,3,0,0,0,0,0,0,0,0,0
175263.94,0,0,0,0,0,0,81,0,0,0,3,0,0,5,0,0,2097278,2,1,0,392,0,10,0,4,4,0,4,15,0,30,16838784,0,0,1752,0,0,3,1,4,4,1003,3,0,0,61,0,0,3,1,0,73389,73389,4,4,4,0,15,3,0,0,0,0,0,0,0,0,0
180271.35,0,0,0,0,0,0,81,0,0,0,3,0,0,5,0,0,2097278,2,1,0,392,0,10,0,4,4,0,4,15,0,30,16838784,0,0,1752,0,0,3,1,4,4,1003,3,0,0,61,0,0,3,1,0,73389,73389,4,4,4,0,15,3,0,0,0,0,0,0,0,0,0
185277.73,0,0,0,0,0,0,81,0,0,0,3,0,0,5,0,0,2097278,2,1,0,392,0,10,0,4,4,0,4,15,0,30,16838784,0,0,1752,0,0,3,1,4,4,1003,3,0,0,61,0,0,3,1,0,73389,73389,4,4,4,0,15,3,0,0,0,0,0,0,0,0,0
190285.77,0,0,0,0,0,0,81,0,0,0,3,0,0,5,0,0,2097278,2,1,0,392,0,10,0,4,4,0,4,15,0,30,16838784,0,0,1752,0,0,3,1,4,4,1003,3,0,0,61,0,0,3,1,0,73389,73389,4,4,4,0,15,3,0,0,0,0,0,0,0,0,0
195291.94,0,0,0,0,0,0,81,0,0,0,3,0,0,5,0,0,2097278,2,1,0,392,0,10,0,4,4,0,4,15,0,30,16838784,0,0,1752,0,0,3,1,4,4,1003,3,0,0,61,0,0,3,1,0,73389,73389,4,4,4,0,15,3,0,0,0,0,0,0,0,0,0
200297.81,0,0,0,0,0,0,81,0,0,0,3,0,0,5,0,0,2097278,2,1,0,392,0,10,0,4,4,0,4,15,0,30,16838784,0,0,1752,0,0,3,1,4,4,1003,3,0,0,61,0,0,3,1,0,73389,73389,4,4,4,0,15,3,0,0,0,0,0,0,0,0,0
205304.32,0,0,0,0,0,0,81,0,0,0,3,0,0,5,0,0,2097278,2,1,0,392,0,10,0,4,4,0,4,15,0,30,16838784,0,0,1752,0,0,3,1,4,4,1003,3,0,0,61,0,0,3,1,0,73389,73389,4,4,4,0,15,3,0,0,0,0,0,0,0,0,0
210312.94,0,0,0,0,0,0,81,0,0,0,3,0,0,5,0,0,2097278,2,1,0,392,0,10,0,4,4,0,4,15,0,30,16838784,0,0,1752,0,0,3,1,4,4,1003,3,0,0,61,0,0,3,1,0,73389,73389,4,4,4,0,15,3,0,0,0,0,0,0,0,0,0
215320.64,0,0,0,0,0,0,81,0,0,0,3,0,0,5,0,0,2097278,2,1,0,392,0,10,0,4,4,0,4,15,0,30,16838784,0,0,1752,0,0,3,1,4,4,1003,3,0,0,61,0,0,3,1,0,73389,73389,4,4,4,0,15,3,0,0,0,0,0,0,0,0,0
220326.33,0,0,0,0,0,0,81,0,0,0,3,0,0,5,0,0,2097278,2,1,0,392,0,10,0,4,4,0,4,15,0,30,16838784,0,0,1752,0,0,3,1,4,4,1003,3,0,0,61,0,0,3,1,0,73389,73389,4,4,4,0,15,3,0,0,0,0,0,0,0,0,0
225332.88,0,0,0,0,0,0,81,0,0,0,3,0,0,5,0,0,2097278,2,1,0,392,0,10,0,4,4,0,4,15,0,30,16838784,0,0,1752,0,0,3,1,4,4,1003,3,0,0,61,0,0,3,1,0,73389,73389,4,4,4,0,15,3,0,0,0,0,0,0,0,0,0
230345.17,116,262144,64,14484,954279078,4,148,2,576,330229,3,5674,1,9,32,212,99888028,1154,1,4,392,17873303,10,71363900,8,2837,10822,4,295,576,11658,1410494840,17619994,995557,333961321,576,1374,3,1,4,4,1003,3,332159007,303581822,19627574,18143504,18176272,3,1,943462240,73389,73389,4,4,4,18143508,15,3,59927,1159824,559179,13240,2830,332159007,316989,17061837,5628
235362.70,203,262144,64,29608,1950802846,4,220,6,585,650943,3,11601,1,9,32,212,102978470,1172,1,4,392,36744922,10,146850348,8,5433,26309,4,295,585,22090,1661304328,36166093,1963795,653098006,585,1388,3,1,4,4,1003,3,649567940,617418300,40100773,37300657,37317041,3,1,1939634196,73389,73389,4,4,4,37300661,15,3,63064,2254203,831041,25832,5426,649567940,625115,35335122,5684
240375.21,326,262144,64,44821,2953726420,4,352,15,585,975210,3,17644,1,9,32,212,104812502,1172,1,4,392,55735034,10,222940136,8,8206,36543,4,295,585,34562,8153967224,54691968,2955030,979922008,585,1388,3,1,4,4,1003,3,974579679,933264115,60579169,56592756,56592756,3,1,2942823344,73389,73389,4,4,4,56592760,15,3,64949,3379225,1113279,39446,8198,974579679,935764,53580503,5684
245396.27,417,262144,64,60092,3959795844,4,424,17,594,1289108,3,23620,1,9,32,212,108241155,1190,1,4,392,74757452,10,298965256,8,10729,48098,4,295,594,46630,17465574540,73176183,3987184,1288955328,594,1411,3,1,4,4,1003,3,1281913842,1250019347,81020529,75903398,75936166,3,1,3946976728,73389,73389,4,4,4,75903402,15,3,67584,4488022,1375084,52367,10721,1281913842,1236741,71804861,5792
250409.04,557,262144,64,74733,4923990028,4,554,27,594,1629850,3,29430,1,9,32,212,109471887,1190,1,4,392,93034768,10,372074536,8,13352,62834,4,295,594,57554,19498756468,91607659,5108884,1597686444,594,1411,3,1,4,4,1003,3,1588919191,1554102735,101548568,94442277,94442277,3,1,4910998436,73389,73389,4,4,4,94442281,15,3,68882,5708146,1676080,66136,13344,1588919191,1563714,89936426,5792
255428.53,639,262144,64,89698,5910769268,4,627,32,594,1966667,3,35304,1,9,32,212,111064599,1190,1,4,392,111690510,10,446697616,8,16001,82366,4,295,594,69530,25993071156,110026701,6167763,1923581084,594,1411,3,1,4,4,1003,3,1913065041,1865019390,122015357,113390312,113390312,3,1,5896296256,73389,73389,4,4,4,113390316,15,3,71672,6899193,1924824,79868,15993,1913065041,1886799,108106740,5792
260450.81,731,262144,64,105297,6938398504,4,700,37,594,2288443,3,41399,1,9,32,212,112319463,1190,1,4,392,131095736,10,524318292,8,18738,92656,4,295,594,82462,35326739572,128568885,7138459,2258602198,594,1411,3,1,4,4,1003,3,2246275450,2189687390,142512079,133079945,133096329,3,1,6920157172,73389,73389,4,4,4,133079949,15,3,73814,7991255,2174034,93357,18730,2246275450,2195086,126399885,5792
265470.01,850,262144,64,120711,7953601930,4,833,41,594,2604032,3,47487,1,9,32,212,113260611,1190,1,4,392,150228936,10,600915744,8,21568,105253,4,295,594,94386,38173854620,147064915,8205384,2596481448,594,1411,3,1,4,4,1003,3,2582309658,2510973199,163008861,152501401,152517785,3,1,7930072884,73389,73389,4,4,4,152501405,15,3,78256,9185145,2445595,107082,21560,2582309658,2496950,144623498,5792
270483.35,938,262144,64,136300,8980624070,4,908,48,594,2903701,3,53586,1,9,32,212,114515475,1190,1,4,392,169640592,10,678562368,8,24354,115742,4,295,594,106558,43007508020,165667482,9181157,2940793293,594,1411,3,1,4,4,1003,3,2924787672,2835574196,183480765,172191034,172191034,3,1,8953933800,73389,73389,4,4,4,172191038,15,3,80760,10254307,2706770,120989,24346,2924787672,2782712,162964573,5792
275499.23,1060,262144,64,151863,10006255990,4,1041,52,594,3232997,3,59705,1,9,32,212,115758273,1190,1,4,392,188906512,10,755561496,8,27314,129941,4,295,594,119562,48489552492,184134016,10212921,3293389648,594,1411,3,1,4,4,1003,3,3275474612,3160744069,203947990,191763820,191763820,3,1,9971718672,73389,73389,4,4,4,191763824,15,3,82634,11405205,2973732,134906,27306,3275474612,3098091,181164643,5792
280522.39,1140,262144,64,167375,11027707570,4,1115,57,603,3540841,3,65768,1,9,32,212,118800706,1208,1,4,392,208187917,10,832751668,8,30013,139908,4,295,603,131550,54106221092,202678136,11228151,3626370768,603,1434,3,1,4,4,1003,3,3606664924,3483360912,224393488,211322381,211338765,3,1,10988763844,73389,73389,4,4,4,211322385,15,3,84197,12454961,3241760,148474,30006,3606664924,3392367,199441930,5891
285549.04,1286,262144,64,182911,12052161252,4,1249,69,648,3871470,3,71874,1,9,32,212,128152520,1298,1,4,392,227408382,10,909568836,8,33060,158488,4,295,648,145238,61176596348,221108345,12337321,3986094431,648,1556,3,1,4,4,1003,3,3964440715,3808052654,244921902,230848174,230864558,3,1,12004105080,73389,73389,4,4,4,230848178,15,3,87016,13672985,3506360,162182,33052,3964440715,3709288,217607693,6338
290570.74,1382,262144,64,201146,13254111964,5,1339,70,648,4218199,3,78999,1,10,32,212,129081602,1298,1,4,392,250084592,10,1000273764,9,36281,179768,4,1549,648,159752,68846518412,242441330,13489014,4382094532,648,1556,3,1,4,4,1003,3,4358316349,4188152315,268460349,253846931,253863315,3,1,13200040444,73389,73389,4,4,4,253846935,15,3,91807,14886415,3809148,176430,36273,4358316349,4041778,238638141,6338
295588.64,1527,262144,64,220578,14534822984,5,1491,82,684,4606505,3,86650,1,10,32,212,135650986,1370,1,4,392,274208831,10,1096770788,9,39881,199933,4,1549,684,175204,73793792956,265647884,14702435,4811914134,684,1647,3,1,4,4,1003,3,4785796587,4593158353,294093377,278365082,278365082,3,1,14474984296,73389,73389,4,4,4,278365086,15,3,94996,16284760,4126486,192964,39872,4785796587,4413541,261528211,6706
300602.98,1642,262144,64,239661,15792610618,5,1591,91,684,5019138,3,94140,1,10,32,212,135964702,1370,1,4,392,297964211,10,1191727616,9,43299,208302,4,1549,684,190156,79821570188,288792963,15987390,5232570161,684,1647,3,1,4,4,1003,3,5204206063,4990093754,319711107,302490017,302506401,3,1,15729480916,73389,73389,4,4,4,302490021,15,3,98971,17770729,4467779,209605,43290,5204206063,4809533,284332022,6706
305620.28,1748,262144,64,258777,17052219276,5,1706,96,702,5431032,3,101630,1,10,32,212,138975024,1406,1,4,392,321688311,10,1286559464,9,46755,223382,4,1549,702,206064,89648446012,311845355,17361924,5651552550,702,1695,3,1,4,4,1003,3,5620924893,5388667724,345315292,326575066,326591450,3,1,16981903464,73389,73389,4,4,4,326575070,15,3,103371,19281347,4780713,226202,46746,5620924893,5204830,307073155,6872
310639.59,1913,262144,64,278136,18327265350,5,1843,110,720,5845128,3,109258,1,10,32,212,141972273,1442,1,4,392,345753053,10,1383012212,9,50295,234260,4,1549,720,221028,93422692924,334974176,18628904,6080647697,720,1747,3,1,4,4,1003,3,6047705194,5791663507,370899508,350993198,351025966,3,1,18251646328,73389,73389,4,4,4,350993202,15,3,106853,20737543,5115344,242943,50287,6047705194,5602185,329864991,7054
315649.95,2014,262144,64,297650,19613362388,5,1945,117,720,6243299,3,116896,1,10,32,212,141972273,1442,1,4,392,370047801,10,1479997172,9,53735,252791,4,1549,720,234880,93879282092,358199169,19873488,6501481879,720,1747,3,1,4,4,1003,3,6466262917,6198212772,396545351,375650613,375650613,3,1,19533831908,73389,73389,4,4,4,375650617,15,3,108549,22126733,5423341,259585,53726,6466262917,5983714,352782775,7054
320665.01,2166,262144,64,317131,20896741702,5,2097,147,720,6632553,3,124567,1,10,32,212,141972273,1442,1,4,392,394233050,10,1576932200,9,57380,267043,4,1549,720,249808,95539482908,381298243,21148981,6939893182,720,1747,3,1,4,4,1003,3,6902306976,6604561790,422087218,400173082,400173082,3,1,20809000296,73389,73389,4,4,4,400173086,15,3,108835,23513122,5742052,275048,57371,6902306976,6357505,375563395,7054
325681.76,2300,262144,64,336518,22174793186,5,2199,155,792,7027076,3,132165,1,10,32,212,155144154,1586,1,4,392,418339947,10,1673359788,9,60917,278434,4,1549,792,264700,99054466372,404425357,22450161,7371486388,792,2005,3,1,4,4,1003,3,7331583788,7008916085,447672494,424631730,424631730,3,1,22080849992,73389,73389,4,4,4,424631734,15,3,112526,24931822,6068911,291688,60908,7331583788,6735388,398366137,7967
330696.96,2479,262144,64,355728,23440424310,5,2348,160,891,7462893,3,139651,1,10,32,212,172978703,1784,1,4,392,441967250,10,1767739728,9,64768,294391,4,1549,891,280304,100015646108,427322162,23896231,7832265168,891,2371,3,1,4,4,1003,3,7789917301,7412715365,473335847,448605335,448621719,3,1,23327477452,73389,73389,4,4,4,448605339,15,3,116975,26556242,6449212,308566,64759,7789917301,7154327,420882074,9201
335718.95,2589,262144,64,374978,24709316372,5,2449,165,900,7888117,3,147191,1,10,32,212,175117297,1802,1,4,392,465872018,10,1863488072,9,68353,321324,4,1549,900,296288,107751818028,450106681,25391384,8269836794,900,2395,3,1,4,4,1003,3,8225156643,7814467476,498937108,472861342,472861342,3,1,24588789816,73389,73389,4,4,4,472861346,15,3,119252,28150661,6814544,325280,68344,8225156643,7562837,443301753,9279
340740.30,2746,262144,64,394354,25984674752,5,2598,169,909,8320477,3,154746,1,10,32,212,177302627,1820,1,4,392,489745699,10,1958918100,9,72283,333482,4,1549,909,313880,116565053740,473232511,26704745,8739620013,909,2437,3,1,4,4,1003,3,8692449264,8221077258,524631180,497076833,497076833,3,1,25847995348,73389,73389,4,4,4,497076837,15,3,123347,29704701,7184978,342510,72274,8692449264,7977967,466060198,9447
345753.12,2847,262144,64,413345,27237389346,5,2695,172,909,8745467,3,162118,1,10,32,212,177881795,1820,1,4,392,513207577,10,2052636156,9,75982,348428,4,1549,909,329884,122265921444,496389019,27977199,9188749265,909,2437,3,1,4,4,1003,3,9139204230,8619543207,550279852,520880121,520880121,3,1,27085766324,73389,73389,4,4,4,520880125,15,3,125329,31213781,7526406,359382,75973,9139204230,8386085,488877588,9447
350768.80,3036,262144,64,431801,28453316742,5,2839,177,909,9197685,3,169314,1,10,32,212,178497161,1820,1,4,392,535836488,10,2143345952,9,79891,369283,4,1549,909,348504,136283416780,519330195,29372526,9652830545,909,2437,3,1,4,4,1003,3,9600839668,9008966561,575883637,543840077,543856461,3,1,28279684036,73389,73389,4,4,4,543840081,15,3,126671,32839008,7897622,376646,79883,9600839668,8821039,511449138,9447
355784.45,3128,262144,64,450480,29684461966,5,2937,180,999,9624700,3,176580,1,10,32,212,195051858,2000,1,4,392,558907602,10,2235565852,9,83553,383965,4,1549,999,365304,146429718396,542455553,30646328,10099945083,999,2647,3,1,4,4,1003,3,10045608367,9401085218,601531250,567240242,567240242,3,1,29496492616,73389,73389,4,4,4,567240246,15,3,129863,34313133,8265290,392866,83544,10045608367,9231834,534205109,10266
