arrival_ms,start_ms,end_ms,latency_ms,qid
624.2094,624.4900,54543.7683,53919.2783,np_greedy_87
1681.1717,1681.2458,61675.9036,59994.6578,np_greedy_87
7738.0737,7738.1383,61891.7541,54153.6158,np_greedy_87
9057.2558,9057.2988,64299.4439,55242.1451,np_greedy_87
9869.7199,9869.7885,315125.4102,305255.6217,p_greedy_330
13440.9799,13441.0787,391487.3559,378046.2772,p_greedy_330
34511.7342,34511.8023,395189.2087,360677.4064,p_greedy_330
35869.5992,35869.6666,110716.9420,74847.2754,np_greedy_87
36319.2845,36319.3547,112930.5717,76611.2170,np_greedy_87
45219.8228,45219.9074,111843.5582,66623.6508,np_greedy_87
49896.3883,49896.4678,110859.2902,60962.8225,np_greedy_87
51475.3408,51475.4098,395245.3891,343769.9793,p_greedy_330
56349.1256,56349.1794,396230.0702,339880.8908,p_greedy_330
72033.8489,72033.9354,180635.6659,108601.7305,np_greedy_87
74049.2814,74049.3574,183764.7784,109715.4210,np_greedy_87
75078.9338,75079.0226,396256.7404,321177.7179,p_greedy_330
77764.5217,77764.6093,396272.5021,318507.8928,p_greedy_330
78813.8261,78813.9029,185081.7551,106267.8523,np_greedy_87
83517.0876,83517.1640,182448.7617,98931.5977,np_greedy_87
86775.3095,86775.3829,180594.9306,93819.5477,np_greedy_87
86794.9822,86795.0135,179441.7583,92646.7448,np_greedy_87
88637.7526,88637.8320,395808.2729,307170.4409,p_greedy_330
93435.4446,93435.5255,183040.2954,89604.7699,np_greedy_87
94498.4532,94498.5083,179662.0034,85163.4951,np_greedy_87
97312.6971,97312.7649,396243.7870,298931.0221,p_greedy_330
105040.7460,105040.8080,178631.7226,73590.9146,np_greedy_87
105879.9487,105880.0309,175082.2744,69202.2434,np_greedy_87
110270.2089,110270.2767,180026.4457,69756.1690,np_greedy_87
116508.7897,116508.8551,396129.4022,279620.5471,p_greedy_330
117161.0342,117161.1019,291787.4223,174626.3204,np_greedy_87
120894.5910,120894.6744,395128.3077,274233.6333,p_greedy_330
126779.0674,126779.1434,395651.0642,268871.9208,p_greedy_330
143765.3172,143765.3793,395698.7965,251933.4172,p_greedy_330
144473.9756,144474.0676,237367.6132,92893.5456,np_greedy_87
145601.9316,145602.0324,237202.3505,91600.3182,np_greedy_87
147377.5292,147377.6144,236036.4244,88658.8100,np_greedy_87
152094.0964,152094.1778,395685.1099,243590.9320,p_greedy_330
165460.1362,165460.2156,244893.3257,79433.1101,np_greedy_87
165468.0249,165468.0473,396129.3494,230661.3021,p_greedy_330
165709.0183,165709.0844,237604.3699,71895.2854,np_greedy_87
177251.8696,177251.9236,396472.1227,219220.1991,p_greedy_330
