arrival_ms,start_ms,end_ms,latency_ms,qid
624.3899,624.4773,214265.8601,213641.3828,np_default_87
1680.9459,1681.0349,215026.9098,213345.8749,np_default_87
7738.8196,7738.9083,224662.4967,216923.5884,np_default_87
9058.9508,9058.9914,227151.0170,218092.0257,np_default_87
9869.2069,9869.2737,27002.2313,17132.9576,p_default_330
13440.7356,13440.8055,31177.1884,17736.3830,p_default_330
34512.8011,34512.8665,45864.4281,11351.5616,p_default_330
35869.9412,35870.0299,239548.5039,203678.4740,np_default_87
36319.4461,36319.5237,240512.0563,204192.5326,np_default_87
45220.2758,45220.3560,244169.6472,198949.2912,np_default_87
49896.7115,49896.8001,249027.3443,199130.5442,np_default_87
51475.1699,51475.2326,68811.8368,17336.6042,p_default_330
56349.6927,56349.7769,74011.1995,17661.4226,p_default_330
72033.2636,72033.3478,257737.9462,185704.5985,np_default_87
74048.7724,74048.8372,258791.7669,184742.9297,np_default_87
75078.6597,75078.7298,99382.4383,24303.7085,p_default_330
77763.9429,77764.0091,109227.1341,31463.1250,p_default_330
78813.2123,78813.3089,262028.9789,183215.6699,np_default_87
83517.5388,83517.6512,262037.2631,178519.6119,np_default_87
86776.0127,86776.1008,262651.5936,175875.4928,np_default_87
86801.1733,86801.1983,262341.7177,175540.5195,np_default_87
88637.3598,88637.4437,122092.1707,33454.7270,p_default_330
93435.1662,93435.2455,263281.8912,169846.6456,np_default_87
94496.3500,94496.4339,262678.0558,168181.6219,np_default_87
97311.1069,97311.1727,132217.8806,34906.7079,p_default_330
105041.3857,105041.4873,266545.1140,161503.6267,np_default_87
105885.8796,105885.9363,265818.1410,159932.2047,np_default_87
110269.7108,110269.7583,266920.6138,156650.8555,np_default_87
116510.3288,116510.3879,159183.5888,42673.2009,p_default_330
117182.0031,117182.0589,268914.8864,151732.8275,np_default_87
120894.5113,120894.6189,165390.9747,44496.3558,p_default_330
126779.0064,126779.0842,172750.5487,45971.4645,p_default_330
143767.1520,143767.2357,191711.7991,47944.5634,p_default_330
144473.9781,144474.0627,273783.9369,129309.8742,np_default_87
145736.5366,145736.6125,273097.9478,127361.3352,np_default_87
147473.6221,147473.6726,272340.3831,124866.7105,np_default_87
152106.7218,152106.7842,198872.3076,46765.5235,p_default_330
165460.0648,165460.1438,273331.2439,107871.1002,np_default_87
165498.1844,165498.2226,204734.2209,39235.9984,p_default_330
166241.2682,166241.3309,274342.0756,108100.7447,np_default_87
177249.1497,177249.2345,209023.0761,31773.8416,p_default_330
