timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLockWaitMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5023.10,1,262144,64,64736,4265958602,19,19,1610700,125,585,479847,4,12,14583,22,18,125546064,1172,1,21,9910,45,2,117,585,8497450,2727,1300932202,581,140,4,2,1,2,2,667,1,1295950236,1250410470,16142446,96606680,96606680,2,1,4249973024,73389,73389,2,2,2,96590296,15,1,3,74676,871766,348323,9772,9889,1295950236,470075,8149285,1045
10027.81,1,262144,64,117638,7751767034,19,19,3396923,134,585,868670,4,12,29505,22,18,127102578,1172,1,21,17685,66,2,117,585,18286065,3332,2323952265,581,140,4,2,1,2,2,667,1,2315035036,2269324656,42512054,175817487,175833871,2,1,7735969428,73389,73389,2,2,2,175817487,15,1,3,102844,1567270,514663,17437,17664,2315035036,851233,17771681,1045
15032.84,1,262144,64,170460,11232356718,19,19,5202677,143,585,1252104,4,12,44406,22,18,128417772,1172,1,21,25445,108,2,117,585,28127392,3960,3345009321,581,140,4,2,1,2,2,667,1,3332153756,3286737244,68192429,254929990,254946374,2,1,11216919560,73389,73389,2,2,2,254929990,15,1,3,127014,2257543,676559,25073,25424,3332153756,1227031,27451405,1045
20037.73,1,262144,64,237313,15637598002,19,19,7026117,154,585,1757249,4,12,63186,22,18,130010484,1172,1,21,35265,119,2,117,585,37938914,4428,4637221517,581,140,4,2,1,2,2,667,1,4619280796,4574618472,105939730,355046720,355046720,2,1,15621334784,73389,73389,2,2,2,355030336,15,1,3,154269,3157757,866318,35199,35244,4619280796,1722050,37073651,1045
25043.21,1,262144,64,295158,19449233178,19,19,8859883,164,585,2166830,4,12,79538,22,18,131603196,1172,1,21,43764,157,2,117,585,47855511,5150,5755554895,581,140,4,2,1,2,2,667,1,5733261724,5688826824,135859535,441688942,441688942,2,1,19433592552,73389,73389,2,2,2,441672558,15,1,3,195101,3904994,1063357,43873,43743,5733261724,2122957,46793690,1045
30048.10,1,262144,64,349501,23029768570,19,19,10667052,173,585,2550836,4,12,94861,22,18,132930456,1172,1,21,51747,222,2,117,585,58130875,5757,6805963692,581,140,4,2,1,2,2,667,1,6779609500,6735485921,172930171,523052086,523068470,2,1,23014291784,73389,73389,2,2,2,523052086,15,1,3,228277,4604514,1234309,51795,51726,6779609500,2499041,56898052,1045
35052.63,1,262144,64,400463,26387677004,19,19,12463644,181,585,2922757,4,12,109218,22,18,133992264,1172,1,21,59231,242,2,117,585,67294242,6355,7790580401,581,140,4,2,1,2,2,667,1,7760431862,7717120856,190869778,599377594,599377594,2,1,26371893240,73389,73389,2,2,2,599361210,15,1,3,238841,5272757,1375093,59236,59210,7760431862,2863521,65920774,1045
