timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPReceiveBytes,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkReceiveBytes,NetworkReceiveElapsedMicroseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
244324.12,36,253952,62,298980,19698580752,12,66119509,1723,14,14,4119,1980,7,639,2042902,0,6,117454,15,85,129484790,1280,1,1081,0,4,473,372383979,6,1489471532,14,28,10,159,639,1081,4,0,0,139150711,2928628,6406953930,0,639,682,0,3,1,14,14,1022,0,3,6401263231,6218580031,207910172,377765678,377765678,1,3,1,0,19643815288,73389,73389,14,14,14,377765682,9,3,248617,2095881,2803570,53260,6401263231,2042902,136352857,2080
246331.69,36,253952,62,304673,20074524776,12,67570835,1752,15,15,4119,2001,7,639,2077317,0,6,119679,15,85,129484790,1280,1,1081,0,4,473,379488916,6,1517891092,14,29,10,159,639,1081,4,0,0,141691014,2937868,6531383956,0,639,682,0,3,1,14,14,1022,0,3,6525592570,6337461713,211911009,384955207,384955207,1,3,1,0,20017670796,73389,73389,14,14,14,384955211,9,3,250691,2131186,2851551,54269,6525592570,2077317,138845279,2080
248343.40,37,253952,62,312126,20564509032,12,69440775,1784,15,15,4119,2050,7,639,2139396,0,6,122599,15,85,129484790,1280,1,1081,0,4,473,388751072,6,1555004288,14,29,10,159,639,1081,4,0,0,145628109,3145990,6692871865,0,639,682,0,3,1,14,14,1022,0,3,6686930654,6491980820,217920225,394348828,394365212,1,3,1,0,20506139088,73389,73389,14,14,14,394348832,9,3,259476,2194719,2952448,55621,6686930654,2139396,142681625,2080
250353.50,37,253952,62,319832,21072087440,12,71295938,1813,15,15,4119,2101,7,639,2201008,0,6,125619,15,85,129484790,1280,1,1081,0,4,473,398330221,6,1593320884,14,29,10,159,639,1081,4,0,0,149661757,3291209,6860833781,0,639,682,0,3,1,14,14,1022,0,3,6854740271,6652702669,223953809,404063652,404063652,1,3,1,0,21011309936,73389,73389,14,14,14,404063656,9,3,264302,2257906,3032308,57010,6854740271,2201008,146635566,2080
252368.35,38,253952,62,327915,21604638372,12,73050363,1855,15,15,4119,2151,7,639,2265353,0,6,128786,15,85,129484790,1280,1,1081,0,4,473,408358417,6,1633433668,14,29,10,159,639,1081,4,0,0,153803898,3417702,7038367102,0,639,682,0,3,1,14,14,1022,0,3,7032372988,6820867539,229966951,414251453,414284221,1,3,1,0,21541075588,73389,73389,14,14,14,414251457,9,3,269801,2323875,3115947,58487,7032504060,2265396,150694222,2080
254374.59,39,253952,62,335559,22108081152,12,74658040,1899,15,15,4119,2203,14,639,2322433,0,6,131778,15,85,129484790,1280,1,1081,0,4,473,417871674,6,1671486696,14,29,10,159,639,1081,4,0,0,157569166,3505126,7206174516,0,639,682,0,3,1,14,14,1022,0,3,7199771412,6980261736,235281840,423900741,423900741,1,3,1,0,22042838564,73389,73389,14,14,14,423900745,9,3,273410,2382337,3196697,59871,7199771412,2322433,154378878,2080
256384.49,39,253952,62,341277,22484794824,13,77315325,1910,15,15,4119,2235,14,648,2356487,0,6,134009,15,85,130926457,1298,1,1081,0,4,473,424958957,6,1699771368,14,29,10,159,648,1081,4,0,0,159993449,3508361,7334656427,0,648,689,0,3,1,14,14,1022,0,3,7328817913,7099393010,240506910,431113131,431113131,1,3,1,0,22417882844,73389,73389,14,14,14,431113135,9,3,278468,2417326,3241740,60947,7328817913,2356487,156758208,2110
258392.41,39,253952,62,349273,23012098958,13,78978826,1939,16,16,4119,2293,14,684,2422360,0,6,137155,15,85,136864563,1370,1,1081,0,4,473,434876100,6,1739504400,14,30,10,159,684,1081,4,0,0,164038197,3648989,7512865241,0,684,729,0,3,1,14,14,1022,0,3,7506344183,7266329515,246354457,441179767,441179767,1,3,1,0,22941347916,73389,73389,14,14,14,441179771,9,3,282195,2484791,3331470,62436,7506344183,2422360,160713388,2252
260402.33,40,253952,62,357232,23535779408,13,80791424,1964,16,16,4119,2337,15,702,2482387,2,6,140267,15,85,139805446,1406,1,1081,0,4,473,444777600,6,1779110400,14,30,10,159,702,1081,4,0,0,168064660,3774540,7681796500,0,700,747,2,3,1,14,14,1022,0,3,7675488154,7431869140,252210621,451205887,451222271,1,3,1,0,23462706156,73389,73389,14,14,14,451205891,9,3,287295,2546374,3415434,63845,7675488154,2482387,164656051,2317
262411.13,40,253952,62,365297,24066948348,13,82633433,1996,16,16,4119,2400,15,729,2547811,4,6,143436,15,85,144557934,1460,1,1081,0,4,473,454778086,6,1819112344,14,30,10,159,729,1081,4,0,0,172216083,3921618,7864924638,0,725,780,4,3,1,14,14,1022,0,3,7857956492,7600169170,258459082,461365868,461365868,1,3,1,0,23991025168,73389,73389,14,14,14,461365872,9,3,290850,2613410,3513338,65387,7857956492,2547811,168709737,2411
264419.47,44,253952,62,373533,24610177852,13,84369631,2046,16,16,4119,2444,15,747,2610648,4,6,146657,15,85,147835231,1496,1,1081,0,4,473,464982801,6,1859931204,14,30,10,159,747,1081,4,0,0,176348076,4071151,8045087874,0,743,798,4,3,1,14,14,1022,0,3,8038216149,7771934997,264464744,471731734,471764502,1,3,1,0,24530050200,73389,73389,14,14,14,471731738,9,3,295869,2677878,3602406,66870,8038216149,2610648,172752835,2479
266424.09,44,253952,62,379896,25029089848,14,86636926,2078,16,16,4119,2494,15,747,2652683,4,6,149134,15,85,148148947,1496,1,1081,0,4,473,472853315,6,1891348568,14,30,10,159,747,1081,4,0,0,179205772,4102173,8192933304,0,743,798,4,3,1,14,14,1022,0,3,8185816409,7905073553,269616318,479730556,479730556,1,3,1,0,24945988944,73389,73389,14,14,14,479730560,9,3,297086,2721023,3645333,68114,8185816409,2652683,175567718,2479
268431.26,45,253952,62,386901,25491620404,14,88207647,2096,17,17,4119,2531,21,747,2702329,4,6,151889,15,85,148776379,1496,1,1081,0,4,473,481569424,6,1926277696,14,31,10,159,747,1081,4,0,0,182544368,4188667,8346598839,0,743,798,4,3,1,14,14,1022,0,3,8340451297,8051321818,274603452,488570551,488586935,1,3,1,0,25405668684,73389,73389,14,14,14,488570555,9,3,301667,2771965,3707209,69384,8340451297,2702329,178844568,2479
270435.98,45,253952,62,394770,26008877438,14,89792712,2128,17,17,4119,2589,21,765,2762944,4,6,154958,15,85,151997265,1532,1,1081,0,4,473,491296039,6,1965184156,14,31,10,159,765,1081,4,0,0,186404273,4307688,8526223325,0,761,814,4,3,1,14,14,1022,0,3,8519675208,8215797904,280164694,498432831,498432831,1,3,1,0,25918507244,73389,73389,14,14,14,498432835,9,3,306097,2834137,3793001,70897,8519675208,2762944,182618837,2536
272442.95,46,253952,62,399970,26351522802,16,92564487,2140,18,18,4119,2614,21,765,2792192,4,6,156974,15,85,152600565,1532,1,1081,0,4,473,497709939,6,1990775256,14,32,10,159,765,1081,4,0,0,188527346,4312021,8646333774,0,761,814,4,3,1,14,14,1022,0,3,8638725660,8324656268,285062680,504957093,504957093,1,3,1,0,26257768868,73389,73389,14,14,14,504957097,9,3,315738,2864218,3838074,71869,8638725660,2792192,184696918,2536
274460.08,47,253952,62,406489,26780459908,16,93528914,2193,18,18,4119,2662,21,774,2838808,4,6,159522,15,85,154412589,1550,1,1081,0,4,473,505787268,6,2023084764,14,32,10,159,774,1081,4,0,0,191534203,4358792,8800552951,0,770,823,4,3,1,14,14,1022,0,3,8793081799,8461029765,289077230,513133980,513133980,1,3,1,0,26682966992,73389,73389,14,14,14,513133984,9,3,320903,2912080,3893098,73164,8793081799,2838808,187648883,2570
276468.61,47,253952,62,413583,27247906152,16,95565402,2241,19,19,4119,2698,21,810,2896938,4,6,162300,15,85,160620560,1622,1,1081,0,4,473,514592365,6,2058369460,14,33,10,159,810,1081,4,0,0,195231569,4606316,8961757704,0,806,859,4,3,1,14,14,1022,0,3,8954011356,8608958048,295041011,522062372,522062372,1,3,1,0,27147243376,73389,73389,14,14,14,522062376,9,3,325236,2971617,3979727,74482,8954011356,2896938,191259765,2700
278484.10,47,253952,62,420514,27704404576,16,97447862,2290,19,19,4119,2745,21,909,2957027,4,6,164999,15,85,176978171,1820,1,1081,0,4,473,523155264,6,2092556348,14,33,10,159,909,1081,4,0,0,198926137,5054029,9123870081,0,905,3969,4,3,1,14,14,1022,0,3,9116371836,8754095548,300868385,530747163,530763547,1,3,1,0,27598852508,73389,73389,14,14,14,530747167,9,3,329708,3033167,4064408,75844,9116371836,2957027,194869799,3070
280498.54,48,253952,62,427814,28184352822,16,99269342,2322,19,19,4119,2787,21,1035,3022331,4,6,167817,15,85,198616059,2072,1,1081,0,4,473,532128272,6,2128383852,14,33,10,159,1035,1081,4,0,0,202758870,5167047,9299761822,0,1031,4100,4,3,1,14,14,1022,0,3,9291857323,8907399540,306216638,539849746,539849746,1,3,1,0,28072186824,73389,73389,14,14,14,539849750,9,3,332395,3099956,4139124,77287,9291857323,3022331,198627960,3532
282504.44,48,253952,62,433801,28578634860,17,102493072,2352,19,19,4119,2825,21,1197,3067206,4,6,170136,15,85,226584570,2396,1,1081,0,4,473,539458610,6,2157834440,14,33,10,159,1197,1081,4,0,0,205423385,5216253,9442070205,0,1193,4233,4,3,1,14,14,1022,0,3,9433927374,9032949863,312563816,547334187,547334187,1,3,1,0,28461377756,73389,73389,14,14,14,547334191,9,3,336218,3145885,4197108,78466,9433927374,3067206,201234590,4052
284514.58,49,253952,62,440964,29049713634,17,104085499,2374,20,20,4119,2872,21,1359,3126357,4,6,172927,15,85,254567904,2720,1,1081,0,4,473,548283375,6,2193133500,14,34,10,159,1359,1081,4,0,0,208900179,5318872,9617601925,0,1355,4358,4,3,1,14,14,1022,0,3,9609717666,9183309342,317719159,556269056,556269056,1,3,1,0,28925138976,73389,73389,14,14,14,556252676,9,3,339642,3206430,4271912,79916,9609717666,3126357,204636720,4580
286522.88,50,253952,62,448713,29562492054,17,106039312,2390,20,20,4119,2922,21,1521,3197189,4,6,175961,15,85,283143706,3044,1,1081,0,4,473,557868974,6,2231475896,14,34,10,159,1521,1081,4,0,0,212831234,5427737,9809422316,0,1517,4532,4,3,1,14,14,1022,0,3,9800863187,9346976116,323721870,565989025,565989025,1,3,1,0,29431429332,73389,73389,14,14,14,565989029,9,3,340819,3278939,4351553,81500,9800863187,3197189,208488281,5555
288529.62,53,253952,62,456833,30096900716,17,107958758,2422,20,20,4119,2971,21,1629,3265411,4,6,179091,15,85,302114950,3260,1,1081,0,4,473,567818782,6,2271275128,14,34,10,159,1629,1081,4,0,0,216817206,5716280,10004987841,0,1625,4627,4,3,1,14,14,1022,0,3,9996531836,9517862188,329773951,576099224,576099224,1,3,1,0,29956307712,73389,73389,14,14,14,576082844,9,3,344978,3348890,4451292,83104,9996531836,3265411,212374676,5932
290544.50,54,253952,62,464778,30621083376,17,109838558,2444,20,20,4119,3022,21,1953,3333686,4,6,182162,15,85,358321209,3908,1,1081,0,4,473,577562401,6,2310249604,14,34,10,159,1953,1081,4,0,0,220862525,5843710,10202716739,0,1949,4927,4,3,1,14,14,1022,0,3,10194367828,9685478161,335780144,585998146,585998146,1,3,1,0,30471903624,73389,73389,14,14,14,585998150,9,3,349721,3418791,4538407,84727,10194367828,3333686,216333033,7122
292555.86,55,253952,62,472670,31140294424,17,111691929,2466,20,20,4119,3078,21,2268,3401609,4,6,185231,15,85,412842387,4538,1,1081,0,4,473,587296437,6,2349185748,14,34,10,159,2268,1081,4,0,0,224909860,5963663,10392441255,0,2264,5274,4,3,1,14,14,1022,0,3,10383807216,9851212138,341826678,595821625,595838009,1,3,1,0,30982724532,73389,73389,14,14,14,595821629,9,3,350879,3488316,4617179,86283,10383807216,3401609,220301753,8246
293465.55,55,253952,62,476008,31360216890,17,112604402,2473,20,20,4119,3130,21,2268,3428293,4,6,186584,21,85,421449790,4545,1,1081,1226,4,473,591599349,6,2366397396,20,41,14,2162,2268,1081,4,1226,134,226748755,5996772,10464491377,8,2264,5274,4,3,1,14,14,1022,125484280,3,10455387677,9920519665,595572513,600037902,600037902,1,3,1,125484280,31201970936,73389,73389,14,14,14,600037906,9,3,351568,3515639,4656084,86833,10455387677,3428293,222101808,8246
