arrival_ms,start_ms,end_ms,latency_ms,qid
1346.4654,1346.4754,90439.0228,89092.5474,np_default_300
3628.1004,3628.1106,89418.1873,85790.0767,np_default_300
8703.8054,8703.8171,18504.8422,9801.0251,p_default_1200
16707.7446,16707.7629,114658.1196,97950.3567,np_default_300
19548.9247,19548.9353,116854.7695,97305.8342,np_default_300
29273.0010,29273.0105,39240.7559,9967.7455,p_default_1200
49582.1289,49582.1398,59805.9955,10223.8558,p_default_1200
63638.7563,63638.7671,83207.5462,19568.7790,p_default_1200
63717.3005,63717.3178,83730.2093,20012.8914,p_default_1200
77416.8835,77416.9045,151891.7782,74474.8736,np_default_300
78388.7291,78388.7439,152170.6899,73781.9460,np_default_300
92379.0764,92379.0870,107601.7701,15222.6831,p_default_1200
96965.6831,96965.6944,112713.5718,15747.8774,p_default_1200
97595.9806,97595.9956,162529.0901,64933.0945,np_default_300
107690.1304,107690.1461,165884.1497,58194.0036,np_default_300
