arrival_ms,start_ms,end_ms,latency_ms,qid
1346.6133,1346.6264,79631.7004,78285.0740,np_greedy_300
3627.3543,3627.3654,82742.2530,79114.8876,np_greedy_300
8703.2612,8703.2717,18285.3780,9582.1063,p_greedy_1200
16707.3014,16707.3207,95932.1125,79224.7919,np_greedy_300
19550.2818,19550.2919,101528.0242,81977.7323,np_greedy_300
29274.2809,29274.2906,39381.6443,10107.3537,p_greedy_1200
49582.0160,49582.0260,59750.5528,10168.5268,p_greedy_1200
63638.5995,63638.6098,73944.1348,10305.5251,p_greedy_1200
63717.1288,63717.1412,84016.5170,20299.3758,p_greedy_1200
77417.0998,77417.1293,148089.3630,70672.2337,np_greedy_300
78388.8536,78388.8684,148941.7719,70552.9036,np_greedy_300
92378.7518,92378.7618,102278.7135,9899.9517,p_greedy_1200
96962.4122,96962.4253,112043.3093,15080.8841,p_greedy_1200
97595.7298,97595.7448,159333.0942,61737.3494,np_greedy_300
107690.4270,107690.4397,169413.9019,61723.4622,np_greedy_300
