arrival_ms,start_ms,end_ms,latency_ms,qid
624.1725,624.2182,59708.3530,59084.1347,np_default_87
1681.5743,1681.6207,81428.7500,79747.1293,np_default_87
5712.9940,5713.0413,24918.0739,19205.0326,p_default_330
7278.3341,7278.4002,26469.3821,19190.9819,p_default_330
7737.7678,7737.8381,82791.1405,75053.3024,np_default_87
9057.9101,9057.9480,85059.3632,76001.4152,np_default_87
35869.2189,35869.2673,171852.4187,135983.1513,np_default_87
36320.2076,36320.2502,171865.3188,135545.0687,np_default_87
45220.6967,45220.7439,182671.2903,137450.5464,np_default_87
49896.6729,49896.7205,187967.9971,138071.2766,np_default_87
49975.4128,49975.4921,61754.8143,11779.3222,p_default_330
58407.7397,58407.7924,70676.7713,12268.9788,p_default_330
69913.5099,69913.5912,81239.5563,11325.9651,p_default_330
72033.4662,72033.5456,191692.6550,119659.1094,np_default_87
74049.1184,74049.1935,191264.5594,117215.3659,np_default_87
78812.9842,78813.0560,193163.0091,114349.9531,np_default_87
83518.5682,83518.6196,197419.9311,113901.3114,np_default_87
86775.3273,86775.3769,204707.3233,117931.9464,np_default_87
86794.1422,86794.1716,198467.4461,111673.2745,np_default_87
88687.6624,88687.7111,115228.4347,26540.7236,p_default_330
93435.7306,93435.8054,211849.5259,118413.7205,np_default_87
94342.0440,94342.1162,140180.5696,45838.4534,p_default_330
94496.9735,94497.0391,214971.8912,120474.8521,np_default_87
95083.9160,95083.9872,141769.7253,46685.7381,p_default_330
96777.8272,96777.8911,143167.6367,46389.7456,p_default_330
105040.7952,105040.8462,213306.9426,108266.0964,np_default_87
105879.9804,105880.0654,231171.5046,125291.4393,np_default_87
109593.1060,109593.1475,151870.3172,42277.1697,p_default_330
110329.3074,110329.3536,215444.4149,105115.0613,np_default_87
114546.1025,114546.1434,153075.7831,38529.6397,p_default_330
117159.0958,117159.1626,217091.7875,99932.6249,np_default_87
138275.9587,138276.0330,161935.4104,23659.3774,p_default_330
144481.7421,144481.7827,233179.1982,88697.4155,np_default_87
145601.3400,145601.4088,232816.2126,87214.8037,np_default_87
147377.5009,147377.5887,230210.4391,82832.8504,np_default_87
153887.3967,153887.4921,168630.6549,14743.1628,p_default_330
165460.4301,165460.5122,247307.7828,81847.2707,np_default_87
165708.9426,165708.9803,241748.4142,76039.4339,np_default_87
193749.8565,193749.9063,441620.9727,247871.0664,np_default_87
199458.5437,199458.5973,211107.6860,11649.0887,p_default_330
203617.2320,203617.2823,448910.1014,245292.8191,np_default_87
207189.9118,207189.9870,450128.2462,242938.2592,np_default_87
212259.6310,212259.6727,228611.8989,16352.2262,p_default_330
216453.9950,216454.0713,232730.3172,16276.2458,p_default_330
228261.3841,228261.4594,455750.6818,227489.2224,np_default_87
234593.3749,234593.4250,260786.0428,26192.6178,p_default_330
234924.7075,234924.7636,261771.1369,26846.3733,p_default_330
243466.7123,243466.7832,265961.3029,22494.5197,p_default_330
245223.7434,245223.8136,469316.3558,224092.5422,np_default_87
250097.5211,250097.5637,470646.9219,220549.3581,np_default_87
267223.6953,267223.7435,282365.8833,15142.1398,p_default_330
268827.4434,268827.5537,474712.7447,205885.1910,np_default_87
271511.7749,271511.8469,475047.0100,203535.1632,np_default_87
275598.3859,275598.4595,308702.3741,33103.9146,p_default_330
277309.0408,277309.0956,314653.7212,37344.6256,p_default_330
282386.5847,282386.6265,475258.0360,192871.4095,np_default_87
285341.7491,285341.8183,324237.4364,38895.6181,p_default_330
291061.6669,291061.7375,476415.7924,185354.0549,np_default_87
294475.3246,294475.3966,332788.4168,38313.0202,p_default_330
299808.1369,299808.2131,338361.2671,38553.0540,p_default_330
310256.3936,310256.4683,477423.8429,167167.3746,np_default_87
314653.7354,314653.7747,477800.3557,163146.5810,np_default_87
320527.6724,320527.7217,478941.0909,158413.3692,np_default_87
325745.5308,325745.5726,371808.2995,46062.7269,p_default_330
