arrival_ms,start_ms,end_ms,latency_ms,qid
936.3810,936.3888,223601.5776,222665.1889,np_default_87
2521.6290,2521.6387,223368.6954,220847.0567,np_default_87
10224.1476,10224.1598,19854.7260,9630.5662,p_default_330
11607.6626,11607.6759,257220.8425,245613.1666,np_default_87
13588.7320,13588.7456,257872.0764,244283.3308,np_default_87
34432.1685,34432.1781,72985.1210,38552.9429,p_default_330
35201.4166,35201.4270,80633.2935,45431.8665,p_default_330
37717.8058,37717.8300,95107.1389,57389.3089,p_default_330
41448.6084,41448.6199,109297.3894,67848.7695,p_default_330
46596.4867,46596.4986,121285.7623,74689.2637,p_default_330
53810.8543,53810.8662,318813.3147,265002.4485,np_default_87
54131.4058,54131.4188,133816.0945,79684.6757,p_default_330
54481.0794,54481.0894,317041.1057,262560.0163,np_default_87
59650.5843,59650.5951,154767.6283,95117.0332,p_default_330
67836.6175,67836.6289,317359.2000,249522.5710,np_default_87
69544.3464,69544.3582,165588.0962,96043.7380,p_default_330
74846.1680,74846.1792,319038.5225,244192.3433,np_default_87
79020.0472,79020.0602,182678.2082,103658.1479,p_default_330
81015.9291,81015.9413,181545.9680,100530.0267,p_default_330
82140.6253,82140.6357,188278.7879,106138.1522,p_default_330
89762.5404,89762.5544,187413.3010,97650.7466,p_default_330
91377.4124,91377.4228,189038.1706,97660.7479,p_default_330
101243.3309,101243.3420,198083.0730,96839.7310,p_default_330
101389.9638,101389.9738,197979.1035,96589.1297,p_default_330
108056.5917,108056.6031,326681.2326,218624.6295,np_default_87
111072.5098,111072.5213,324561.3827,213488.8614,np_default_87
114726.7314,114726.7429,202912.7825,88186.0395,p_default_330
116052.2466,116052.2571,202942.1517,86889.8946,p_default_330
118220.1881,118220.2002,323848.6098,205628.4096,np_default_87
125279.9965,125280.0081,326448.6845,201168.6764,np_default_87
130165.5444,130165.5534,324332.3267,194166.7732,np_default_87
130191.6610,130191.6690,325976.4036,195784.7345,np_default_87
136639.1726,136639.1844,206136.5923,69497.4079,p_default_330
140154.3534,140154.3630,327354.8005,187200.4376,np_default_87
141746.0661,141746.0746,328057.0962,186311.0216,np_default_87
145638.8331,145638.8439,207553.5709,61914.7270,p_default_330
157563.6503,157563.6644,328684.3603,171120.6960,np_default_87
158820.5606,158820.5715,327328.3682,168507.7967,np_default_87
165405.9559,165405.9668,326858.1902,161452.2233,np_default_87
175744.5409,175744.5523,330955.7498,155211.1974,np_default_87
216719.9276,216719.9372,338782.4549,122062.5178,np_default_87
218402.5618,218402.5723,342631.5511,124228.9788,np_default_87
219012.6217,219012.6302,238392.5314,19379.9011,p_default_330
221068.1501,221068.1600,342681.3587,121613.1987,np_default_87
224305.4701,224305.4804,247636.9615,23331.4811,p_default_330
235419.2048,235419.2169,254362.4247,18943.2078,p_default_330
248188.7274,248188.7377,350264.4486,102075.7109,np_default_87
248561.5946,248561.6049,348002.6466,99441.0417,np_default_87
259562.9491,259562.9583,278207.9887,18645.0303,p_default_330
266649.9488,266649.9605,289882.7852,23232.8248,p_default_330
274090.2013,274090.2133,295111.3412,21021.1280,p_default_330
290624.7309,290624.7413,365891.7637,75267.0224,np_default_87
291796.3686,291796.3773,305335.2508,13538.8736,p_default_330
305425.5211,305425.5315,369793.2453,64367.7138,np_default_87
310783.9123,310783.9210,373362.9494,62579.0283,np_default_87
342394.2232,342394.2326,412421.5167,70027.2842,np_default_87
352543.8833,352543.8927,360671.0836,8127.1908,p_default_330
367836.9064,367836.9153,435648.0738,67811.1585,np_default_87
375148.9184,375148.9300,452042.9632,76894.0333,np_default_87
389959.2922,389959.3012,399008.6387,9049.3375,p_default_330
399388.1803,399388.1898,408468.7110,9080.5212,p_default_330
403244.4653,403244.4758,489807.7963,86563.3205,np_default_87
407272.4708,407272.4834,496141.5582,88869.0748,np_default_87
421371.6865,421371.6993,430212.7996,8841.1003,p_default_330
423581.5027,423581.5131,538257.5904,114676.0773,np_default_87
436591.1588,436591.1683,555048.9358,118457.7675,np_default_87
441115.0243,441115.0351,451281.5533,10166.5181,p_default_330
449200.6290,449200.6397,469991.1995,20790.5598,p_default_330
453851.9287,453851.9392,476001.9998,22150.0605,p_default_330
455269.9140,455269.9251,476800.0624,21530.1373,p_default_330
465394.5761,465394.5908,566313.3591,100918.7683,np_default_87
471967.2821,471967.2917,567760.4621,95793.1704,np_default_87
480793.1883,480793.1976,573660.8775,92867.6799,np_default_87
491954.0566,491954.0663,511603.9245,19649.8582,p_default_330
492975.5703,492975.5799,513137.2091,20161.6293,p_default_330
505683.3402,505683.3505,519828.5769,14145.2263,p_default_330
506272.4016,506272.4125,592656.4490,86384.0365,np_default_87
518765.0548,518765.0672,596166.3550,77401.2878,np_default_87
519078.8638,519078.8736,535781.7427,16702.8691,p_default_330
521825.7092,521825.7193,538295.2000,16469.4807,p_default_330
538825.8465,538825.8553,602880.7185,64054.8632,np_default_87
540361.8432,540361.8534,550135.3315,9773.4782,p_default_330
556498.5537,556498.5629,616274.5117,59775.9489,np_default_87
575586.9983,575587.0068,651179.3345,75592.3276,np_default_87
583361.5181,583361.5287,592434.2494,9072.7208,p_default_330
609373.3445,609373.3537,618484.6833,9111.3296,p_default_330
613957.4453,613957.4598,682430.9790,68473.5193,np_default_87
617935.2915,617935.3007,633111.3838,15176.0831,p_default_330
620285.6644,620285.6733,635384.7281,15099.0547,p_default_330
625525.3796,625525.3897,681553.8288,56028.4391,np_default_87
644713.2478,644713.2611,709325.8036,64612.5426,np_default_87
652858.1148,652858.1227,718219.6258,65361.5031,np_default_87
653419.1469,653419.1557,717328.0041,63908.8484,np_default_87
677811.5452,677811.5541,762082.3260,84270.7720,np_default_87
681280.8449,681280.8555,778151.9273,96871.0717,np_default_87
684330.0454,684330.0538,693646.2464,9316.1926,p_default_330
696979.5403,696979.5489,706729.8837,9750.3348,p_default_330
711091.5354,711091.5448,806192.8046,95101.2598,np_default_87
714234.2031,714234.2150,723163.4222,8929.2072,p_default_330
742409.2676,742409.2764,751521.3391,9112.0628,p_default_330
750884.4639,750884.4747,774970.2239,24085.7492,p_default_330
751991.9868,751991.9969,777885.1283,25893.1314,p_default_330
753649.1412,753649.1517,852758.8318,99109.6801,np_default_87
754532.0848,754532.0955,780416.4588,25884.3633,p_default_330
772297.6882,772297.7000,856521.6672,84223.9672,np_default_87
773714.6127,773714.6234,792212.9568,18498.3333,p_default_330
775533.9774,775533.9873,855223.4323,79689.4450,np_default_87
781186.3002,781186.3095,796114.8839,14928.5744,p_default_330
782673.1727,782673.1820,857655.9894,74982.8075,np_default_87
791303.2208,791303.2314,861378.5863,70075.3549,np_default_87
792616.4957,792616.5047,858973.9991,66357.4944,np_default_87
803223.9383,803223.9482,870125.9934,66902.0452,np_default_87
816780.9528,816780.9619,826742.6281,9961.6662,p_default_330
818012.4669,818012.4781,883750.3164,65737.8383,np_default_87
825135.3093,825135.3190,886520.2024,61384.8833,np_default_87
828772.6277,828772.6360,889617.4700,60844.8340,np_default_87
830374.6544,830374.6656,891108.5709,60733.9053,np_default_87
840204.3997,840204.4113,850298.1251,10093.7138,p_default_330
847576.9394,847576.9498,903989.8204,56412.8706,np_default_87
847795.0662,847795.0752,902776.6373,54981.5620,np_default_87
855330.6771,855330.6851,914018.1792,58687.4941,np_default_87
859851.9687,859851.9771,918041.8815,58189.9043,np_default_87
873046.8830,873046.8933,933321.6953,60274.8020,np_default_87
895396.9985,895397.0079,965634.9039,70237.8960,np_default_87
908557.4478,908557.4572,916631.6923,8074.2352,p_default_330
927763.7201,927763.7303,938547.6866,10783.9563,p_default_330
934047.6686,934047.6784,944610.7501,10563.0717,p_default_330
937069.1176,937069.1277,1016417.0835,79347.9557,np_default_87
954768.1044,954768.1146,1046307.2832,91539.1686,np_default_87
961261.1545,961261.1652,980169.6411,18908.4758,p_default_330
961752.8374,961752.8510,980995.6360,19242.7850,p_default_330
974569.1648,974569.1795,987292.0919,12722.9124,p_default_330
1010212.2789,1010212.2887,1018575.9242,8363.6355,p_default_330
1022766.2317,1022766.2410,1037246.3486,14480.1076,p_default_330
1025332.2190,1025332.2279,1041956.1290,16623.9011,p_default_330
1037377.6792,1037377.6912,1048572.5007,11194.8095,p_default_330
1038210.0748,1038210.0847,1122330.7812,84120.6965,np_default_87
1051079.1665,1051079.1766,1059285.4253,8206.2487,p_default_330
1059083.6345,1059083.6441,1067698.9944,8615.3503,p_default_330
1096006.7532,1096006.7618,1195765.3129,99758.5512,np_default_87
1097981.1000,1097981.1094,1107778.2875,9797.1781,p_default_330
1105209.0413,1105209.0529,1119746.7978,14537.7449,p_default_330
1110715.4092,1110715.4202,1125292.0702,14576.6500,p_default_330
1113271.4522,1113271.4636,1220491.5767,107220.1131,np_default_87
1117892.0938,1117892.1047,1217252.3312,99360.2266,np_default_87
1122976.5724,1122976.5814,1140748.7594,17772.1780,p_default_330
1126924.8055,1126924.8287,1148703.9364,21779.1077,p_default_330
1129379.5907,1129379.6008,1227141.0172,97761.4164,np_default_87
1132777.4147,1132777.4244,1228038.1242,95260.6998,np_default_87
1133677.2272,1133677.2374,1156230.1700,22552.9326,p_default_330
1142501.7236,1142501.7330,1159503.6881,17001.9551,p_default_330
1190889.7195,1190889.7305,1211678.8653,20789.1348,p_default_330
1192344.0667,1192344.0768,1214817.4230,22473.3462,p_default_330
1196156.9027,1196156.9126,1217066.2531,20909.3405,p_default_330
