arrival_ms,start_ms,end_ms,latency_ms,qid
1871.0063,1871.0156,56740.6386,54869.6229,np_default_87
5043.7028,5043.7116,69963.8250,64920.1134,np_default_87
23154.6482,23154.6600,31819.7615,8665.1015,p_default_330
23212.9069,23212.9225,97762.3308,74549.4082,np_default_87
27176.1394,27176.1497,98392.2507,71216.1010,np_default_87
61507.5995,61507.6094,69988.9609,8481.3515,p_default_330
77815.0970,77815.1099,92826.3412,15011.2313,p_default_330
78933.8058,78933.8181,94059.0349,15125.2168,p_default_330
107612.6204,107612.6299,169911.7547,62299.1247,np_default_87
108959.5320,108959.5417,169442.8545,60483.3128,np_default_87
127694.8934,127694.9025,138238.9666,10544.0641,p_default_330
134656.7133,134656.7241,145354.0029,10697.2788,p_default_330
135657.8249,135657.8355,200819.6802,65161.8447,np_default_87
149691.4992,149691.5076,209452.1590,59760.6514,np_default_87
194284.7571,194284.7666,202157.3472,7872.5805,p_default_330
216099.2356,216099.2451,271212.6552,55113.4101,np_default_87
222150.6862,222150.6949,281451.2414,59300.5465,np_default_87
236442.4095,236442.4183,297597.8520,61155.4336,np_default_87
250565.3332,250565.3433,312052.4970,61487.1537,np_default_87
260334.0575,260334.0678,328234.4532,67900.3854,np_default_87
260382.9846,260382.9922,326861.9381,66478.9459,np_default_87
279396.9944,279397.0033,288604.0425,9207.0392,p_default_330
280302.3415,280302.3535,354822.4199,74520.0664,np_default_87
283489.4745,283489.4843,364518.0677,81028.5834,np_default_87
315123.7125,315123.7207,401005.1448,85881.4241,np_default_87
316682.7595,316682.7685,328187.9684,11505.1999,p_default_330
317639.1893,317639.2016,403444.8657,85805.6641,np_default_87
323165.7483,323165.7610,335249.4888,12083.7279,p_default_330
330811.2213,330811.2327,410431.2211,79619.9883,np_default_87
337440.8688,337440.8802,346238.8888,8798.0085,p_default_330
351482.3079,351482.3170,435047.8896,83565.5726,np_default_87
354687.0817,354687.0913,369974.4119,15287.3206,p_default_330
357331.1435,357331.1542,372847.9323,15516.7781,p_default_330
378539.8047,378539.8141,387465.3584,8925.5443,p_default_330
408122.7532,408122.7624,416262.1291,8139.3667,p_default_330
422359.3955,422359.4035,431563.6418,9204.2383,p_default_330
429638.3788,429638.3933,445907.0747,16268.6814,p_default_330
432845.1479,432845.1588,447831.5729,14986.4141,p_default_330
433422.2906,433422.3035,522221.6050,88799.3015,np_default_87
436804.8603,436804.8710,528020.0280,91215.1571,np_default_87
442137.8679,442137.8808,524789.8614,82651.9806,np_default_87
467241.4268,467241.4375,484335.5076,17094.0701,p_default_330
467684.1700,467684.1943,485566.2912,17882.0969,p_default_330
482762.4941,482762.5063,494529.9259,11767.4197,p_default_330
491806.7023,491806.7116,502474.6468,10667.9352,p_default_330
496378.9901,496379.0007,559585.3430,63206.3423,np_default_87
497124.2984,497124.3094,558541.3208,61417.0114,np_default_87
518184.7872,518184.7973,527217.9584,9033.1612,p_default_330
562881.7082,562881.7190,570744.3139,7862.5949,p_default_330
581253.4914,581253.5022,634817.3633,53563.8611,np_default_87
610871.0462,610871.0581,666656.2144,55785.1563,np_default_87
621575.7144,621575.7245,682920.6004,61344.8759,np_default_87
646239.5277,646239.5367,654910.4745,8670.9378,p_default_330
681626.8978,681626.9081,690102.4427,8475.5346,p_default_330
684782.4401,684782.4480,743726.7843,58944.3363,np_default_87
735700.2883,735700.2975,791826.5405,56126.2430,np_default_87
750299.0859,750299.0955,807251.0709,56951.9754,np_default_87
806496.9157,806496.9248,866966.6487,60469.7239,np_default_87
814541.0992,814541.1082,871218.7447,56677.6365,np_default_87
847184.0893,847184.0999,906160.4579,58976.3580,np_default_87
848512.2320,848512.2430,857243.0681,8730.8250,p_default_330
873180.8808,873180.8908,929542.6275,56361.7368,np_default_87
930770.9322,930770.9413,993506.5793,62735.6380,np_default_87
943942.4609,943942.4703,1008098.0776,64155.6073,np_default_87
961596.4372,961596.4488,1034171.4568,72575.0080,np_default_87
964088.6667,964088.6767,973086.5403,8997.8636,p_default_330
998640.8642,998640.8742,1007485.4363,8844.5621,p_default_330
1007871.0235,1007871.0342,1016265.5229,8394.4887,p_default_330
1012544.9370,1012544.9502,1080060.3541,67515.4039,np_default_87
1030856.2971,1030856.3069,1041703.7681,10847.4612,p_default_330
1037530.0661,1037530.0781,1099095.4372,61565.3591,np_default_87
1037644.7704,1037644.7836,1048245.5659,10600.7823,p_default_330
1077655.4721,1077655.4837,1132525.1893,54869.7056,np_default_87
1113008.4582,1113008.4673,1168442.2386,55433.7713,np_default_87
1151174.2559,1151174.2668,1201800.5523,50626.2854,np_default_87
