arrival_ms,start_ms,end_ms,latency_ms,qid
624.2987,624.3446,43469.3976,42845.0530,np_default_87
1681.0351,1681.0834,43327.1733,41646.0900,np_default_87
5712.1633,5712.2114,15094.5386,9382.3271,p_default_330
7279.1943,7279.2728,16579.7021,9300.4293,p_default_330
7737.7789,7737.8673,46528.8284,38790.9611,np_default_87
9057.3368,9057.3936,50050.9254,40993.5318,np_default_87
35869.4827,35869.5321,79785.4364,43915.9043,np_default_87
36319.3590,36319.4052,80869.2466,44549.8414,np_default_87
45219.1665,45219.2068,90865.6377,45646.4309,np_default_87
49897.7271,49897.7786,107006.2336,57108.4550,np_default_87
49976.0109,49976.0868,55578.8576,5602.7708,p_default_330
58408.0550,58408.1032,63952.5764,5544.4732,p_default_330
69912.7145,69912.7640,75624.5526,5711.7886,p_default_330
72033.7524,72033.8235,137375.8357,65342.0122,np_default_87
74049.3813,74049.4581,140479.4129,66429.9547,np_default_87
78813.2893,78813.3404,145921.1225,67107.7820,np_default_87
83518.4300,83518.4813,152265.3686,68746.8873,np_default_87
86776.2056,86776.2565,157550.2289,70773.9724,np_default_87
86794.7042,86794.7468,155869.7018,69074.9550,np_default_87
88687.1830,88687.2344,94484.6730,5797.4386,p_default_330
93435.0159,93435.0735,161448.8160,68013.7424,np_default_87
94341.5063,94341.5805,108984.8408,14643.2604,p_default_330
94496.5653,94496.6301,163497.8972,69001.2670,np_default_87
95083.6688,95083.7735,111015.7927,15932.0192,p_default_330
96777.9863,96778.0840,112464.7034,15686.6193,p_default_330
105040.7557,105040.8332,164505.5966,59464.7634,np_default_87
105880.1812,105880.2649,163704.2660,57824.0010,np_default_87
109565.0794,109565.1470,119753.1559,10188.0089,p_default_330
110269.3390,110269.4090,164712.4715,54443.0625,np_default_87
114546.3833,114546.4420,123061.7239,8515.2819,p_default_330
117159.9687,117160.0404,165582.2066,48422.1662,np_default_87
138276.1454,138276.1967,144354.9359,6078.7392,p_default_330
144473.7090,144473.7629,184540.4882,40066.7254,np_default_87
145602.4578,145602.5107,186775.4820,41172.9713,np_default_87
147377.1803,147377.2329,181763.8422,34386.6092,np_default_87
153886.7153,153886.7658,159870.2575,5983.4918,p_default_330
165459.7756,165459.8257,199835.4851,34375.6594,np_default_87
165709.0570,165709.1056,198362.0957,32652.9901,np_default_87
193750.5981,193750.6510,251510.8880,57760.2371,np_default_87
199458.7464,199458.7968,204875.8510,5417.0542,p_default_330
203617.8939,203617.9603,257727.4246,54109.4642,np_default_87
207188.8987,207188.9505,261306.4264,54117.4759,np_default_87
212259.8946,212259.9399,219018.8194,6758.8795,p_default_330
216454.4699,216454.6188,223206.3731,6751.7543,p_default_330
228261.2219,228261.2716,293842.0038,65580.7322,np_default_87
234592.6052,234592.6549,245885.8311,11293.1762,p_default_330
234925.0391,234925.1060,246806.0755,11880.9694,p_default_330
243465.5573,243465.6510,251199.2322,7733.5813,p_default_330
245223.3629,245223.4731,308164.9514,62941.4783,np_default_87
250099.4091,250099.4794,309486.4696,59386.9902,np_default_87
267223.8226,267223.8727,272910.6326,5686.7599,p_default_330
268828.5330,268828.6089,325533.0075,56704.3986,np_default_87
271511.9657,271512.0661,328275.4403,56763.3742,np_default_87
275597.4628,275597.5133,285196.4406,9598.9273,p_default_330
277310.7666,277310.8506,288107.1914,10796.3407,p_default_330
282386.0695,282386.1366,360976.8703,78590.7337,np_default_87
285341.6924,285341.7550,292435.7577,7094.0027,p_default_330
291061.1757,291061.2536,362967.3380,71906.0844,np_default_87
294474.0633,294474.1078,300389.3382,5915.2304,p_default_330
299807.3437,299807.4157,305750.9175,5943.5018,p_default_330
310257.2337,310257.2855,373756.5295,63499.2439,np_default_87
314644.0117,314644.0600,378462.6757,63818.6157,np_default_87
320526.0223,320526.0553,384225.6580,63699.6027,np_default_87
325742.6032,325742.6535,332063.6753,6321.0218,p_default_330
330557.3492,330557.4180,339248.5036,8691.0856,p_default_330
334231.0489,334231.1282,342268.7294,8037.6013,p_default_330
337515.0096,337515.0713,413011.8855,75496.8142,np_default_87
342406.9432,342407.0069,351917.9339,9510.9269,p_default_330
345039.2735,345039.3527,357872.4187,12833.0660,p_default_330
345843.1235,345843.1973,416444.5178,70601.3205,np_default_87
349541.2469,349541.3214,362392.9754,12851.6541,p_default_330
355422.3520,355422.4322,364894.1275,9471.6953,p_default_330
359218.2496,359218.3490,416680.1290,57461.7800,np_default_87
370998.0956,370998.1482,425597.5062,54599.3580,np_default_87
383723.9495,383724.0134,434033.4676,50309.4543,np_default_87
