arrival_ms,start_ms,end_ms,latency_ms,qid
623.5974,623.6499,38942.5566,38318.9067,np_greedy_87
1681.3317,1681.3801,41416.6509,39735.2709,np_greedy_87
5712.4018,5712.4495,15023.3656,9310.9161,p_greedy_330
7278.2967,7278.3685,16787.8332,9509.4647,p_greedy_330
7738.2054,7738.3064,46578.1307,38839.8243,np_greedy_87
9058.4371,9058.4859,44602.5699,35544.0840,np_greedy_87
35869.9331,35869.9848,77011.9287,41141.9440,np_greedy_87
36319.5746,36319.6248,77964.6436,41645.0189,np_greedy_87
45219.2153,45219.2542,84720.3495,39501.0953,np_greedy_87
49896.8868,49896.9367,91889.9490,41993.0124,np_greedy_87
49975.1413,49975.2002,56454.7979,6479.5978,p_greedy_330
58407.8915,58407.9438,64883.7507,6475.8069,p_greedy_330
69912.7175,69912.7688,76685.3129,6772.5441,p_greedy_330
72033.7405,72034.0883,129313.7668,57279.6785,np_greedy_87
74049.2525,74049.3230,129001.2463,54951.9233,np_greedy_87
78814.1060,78814.1577,132470.2952,53656.1374,np_greedy_87
83518.0864,83518.1361,135778.1728,52260.0367,np_greedy_87
86777.2061,86777.2572,144158.9455,57381.6884,np_greedy_87
86794.5693,86794.5956,139707.7292,52913.1336,np_greedy_87
88687.4292,88687.4800,95755.4905,7068.0105,p_greedy_330
93434.4246,93434.4932,148080.9745,54646.4812,np_greedy_87
94343.0147,94343.0883,114083.6134,19740.5251,p_greedy_330
94496.5982,94496.6714,148319.7886,53823.1172,np_greedy_87
95083.8160,95083.8869,115315.2094,20231.3225,p_greedy_330
96777.4743,96777.5434,117714.0340,20936.4906,p_greedy_330
105040.8045,105040.8711,154167.8174,49126.9463,np_greedy_87
105879.9894,105880.0532,155119.6648,49239.6117,np_greedy_87
109565.8113,109565.8691,127620.5592,18054.6902,p_greedy_330
110269.4776,110269.5410,158692.0224,48422.4814,np_greedy_87
114546.7059,114546.7726,129042.5472,14495.7746,p_greedy_330
117159.8046,117159.8962,162724.8659,45564.9698,np_greedy_87
138276.4559,138276.5105,144833.5303,6557.0198,p_greedy_330
144473.5722,144473.6459,179774.5976,35300.9517,np_greedy_87
145602.0753,145602.1272,182636.9094,37034.7823,np_greedy_87
147377.4802,147377.5315,182744.8534,35367.3218,np_greedy_87
153888.1056,153888.1579,160420.0966,6531.9387,p_greedy_330
165461.6635,165461.7251,197637.8552,32176.1301,np_greedy_87
165708.8539,165708.9031,198723.4655,33014.5624,np_greedy_87
193749.8317,193749.8843,233444.3049,39694.4206,np_greedy_87
199459.0851,199459.1382,204776.4998,5317.3616,p_greedy_330
203618.6002,203618.6873,253214.7912,49596.1039,np_greedy_87
207188.9367,207188.9882,257729.5888,50540.6006,np_greedy_87
212259.1763,212259.2231,218981.7467,6722.5235,p_greedy_330
216453.7622,216453.8319,223123.4154,6669.5835,p_greedy_330
228260.7126,228260.7626,273854.1424,45593.3798,np_greedy_87
234592.9979,234593.0500,245794.4328,11201.3829,p_greedy_330
234924.3352,234924.4157,246633.6712,11709.2556,p_greedy_330
243465.8398,243465.9323,251409.3710,7943.4387,p_greedy_330
245223.8541,245223.9326,288119.9386,42896.0060,np_greedy_87
250098.4113,250098.5110,297740.2938,47641.7828,np_greedy_87
267222.1691,267222.2097,273376.5808,6154.3711,p_greedy_330
268828.4154,268828.4906,317350.6324,48522.1418,np_greedy_87
271512.1631,271512.2245,321196.2911,49684.0666,np_greedy_87
275598.0245,275598.0762,285878.9761,10280.8999,p_greedy_330
277309.1503,277309.2196,288746.4793,11437.2597,p_greedy_330
282386.1148,282386.2285,328686.1058,46299.8774,np_greedy_87
285341.0917,285341.1724,292692.4829,7351.3105,p_greedy_330
291061.1531,291061.2211,334639.4208,43578.1997,np_greedy_87
294475.4139,294475.4646,301147.9391,6672.4746,p_greedy_330
299807.3159,299807.3840,306663.1196,6855.7357,p_greedy_330
310256.8547,310256.9066,364319.7602,54062.8536,np_greedy_87
314643.4899,314643.5433,368516.5721,53873.0289,np_greedy_87
320526.5624,320526.6126,374546.7587,54020.1461,np_greedy_87
325743.2093,325743.2589,332588.1210,6844.8622,p_greedy_330
330557.9744,330558.0348,340074.5535,9516.5187,p_greedy_330
334231.6010,334231.6829,343075.1598,8843.4769,p_greedy_330
337515.3781,337515.4652,387339.4332,49823.9681,np_greedy_87
342407.5478,342407.6423,352754.2179,10346.5756,p_greedy_330
345038.5777,345038.6546,358363.0545,13324.3999,p_greedy_330
345842.5320,345842.6030,394478.3616,48635.7585,np_greedy_87
349542.7364,349542.8387,363185.5739,13642.7352,p_greedy_330
355422.5420,355422.6248,365699.5590,10276.9342,p_greedy_330
359218.3380,359218.4185,413340.8183,54122.3998,np_greedy_87
370998.9906,370999.0432,421504.0209,50504.9778,np_greedy_87
383724.4338,383724.4871,431584.1795,47859.6924,np_greedy_87
387680.7268,387680.7795,405255.9356,17575.1561,p_greedy_330
388651.3320,388651.3863,406808.9313,18157.5450,p_greedy_330
391193.7350,391193.8080,409127.7184,17933.9104,p_greedy_330
393771.3439,393771.4104,409994.1386,16222.7282,p_greedy_330
409301.9498,409302.0203,440118.8977,30816.8775,np_greedy_87
417013.1553,417013.2022,448032.9340,31019.7318,np_greedy_87
