arrival_ms,start_ms,end_ms,latency_ms,wait_ms,qid
667.6966,667.7609,78929.0103,78261.3136,0.0643,np_default_58
1795.5462,1795.6127,80294.8556,78499.3094,0.0665,np_default_58
3108.7169,3108.7769,13645.2600,10536.5431,0.0600,p_default_140
8271.8493,8271.9061,82809.2818,74537.4325,0.0568,np_default_58
9679.1952,9679.2505,82283.2954,72604.1002,0.0553,np_default_58
16550.3396,16550.3916,29331.0283,12780.6887,0.0520,p_default_140
23610.9126,23610.9721,40387.8255,16776.9130,0.0596,p_default_140
33781.7768,33781.8357,55260.3492,21478.5724,0.0589,p_default_140
38324.8406,38324.8973,90129.7424,51804.9018,0.0567,np_default_58
38804.4319,38804.4907,87916.8445,49112.4125,0.0588,np_default_58
39896.5761,39896.6577,58003.1001,18106.5240,0.0817,p_default_140
48312.0680,48312.1265,87765.1680,39453.1000,0.0586,np_default_58
53311.5757,53311.6401,96861.4618,43549.8861,0.0644,np_default_58
76972.3520,76972.4067,305682.7550,228710.4030,0.0546,np_default_58
79109.3648,79109.4181,311795.6456,232686.2808,0.0533,np_default_58
84201.8465,84201.8981,352219.6653,268017.8188,0.0516,np_default_58
89226.3237,89226.3757,411059.3085,321832.9849,0.0521,np_default_58
90816.5943,90816.6540,105049.9689,14233.3745,0.0597,p_default_140
92707.9437,92707.9989,451614.7068,358906.7632,0.0552,np_default_58
92727.4117,92727.4311,450931.3726,358203.9609,0.0194,np_default_58
99320.1055,99320.1619,138741.8057,39421.7002,0.0564,p_default_140
99820.1172,99820.1719,475417.8053,375597.6882,0.0547,np_default_58
99857.6241,99857.6615,139504.7240,39647.0999,0.0374,p_default_140
100955.5273,100955.5870,487712.6835,386757.1562,0.0597,np_default_58
101712.3988,101712.4556,140427.5197,38715.1209,0.0568,p_default_140
112221.4766,112221.5381,524977.1830,412755.7064,0.0616,np_default_58
113116.8994,113116.9576,519850.8155,406733.9160,0.0581,np_default_58
117811.6911,117811.7482,537063.7720,419252.0809,0.0571,np_default_58
117970.7771,117970.8443,145935.7032,27964.9261,0.0672,p_default_140
125173.2668,125173.3285,566016.6550,440843.3882,0.0616,np_default_58
148138.0812,148138.1343,173726.5081,25588.4269,0.0531,p_default_140
149805.2233,149805.2769,176492.6758,26687.4525,0.0536,p_default_140
154353.2467,154353.3012,719549.1846,565195.9379,0.0545,np_default_58
155553.0813,155553.1354,719495.8830,563942.8017,0.0541,np_default_58
157431.4613,157431.5139,180436.6474,23005.1861,0.0525,p_default_140
157451.5328,157451.5542,706917.5362,549466.0035,0.0214,np_default_58
176768.1231,176768.1826,773343.8443,596575.7212,0.0595,np_default_58
177033.9003,177033.9575,772226.2486,595192.3483,0.0572,np_default_58
181954.3433,181954.3967,195204.8469,13250.5036,0.0534,p_default_140
191885.8608,191885.9178,233496.6354,41610.7746,0.0570,p_default_140
192101.1526,192101.2102,234985.9239,42884.7713,0.0576,p_default_140
201211.0480,201211.1061,249517.6289,48306.5809,0.0582,p_default_140
205427.8093,205427.8666,255847.2498,50419.4405,0.0572,p_default_140
206993.0772,206993.1350,883913.0327,676919.9556,0.0579,np_default_58
208394.4135,208394.4711,258116.6383,49722.2249,0.0577,p_default_140
217540.9178,217540.9738,893231.8544,675690.9366,0.0560,np_default_58
221354.6419,221354.6959,906847.2898,685492.6479,0.0540,np_default_58
242536.6565,242536.7123,278272.9470,35736.2905,0.0557,p_default_140
243862.4680,243862.5254,926386.7725,682524.3044,0.0573,np_default_58
243912.9916,243913.0305,279130.4489,35217.4573,0.0389,p_default_140
261987.6965,261987.7515,934560.5746,672572.8781,0.0550,np_default_58
265821.1700,265821.2243,289378.2341,23557.0641,0.0543,p_default_140
267192.0449,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
283126.7715,283126.8302,303147.2678,20020.4963,0.0587,p_default_140
287205.3554,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
290069.1186,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
294248.8064,294248.8629,332717.0306,38468.2241,0.0565,p_default_140
299106.8723,299106.9313,340105.7199,40998.8476,0.0590,p_default_140
300174.9476,300175.0051,340337.1433,40162.1957,0.0574,p_default_140
301687.5429,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
310958.2168,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
313849.8869,313849.9431,345031.6670,31181.7800,0.0562,p_default_140
331474.1117,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
336149.7849,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
342435.4171,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
353444.0620,353444.1187,392688.5922,39244.5302,0.0567,p_default_140
355898.0060,355898.0610,402595.3369,46697.3309,0.0550,p_default_140
357566.1528,357566.2074,406775.6533,49209.5005,0.0546,p_default_140
360584.6742,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
365547.9379,365547.9947,420480.9407,54933.0028,0.0567,p_default_140
369483.8745,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
