timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLockWaitMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5358.85,237,262144,64,43920,2893737336,324,20,576,882983,0,35,17051,68,112135018,1154,1,4,43320,54073187,23,215064708,67,7951,2050523,3,355285,576,37296,26153720896,52317537,212345196,950629627,576,1409,0,3,1,4,4,76054,3,945896198,913926568,276579471,55411393,55542465,3,1,2881392468,73389,73389,4,4,4,55411397,31,1,3,233155,37710051,1562880,65885,7885,945896198,817098,50756609,8232
10617.78,624,262144,64,105825,6973355100,725,41,576,2034235,0,35,41492,68,117395794,1154,1,4,43320,131284449,23,524685864,67,18575,5129674,3,355285,576,87772,63361273868,133272402,476700420,2237917550,576,1409,0,3,1,4,4,76054,3,2226834580,2198385127,634819983,133809033,134005641,3,1,6958069748,73389,73389,4,4,4,133809037,31,1,3,422461,80980928,3146152,189550,18513,2226834580,1844685,130129798,8232
16496.85,1018,262144,64,168901,11129063956,1129,64,585,3160849,0,35,66299,68,118894890,1172,1,4,43320,209995400,23,839054060,67,29424,7197577,3,355285,585,139152,100680306204,211007468,720103462,3552695911,585,1461,0,3,1,4,4,76054,3,3535099746,3506621050,966562794,213759279,213873967,3,1,11113778604,73389,73389,4,4,4,213726515,31,1,3,618496,130092142,4703085,304079,29361,3535099746,2856770,206309753,8409
21971.30,1385,262144,64,228034,15025736932,1511,78,585,4220488,0,35,89587,68,119208606,1172,1,4,43320,283799272,23,1134163320,67,39613,9971848,3,355285,585,187560,136459480512,286453270,1006466539,4788326283,585,1461,0,3,1,4,4,76054,3,4764585128,4733620671,1337697459,288667571,288815027,3,1,15010713724,73389,73389,4,4,4,288667575,31,1,3,822903,174956070,6320757,366180,39550,4764585128,3854308,280140594,8409
27011.63,1705,262144,64,281365,18539949892,1859,112,594,5136474,0,35,110677,68,120718402,1190,1,4,43320,350615071,23,1401661864,67,48786,11552442,3,355285,594,231120,168596532324,356859295,1263923201,5900011773,594,1479,0,3,1,4,4,76054,3,5870801994,5839974206,1684575872,356234560,356398400,3,1,18523345184,73389,73389,4,4,4,356218180,31,1,3,1002780,212012455,7697399,416567,48722,5870801994,4719907,349173143,8481
32097.75,2101,262144,64,342682,22579898284,2258,137,594,6207550,0,35,134836,68,121020052,1190,1,4,43320,427134521,23,1707642076,67,59296,13702062,3,355285,594,281012,205317747708,435052417,1492676792,7174454845,594,1479,0,3,1,4,4,76054,3,7138934619,7111421438,2008164364,433993668,434089813,3,1,22565114864,73389,73389,4,4,4,433944520,31,1,3,1191677,253880006,9217499,466454,59231,7138934619,5741096,425847567,8481
37175.95,2614,262144,64,435174,28675190532,2851,161,603,7732881,2,35,171372,68,122461656,1208,1,4,43320,542835615,23,2170696552,67,75236,15403398,3,355285,603,356752,261222353860,549668764,1706076134,9107900844,601,1520,2,3,1,4,4,76054,3,9062988435,9030313357,2347138962,551102704,551348464,3,1,28657340640,73389,73389,4,4,4,551102708,31,1,3,1391635,300103065,11051745,591653,75173,9062988435,7141228,538629673,8730
