timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLockWaitMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5029.75,631,262144,64,102135,6729608766,700,36,576,1898881,0,29,40013,68,26288,117106210,1154,1,4,15997,126727710,20,506006344,67,17951,1941375,3,226404,576,84742,60899263208,127005582,167889851,2162305519,576,2719,0,3,1,4,4,17514,3,2151835451,2121589234,308747524,129111587,129308195,3,1,6712098620,73389,73389,4,4,4,129078823,30,2,3,417454,47191333,3498765,100071,17887,2151835451,1798810,123508434,10598
10099.35,1244,262144,64,199764,13161764568,1329,65,585,3668936,0,29,78457,68,26288,119208606,1172,1,4,15997,248550046,20,993102248,67,34746,4776053,3,226404,585,164594,120221478420,251199358,346662015,4198326444,585,2761,0,3,1,4,4,17514,3,4177901296,4146576016,628551136,252798799,252962639,3,1,13143833644,73389,73389,4,4,4,252766035,30,2,3,712682,98427585,6199527,208872,34679,4177901296,3460064,245006497,10798
15126.47,1669,262144,64,271244,17871664712,1792,95,594,4908391,0,29,106601,68,26288,120718402,1190,1,4,15997,337764097,20,1349505712,67,47022,7833715,3,226404,594,222910,163208778020,343345292,566015355,5686634568,594,2786,0,3,1,4,4,17514,3,5659008268,5629536850,956843588,343407664,343571504,3,1,17855494624,73389,73389,4,4,4,343374900,30,2,3,956614,142015617,8197160,264799,46959,5659008268,4643592,335154930,10886
20236.98,2077,262144,64,337095,22212385194,2213,130,594,6058793,0,29,132644,68,26288,121020052,1190,1,4,15997,420112526,20,1679933376,67,58319,10712417,3,226404,594,276690,203384349992,425954754,777851302,7057933456,594,2786,0,3,1,4,4,17514,3,7023428251,6995997870,1268924377,426850688,427014528,3,1,22195383840,73389,73389,4,4,4,426834308,30,2,3,1192959,184548489,10052756,315367,58257,7023428251,5743426,415910746,10886
25264.23,4976,262144,64,399445,26321118214,2620,150,594,7133617,0,29,157236,68,26288,121020052,1190,1,4,15997,497999825,20,1991481904,67,69063,12047495,3,226404,594,327654,240810548964,503774552,992297620,8360861486,594,2786,0,3,1,4,4,17514,3,8319933467,8289583190,1581435819,505887304,506018376,3,1,26306139840,73389,73389,4,4,4,505887308,30,2,3,1399399,223230103,11671558,363325,68999,8319933467,6770292,492113865,10886
30293.41,5373,262144,64,464131,30582268800,3044,170,702,8292622,2,29,182669,68,26288,139243492,1406,1,4,15997,578424814,20,2312996872,67,80400,14836805,3,226404,702,381390,280028262584,587274068,1229231591,9732500408,700,3258,2,3,1,4,4,17514,3,9684806911,9633155717,1917906592,587715233,587829921,3,1,30560340180,73389,73389,4,4,4,587698853,30,2,3,1673763,265770170,13963701,412565,80335,9684806911,7880057,573322687,13082
