arrival_ms,start_ms,end_ms,latency_ms,wait_ms,qid
224.0178,224.3114,47409.1988,47185.1811,0.2936,np_greedy_58
6329.0671,6329.4859,24547.8215,18218.7544,0.4189,p_greedy_140
6804.0328,6804.5205,72703.5379,65899.5051,0.4878,np_greedy_58
8790.2737,8791.3014,31962.8410,23172.5673,1.0277,p_greedy_140
10526.2999,10527.1768,62462.6832,51936.3833,0.8769,np_greedy_58
11251.1300,11252.0599,36469.3531,25218.2231,0.9299,p_greedy_140
14681.2284,14682.1037,68261.3738,53580.1454,0.8754,np_greedy_58
15426.2729,15427.1763,41416.7085,25990.4356,0.9034,p_greedy_140
21615.0077,21615.4784,44748.3560,23133.3483,0.4707,p_greedy_140
21917.0009,21917.4149,44869.4054,22952.4045,0.4140,p_greedy_140
27404.2943,27404.7760,74684.0037,47279.7094,0.4816,np_greedy_58
37229.0007,37229.4325,80799.2811,43570.2804,0.4318,np_greedy_58
41813.0085,41813.2165,82126.6770,40313.6686,0.2081,np_greedy_58
48317.4140,48317.5837,87997.3389,39679.9249,0.1697,np_greedy_58
49755.1350,49755.2893,60471.1597,10716.0248,0.1544,p_greedy_140
53304.2360,53304.8231,63985.6878,10681.4518,0.5872,p_greedy_140
55944.1063,55944.5566,95453.4404,39509.3341,0.4503,np_greedy_58
