arrival_ms,start_ms,end_ms,latency_ms,wait_ms,qid
445.4106,445.4764,47073.7671,46628.3565,0.0659,np_greedy_58
1196.7657,1196.8162,53796.9172,52600.1515,0.0505,np_greedy_58
5515.9768,5516.0383,62576.1688,57060.1920,0.0615,np_greedy_58
6451.9336,6451.9805,60580.8472,54128.9136,0.0470,np_greedy_58
13609.0556,13609.1014,25373.0771,11764.0215,0.0458,p_greedy_140
14748.1727,14748.2318,26124.7277,11376.5550,0.0591,p_greedy_140
25548.4465,25548.5007,83100.3282,57551.8817,0.0542,np_greedy_58
25869.2464,25869.2975,85240.6533,59371.4069,0.0511,np_greedy_58
30248.0566,30248.1049,49105.8681,18857.8115,0.0483,p_greedy_140
31829.1025,31829.1563,53086.0876,21256.9851,0.0538,p_greedy_140
32206.4481,32206.5075,95232.3672,63025.9190,0.0593,np_greedy_58
34388.7589,34388.8192,56966.9198,22578.1608,0.0602,p_greedy_140
35539.9012,35539.9652,100814.0754,65274.1743,0.0640,np_greedy_58
35905.5604,35905.6219,58101.7016,22196.1413,0.0615,p_greedy_140
51306.2573,51306.3173,113541.9099,62235.6526,0.0600,np_greedy_58
52741.2269,52741.2840,115687.6018,62946.3749,0.0571,np_greedy_58
53672.8558,53672.9137,63363.7898,9690.9340,0.0579,p_greedy_140
56134.4420,56134.4952,118072.7069,61938.2650,0.0533,np_greedy_58
59485.2592,59485.3166,123552.5072,64067.2480,0.0573,np_greedy_58
61805.2532,61805.3099,123441.0079,61635.7547,0.0567,np_greedy_58
61817.7353,61817.7584,121576.9411,59759.2058,0.0230,np_greedy_58
66551.1353,66551.1827,131361.0305,64809.8953,0.0475,np_greedy_58
67304.3184,67304.3602,131676.8450,64372.5266,0.0418,np_greedy_58
68199.6167,68199.6584,96974.5435,28774.9268,0.0417,p_greedy_140
68752.1707,68752.2267,99144.6752,30392.5045,0.0561,p_greedy_140
68950.3119,68950.3670,100831.7880,31881.4760,0.0551,p_greedy_140
74819.2889,74819.3464,141255.1352,66435.8464,0.0575,np_greedy_58
75410.8407,75410.8974,143559.6682,68148.8275,0.0566,np_greedy_58
78541.0999,78541.1575,144804.9906,66263.8907,0.0576,np_greedy_58
81877.4942,81877.5531,125122.8853,43245.3910,0.0588,p_greedy_140
83444.8627,83444.9195,151597.3665,68152.5038,0.0568,np_greedy_58
86003.6055,86003.6627,130191.4769,44187.8714,0.0572,p_greedy_140
92942.1175,92942.1711,138094.9538,45152.8363,0.0536,p_greedy_140
101321.4183,101321.4805,153929.3766,52607.9583,0.0622,p_greedy_140
102900.5279,102900.5849,171213.3055,68312.7777,0.0571,np_greedy_58
103702.8175,103702.8728,171519.7668,67816.9492,0.0553,np_greedy_58
