timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLockWaitMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5012.35,4,262144,64,74401,4902549466,219337,19,38,38,1000781,127,1,585,667076,6,17328,41,125811516,1172,1,40,11349,39714,2,50784,585,12511411,1149018,1487732553,585,706,2,1,2,2,1014,1,1482072476,1436502450,26582517,111072420,111072420,2,1,4886465584,73389,73389,2,2,2,111056036,16,1,3,356614,1985693,1441419,15393,11309,1482072476,651683,11070819,4112
10016.25,4,262144,64,133209,8777802582,219337,19,38,38,1844215,137,1,585,1092975,6,33864,41,127368030,1172,1,40,19990,40136,2,50784,585,22864317,1149804,2624618798,585,706,2,1,2,2,1014,1,2614665628,2569249657,54037501,199143924,199160308,2,1,8762332656,73389,73389,2,2,2,199143924,16,1,3,384071,2802855,1667328,24871,19950,2614665628,1068104,21198203,4112
15030.87,4,262144,64,181133,11935538774,219337,19,38,38,3089616,145,1,585,1464288,6,47425,41,128683224,1172,1,40,27033,53581,2,50784,585,31212468,2062314,3551319540,585,706,2,1,2,2,1014,1,3537805724,3492358226,107578721,270915124,270915124,2,1,11920265456,73389,73389,2,2,2,270915124,16,1,3,401536,3896132,1888698,35257,26993,3537805724,1429031,29325906,4112
20043.97,4,262144,64,203908,13436350186,219337,19,38,38,3630173,148,1,585,1727821,6,53802,41,129214128,1172,1,40,30376,89638,2,50784,585,38133419,5418628,3991246184,585,706,2,1,2,2,1014,1,3975979420,3931015200,170292597,305017027,305033411,2,1,13420749188,73389,73389,2,2,2,305017027,16,1,3,426791,5521997,2218131,51296,30337,3975979420,1676525,35917883,4112
25048.00,4,262144,64,232795,15339841246,219337,19,38,38,4119820,153,2,585,2014085,6,61928,41,130010484,1172,1,40,34620,123325,2,50784,585,44822831,8084629,4549674648,585,706,2,1,2,2,1014,1,4532248988,4487483174,267280720,348284890,348301274,2,1,15324535160,73389,73389,2,2,2,348284890,16,1,3,459680,6909533,2561196,62157,34580,4532248988,1951928,42264823,4112
30052.25,4,262144,64,288550,19013516770,219337,19,38,38,5547189,163,2,585,2437616,6,77658,41,131337744,1172,1,40,42812,123683,2,50784,585,55734816,8226418,5627460004,585,706,2,1,2,2,1014,1,5605990812,5561392940,317173013,431781828,431798212,2,1,18998400432,73389,73389,2,2,2,431781828,16,1,3,498043,7679999,2764031,70554,42772,5605990812,2367062,52974100,4112
35055.86,4,262144,64,351507,23162030142,219337,19,38,38,5669083,173,2,585,2917231,6,95427,41,132930456,1172,1,40,52059,124319,2,50784,585,65561249,8228447,6844121144,585,706,2,1,2,2,1014,1,6818013596,6774154397,342733796,526068457,526068457,2,1,23146291212,73389,73389,2,2,2,526052073,16,1,3,516621,8584422,2977645,80940,52019,6818013596,2836291,62588075,4112
